,key_ID,parliament_ID,session_ID,sitting_ID,item_ID,sitting_date,item_number,member_text,text,notice_date,constituency,full_name,member_number
181,162,42,42-1,42-1-12,42-1-Q-40,1/29/16,Q-40,Mr. Angus (TimminsðJames Bay),"Q-40 ð January 25, 2016  ð Mr. Angus (TimminsðJames Bay) ð With regard to FedNor, for each fiscal year from 2009-10 to 2015-16: (a) what was FedNor's total approved budget; (b) how much of the budget in (a) was actually spent; (c) how much lapsed funding is eligible to be carried over to future years; (d) how much was allocated to the Northern Ontario Development Program; (e) how much was actually spent on the Northern Ontario Development Program; (f) how much was allocated to the Community Futures Program; (g) how much was actually spent on the Community Futures Program; and (e) what were the full-time equivalent staffing levels of FedNor?",1/25/16,TimminsðJames Bay,Charlie Angus,26
182,163,42,42-1,42-1-12,42-1-Q-41,1/29/16,Q-41,Mr. Angus (TimminsðJames Bay),"Q-41 ð January 25, 2016  ð Mr. Angus (TimminsðJames Bay) ð With respect to government funding: what is the total amount of funding, during the 2014-15 fiscal year, that was allocated within the constituency of TimminsðJames Bay, specifying each department or agency, initiative, and amount?",1/25/16,TimminsðJames Bay,Charlie Angus,26
183,164,42,42-1,42-1-12,42-1-Q-42,1/29/16,Q-42,Mr. Angus (TimminsðJames Bay),"Q-42 ð January 25, 2016  ð Mr. Angus (TimminsðJames Bay) ð With respect to water and wastewater systems in Indigenous communities across Canada: (a) what is the breakdown of water systems by (i) high overall risk, (ii) medium overall risk, (iii) low overall risk; (b) how many Indigenous communities had drinking water tanks and cisterns fail safety tests; (c) how many Indigenous communities had drinking water tanks and cisterns which received a one hundred percent pass rate on safety tests; (d) how many homes are reported to have no water service; (e) how many communities are currently under boil-water advisories; (f) of the communities in (e), what kind of advisory is in place and what are the names of the specific communities; (g) what is the breakdown of wastewater systems broken down by (i) high overall risk, (ii) medium overall risk, (iii) low overall risk; (h) how many Indigenous communities had wastewater systems fail safety tests; (i) how many Indigenous communities had wastewater systems get a one hundred percent pass rate on safety tests; (j) how many homes are reported to have no wastewater service; (k) how much money has the government spent on sending bottled water into Indigenous communities that are under boil-water advisories; (l) how many bottles of water has the government sent to Indigenous communities; (m) how much funding is required to end every boil-water advisory currently in place over the next five years; (n) how much funding is required to have all water and wastewater systems receive passing grades; (o) how much money is dedicated within the current budget and the current fiscal framework to improve water and wastewater systems on reserves; (p) with respect to the National Assessment of First Nations Water and Wastewater Systems National Roll-up Report, (i) how much of the estimated 783 million dollars was spent and is projected to be spent on water systems, (ii) how much of the estimated 300 million dollars was spent and is projected to be spent on wastewater systems, (iii) how much of the 4.7 billion dollars was spent and is projected to be spent over the next ten years; and (q) for each subsection in (p), what are the updated costs and needs for funding on water and wastewater systems?",1/25/16,TimminsðJames Bay,Charlie Angus,26
184,165,42,42-1,42-1-12,42-1-Q-43,1/29/16,Q-43,Mr. Caron (Rimouski-NeigetteðTðmiscouataðLes Basques),"Q-43 ð January 25, 2016  ð Mr. Caron (Rimouski-NeigetteðTðmiscouataðLes Basques) ð With regard to the Department of Financeðs 2016 pre-budget consultation sessions that took place between January 6, 2016, and January 20, 2016: (a) how many sessions were organized by the government; (b) where did these consultation sessions take place, broken down by (i) city, (ii) constituency; (c) what groups and individuals were invited to the consultation sessions; (d) what groups and individuals participated in the consultation sessions; (e) which Members of Parliament attended the consultation sessions; and (f) how many online consultation sessions took place?",1/25/16,Rimouski-NeigetteðTðmiscouataðLes Basques,Guy Caron,138
185,166,42,42-1,42-1-13,42-1-Q-18,2/1/16,Q-18,Mr. Bezan (SelkirkðInterlakeðEastman),"Q-18 ð December 10, 2015  ð Mr. Bezan (SelkirkðInterlakeðEastman) ð With regard to Operation PROVISION and the Canadian Armed Forcesð (CAF) support to the government's initiative to resettle 25 000 Syrian Refugees in Canada by the end of February 2016, including the use of CAF bases to do so: (a) which bases will be used; (b) what is the expected number of refugees that will utilize each base for lodging; (c) how many CAF and Department of National Defence personnel had to leave their living quarters from each base to accommodate the incoming refugees; (d) at each base, what type of construction, renovation, or winterization projects had to be completed in order to accommodate the incoming refugees; (e) what are the individual costs of the projects identified in (b); (f) were all Treasury Board guidelines followed for the tendering and awarding of these contracts; (g) from where are the funds necessary to accommodate refugees on CAF bases being allocated; (h) how many troops and personnel will be deployed as a part of Operation PROVISION and to where will they be deployed; (i) in what type of work will they be engaged while overseas; (j) will they be deployed as civilian or military personnel; (k) will the CAF be providing force protection for the troops deployed as a part Operation PROVISION; (l) if the answer to (k) is negative, who will be providing the force protection and what price; and (m) will the government table a copy in the House of any force protection contracts that it has signed as part of Operation PROVISION?",12/10/15,SelkirkðInterlakeðEastman,James Bezan,75
186,167,42,42-1,42-1-13,42-1-Q-19,2/1/16,Q-19,Ms. Rempel (Calgary Nose Hill),"Q-19 ð December 10, 2015  ð Ms. Rempel (Calgary Nose Hill) ð With regard to the governmentðs Syrian refugee resettlement initiative, including, but not limited to the measures announced by the Minister of Immigration, Refugees and Citizenship on November 24, 2015: (a) what is the total number of existing Citizenship and Immigration Canada (CIC) visa officers and other CIC employees, in whole or in part (i.e. FTEs), who have been re-assigned since November 4, 2015, from processing applications under other streams or ðlines of businessð to enhance the processing capacity of Syrian refugee applications, broken down by employees re-assigned from processing (i) spousal sponsorship applications, (ii) economic immigration permanent resident visas, (iii) work permit applications, (iv) student visa applications, (v) all other streams, identifying the stream in question; (b) what was the total number of CIC employees, in whole or in part (i.e. FTEs), including visa officers, responsible for processing Syrian refugee applications on November 4, 2015; (c) what is the total number of CIC employees, whole or in part (i.e. FTEs), including visa officers, who were responsible for processing Syrian refugee applications on December 10, 2015; (d) what is the anticipated operational impact, expressed in additional application processing time, for each CIC ðline of business,ð caused by the re-allocation of CIC employee resources to enhance the processing of Syrian refugee applications; (e) what is the total number of cases that were finalized for each week in the 2015 calendar year, up to and including December 10, 2015, for each permanent and temporary resident visa category, broken down by (i) outcome (i.e. ðapproved,ð ðrefused,ð or ðwithdrawnð), (ii) CIC Visa Office or CIC Processing Office; (f) what is the total number of Syrian refugee applications, broken down by sponsorship category (e.g. Government Sponsored Refugees, Privately Sponsored Refugees, Group of Five, etc.), finalized on or after November 5, 2015; and (g) of the total number Syrian refugee applications that were finalized on or after November 5, 2015, how many applications were referred to the Royal Canadian Mounted Police, the Canadian Security and Intelligence Service, or the Canada Border Services Agency, prior to the visa officerðs decision to either grant or refuse a permanent resident visa, for a (i) record check, (ii) comprehensive security vetting?",12/10/15,Calgary Nose Hill,Michelle Rempel,626
187,168,42,42-1,42-1-13,42-1-Q-20,2/1/16,Q-20,Mr. Strahl (ChilliwackðHope),"Q-20 ð December 10, 2015  ð Mr. Strahl (ChilliwackðHope) ð With regards to the mandate letter to the Minister of Fisheries and Oceans to ð[a]ct on recommendations of the Cohen Commission on restoring sockeye salmon stocks in the Fraser Riverð: (a) what scientific analyses were completed by the Department of Fisheries and Oceans on each of the 75 recommendations contained in the Commission of Inquiry into the Decline of Sockeye Salmon in the Fraser River; (b) what recommendations identified in (a) have been implemented in whole or in part; (c) of the recommendations identified in (b) what was the cost of implementation, both on a one-time and ongoing basis; and (d) when will the remaining recommendations of the Cohen Commission, in whole or in part, be implemented?",12/10/15,ChilliwackðHope,Chuck Strahl,714
188,168,42,42-1,42-1-13,42-1-Q-20,2/1/16,Q-20,Mr. Strahl (ChilliwackðHope),"Q-20 ð December 10, 2015  ð Mr. Strahl (ChilliwackðHope) ð With regards to the mandate letter to the Minister of Fisheries and Oceans to ð[a]ct on recommendations of the Cohen Commission on restoring sockeye salmon stocks in the Fraser Riverð: (a) what scientific analyses were completed by the Department of Fisheries and Oceans on each of the 75 recommendations contained in the Commission of Inquiry into the Decline of Sockeye Salmon in the Fraser River; (b) what recommendations identified in (a) have been implemented in whole or in part; (c) of the recommendations identified in (b) what was the cost of implementation, both on a one-time and ongoing basis; and (d) when will the remaining recommendations of the Cohen Commission, in whole or in part, be implemented?",12/10/15,ChilliwackðHope,Mark Strahl,715
189,169,42,42-1,42-1-13,42-1-Q-21,2/1/16,Q-21,Mr. Scheer (ReginaðQu'Appelle),"Q-21 ð December 10, 2015  ð Mr. Scheer (ReginaðQu'Appelle) ð With regard to the province of Saskatchewan, since November 4, 2015: what is the list of grants, loans, contributions and contracts awarded by the government, broken down by (i) recipient, (ii) constituency, (iii) amount?",12/10/15,ReginaðQu'Appelle,Andrew Scheer,662
190,170,42,42-1,42-1-13,42-1-Q-22,2/1/16,Q-22,Ms. Malcolmson (NanaimoðLadysmith),"Q-22 ð January 21, 2016  ð Ms. Malcolmson (NanaimoðLadysmith) ð With regard to funding for womenðs shelters for the fiscal years from 2010 to 2015: (a) how much funding has the government spent on construction of new womenðs shelters and new spaces in womenðs shelters annually, in total, and broken down by (i) program, (ii) province; (b) how much money has the government spent on funding for renovation of existing womenðs shelters annually, in total, and broken down by (i) program, (ii) province; (c) how much money has the government spent on non-capital supports for womenðs shelters annually, in total, and broken down by (i) program, (ii) province; (d) when did the government stop accepting applications for the off-reserve portion of the Shelter Enhancement Program; and (e) when did the government cancel funding for the off-reserve portion of the Shelter Enhancement Program?",1/21/16,NanaimoðLadysmith,Sheila Malcolmson,465
191,171,42,42-1,42-1-13,42-1-Q-23,2/1/16,Q-23,Mr. Saganash (AbitibiðBaie-JamesðNunavikðEeyou),"Q-23 ð January 21, 2016  ð Mr. Saganash (AbitibiðBaie-JamesðNunavikðEeyou) ð With regard to the total expenditures of the government incurred by all departments defending against Aboriginal-rights claims made against the government and appealing against case decisions upholding Aboriginal rights in court: (a) what was the amount spent on these activities, broken down by fiscal year from 2002-2003 to 2014-2015; (b) what was the amount spent on these activities to date in the current fiscal year; (c) what was the actual amount budgeted to be spent on these activities, broken down by fiscal year from 2002-2003 to 2014-2015; and (d) what was the actual amount budgeted to be spent on these activities for the current fiscal year?",1/21/16,AbitibiðBaie-JamesðNunavikðEeyou,Romeo Saganash,646
192,172,42,42-1,42-1-13,42-1-Q-24,2/1/16,Q-24,Mr. Blaikie (ElmwoodðTranscona),"Q-24 ð January 21, 2016  ð Mr. Blaikie (ElmwoodðTranscona) ð With regard to changes to the machinery of government made on November 4, 2015: (a) for each department that was changed, what is the cost of making those changes (i) in total, (ii) broken down by category of expense; and (b) for each agency, Crown corporation, board, commission, or foundation that has been placed under the authority of a different ministry than was the case in the previous administration, what is the cost of making that change (i) in total, (ii) broken down by category?",1/21/16,ElmwoodðTranscona,Daniel Blaikie,82
193,172,42,42-1,42-1-13,42-1-Q-24,2/1/16,Q-24,Mr. Blaikie (ElmwoodðTranscona),"Q-24 ð January 21, 2016  ð Mr. Blaikie (ElmwoodðTranscona) ð With regard to changes to the machinery of government made on November 4, 2015: (a) for each department that was changed, what is the cost of making those changes (i) in total, (ii) broken down by category of expense; and (b) for each agency, Crown corporation, board, commission, or foundation that has been placed under the authority of a different ministry than was the case in the previous administration, what is the cost of making that change (i) in total, (ii) broken down by category?",1/21/16,ElmwoodðTranscona,Bill Blaikie,81
194,173,42,42-1,42-1-13,42-1-Q-25,2/1/16,Q-25,Ms. Ashton (ChurchillðKeewatinook Aski),"Q-25 ð January 21, 2016  ð Ms. Ashton (ChurchillðKeewatinook Aski) ð With regard to Employment Insurance (EI) for 2015: (a) what was the volume of EI applications in total and broken down by (i) region and province where the claim originated, (ii) the number of claims accepted and the number of claims rejected, (iii) month; (b) what was the average EI application processing time in total and broken down by (i) region and province where claim originated, (ii) month; (c) how many applications waited more than 28 days for a decision and, for these applications, what was the average wait time for a decision, in total and broken down by (i) region and province where claim originated, (ii) month; (d) what was the volume of calls to EI call centres in total and broken down by (i) month, (ii) region and province; (e) what was the number of calls to EI call centres that received a high volume message in total and broken down by (i) month, (ii) region and province; (f) what were the national service level standards for calls answered by an agent at EI call centres, broken down by month; (g) what were the actual service level standards achieved by EI call centres for calls answered by an agent, broken down by (i) month, (ii) region and province; (h) what were the service standards for call-backs from EI processing staff, broken down by month; (i) what were the service standards achieved by EI processing staff for call-backs, broken down by (i) month, (ii) region and province; (j) what was the average number of days for a call-back by EI processing staff, broken down by (i) month, (ii) region and province; (k) what was the number and percentage of term employees and the number and percentage of indeterminate employees, working at EI call centres and processing centres; (l) what was the rate of sick-leave use among EI call centre and processing centre employees; (m) what was the number of EI call centre and processing centre employees on long-term disability; (n) what was the number of overtime hours worked by call centre employees; (o) who authored the report on EI processing for which the former parliamentary secretary for Employment and Social Development was credited; (p) what is the table of contents for the report; (q) will the government make the report public; (r) how many complaints did the Office of Client Satisfaction receive, broken down by (i) month, (ii) region and province where the complaint originated; (s) how long on average did a complaint take to be investigated and resolved, broken down by month; and (t) what were the major themes of the complaints received?",1/21/16,ChurchillðKeewatinook Aski,Niki Ashton,33
195,174,42,42-1,42-1-13,42-1-Q-26,2/1/16,Q-26,Ms. Ashton (ChurchillðKeewatinook Aski),"Q-26 ð January 21, 2016  ð Ms. Ashton (ChurchillðKeewatinook Aski) ð With regard to Employment Insurance (EI): (a) how many applications for sickness benefits made while the applicant was on parental leave were granted by the EI Commission in (i) 2010, (ii) 2011, (iii) 2012, (iv) 2013, (v) 2014; (b) how many applications for sickness benefits made while the applicant was on parental leave were granted by the EI Boards of Referees in (i) 2010, (ii) 2011, (iii) 2012, (iv) 2013; (c) how many applications for sickness benefits made while the applicant was on parental leave were granted by EI Umpires in (i) 2010, (ii) 2011, (iii) 2012, (iv) 2013; (d) how many applications for sickness benefits made while the applicant was on parental leave were granted by the Social Security Tribunal in (i) 2013, (ii) 2014; (e) how much money has the government spent on the class-action court case regarding women who were denied sickness benefits while on parental leave; (f) how many Justice Department lawyers have been working on the class-action court case; and (g) what was the average cost for an appeal to be considered by the EI Commission, a Board of Referees, and an EI Umpire?",1/21/16,ChurchillðKeewatinook Aski,Niki Ashton,33
196,175,42,42-1,42-1-13,42-1-Q-27,2/1/16,Q-27,Ms. Ashton (ChurchillðKeewatinook Aski),"Q-27 ð January 21, 2016  ð Ms. Ashton (ChurchillðKeewatinook Aski) ð With regard to the Temporary Foreign Worker Program: (a) how many applications were received for Labour Market Impact Assessments in 2015, in total and broken down by (i) month, (ii) province; (b) how many applications for Labour Market Impact Assessments were approved in 2015, in total and broken down by (i) month, (ii) province; (c) what was the average processing time for Labour Market Impact Assessments in 2015, in total and broken down by (i) month, (ii) province, (iii) National Occupational Classification (NOC) code; (d) how many applications for Labour Market Impact Assessments were received for high-wage temporary foreign workers in 2015; (e) how many applications for Labour Market Impact Assessments were received for low-wage temporary foreign workers in 2015; (f) how many applications for Labour Market Impact Assessments were approved for high-wage temporary foreign workers in 2015; (g) how many applications for Labour Market Impact Assessments were approved for low-wage temporary foreign workers in 2015; (h) since June 2014, how many employers with fewer than ten employees have been granted positive Labour Market Impact Assessments, broken down by year; (i) since June 2014, how many employers with more than ten employees have been granted positive Labour Market Impact Assessments, broken down by year; (j) how many work permits have been issued in 2015, in total and broken down by month; (k) how many tips have been received on the confidential tip phone line since its creation, broken down by month; (l) how many tips have been received through the online tip portal since its creation, broken down by month; (m) how many investigations have been conducted as a result of tips received; (n) how many investigations have been the result of multiple tips; (o) how many investigations have resulted in employers being found non-compliant; (p) how many investigations have resulted in penalties being imposed on the employer; (q) how many employers have been required to take corrective action in order to be found compliant as a result of an investigation; (r) how many employers using the Temporary Foreign Worker Program have been subject to an inspection from 2013 to 2015 inclusively, broken down by (i) month, (ii) province; (s) how many inspections were conducted because an employer requested a new Labour Market Opinion or Labour Market Impact Assessment between 2013 and 2015, broken down by month; (t) how many inspections occurred at a time when the employer was not requesting a new Labour Market Opinion or Labour Market Impact Assessment between 2013 and 2015, broken down by month; (u) how many inspections have revealed non-compliance by employers between 2013 and 2015, broken down by (i) month, (ii) issues identified, (iii) industry of the employer; (v) how many employers have had to take steps to be considered compliant between 2013 and 2015, broken down by (i) month, (ii) type of actions required, (iii) industry of the employer; (w) how many employers have received penalties for non-compliance as a result of an inspection between 2013 and 2015, broken down by (i) month, (ii) type of penalty, (iii) industry of the employer; (x) how many inspections conducted between 2013 and 2015 have involved an on-site visit, broken down by month; (y) how many foreign nationals have been removed from Canada because their four-year period of eligibility had expired; and (z) when will Employment and Social Development Canada begin publicly reporting data on the number of temporary foreign workers approved and the names of employers receiving positive Labour Market Impact Assessments?",1/21/16,ChurchillðKeewatinook Aski,Niki Ashton,33
197,176,42,42-1,42-1-13,42-1-Q-28,2/1/16,Q-28,Mr. Fast (Abbotsford),"Q-28 ð January 21, 2016  ð Mr. Fast (Abbotsford) ð With regard to Canada's delegation at the United Nations Conference on Climate Change (COP21): (a) what is the total cost incurred by the government for this delegation; (b) what are the details of the expenses incurred by each delegate; and (c) what are the costs of the delegation broken down by (i) travel, (ii) hospitality, (iii) meals and incidentals, (iv) lodging, (v) salaries, (vi) per diems, (vii) operations?",1/21/16,Abbotsford,Ed Fast,255
198,177,42,42-1,42-1-13,42-1-Q-29,2/1/16,Q-29,Ms. Watts (South SurreyðWhite Rock),"Q-29 ð January 21, 2016  ð Ms. Watts (South SurreyðWhite Rock) ð With regard to the Minister of Infrastructure and Communitiesð mandate letter and the governmentðs announcement on November 18, 2015, that municipal and provincial governments will no longer have to apply for P3 screening for infrastructure projects worth greater than $100 million: (a) how many projects were in line for P3 funding on the day the announcement was made; (b) as a result of this announcement, how many of the projects in (a) will be on hold and delayed for funding; (c) with respect to the projects in (b), what dollar amount that would have been spent by the private sector will now have to be paid for by the government, broken down by province; and (d) before this decision was made and the announcement took place, (i) which consultations were held, (ii) what data was used?",1/21/16,South SurreyðWhite Rock,Dianne L. Watts,774
199,178,42,42-1,42-1-13,42-1-Q-30,2/1/16,Q-30,Ms. Watts (South SurreyðWhite Rock),"Q-30 ð January 21, 2016  ð Ms. Watts (South SurreyðWhite Rock) ð With regard to the Minister of Infrastructure and Communitiesð mandate letter and its explicit focus on new spending in green infrastructure and social infrastructure: (a) how much funding has been allocated to green infrastructure; (b) how much funding has been allocated to social infrastructure; (c) which projects will receive funding under each respective infrastructure pillar, broken down by province; and (d) what data was used to determine which projects will receive funding and in what priority?",1/21/16,South SurreyðWhite Rock,Dianne L. Watts,774
200,179,42,42-1,42-1-13,42-1-Q-31,2/1/16,Q-31,Mr. Bezan (SelkirkðInterlakeðEastman),"Q-31 ð January 21, 2016  ð Mr. Bezan (SelkirkðInterlakeðEastman) ð With regard to the military equipment currently owned by the Department of National Defence (DND) and the Canadian Armed Forces (CAF): (a) which items have been identified as surplus; (b) how many of each surplus item are in the CAFðs stock; (c) what is the value of each item deemed to be surplus; (d) where is the current surplus equipment being stored, (e) what is the process for liquidating surplus items in the case of (i) DND, (ii) CAF; (f) what regulations are in place that prevent or restrict DND and CAFðs ability to liquidate surplus military equipment; and (g) what is the governmentðs policy as to the manner in which the revenue generated from the liquidation of surplus assets will be redistributed by the government?",1/21/16,SelkirkðInterlakeðEastman,James Bezan,75
201,180,42,42-1,42-1-13,42-1-Q-32,2/1/16,Q-32,Mr. Bezan (SelkirkðInterlakeðEastman),"Q-32 ð January 21, 2016  ð Mr. Bezan (SelkirkðInterlakeðEastman) ð With regard to the governmentðs plan to withdraw Canadaðs CF-18 jets from the United States led international coalitionðs air combat mission against the terrorist group known as the Islamic State of Iraq and Syria (ISIS) and to expand Canadaðs training mission in the region: (a) what consultations were conducted with members of the coalition and local authorities; (b) what is the governmentðs proposed timeline to withdraw the fighter jets; (c) when does the government expect to send additional trainers; (d) how many additional trainers will be deployed and where will they be stationed; (e) what types of training will Canadian troops carry out; (f) what type of force protection will be in place for the Canadian trainers; (g) has any analysis been done to ensure that there is no capability gap in Canadaðs contribution to the fight against ISIS; and (h) what affect will this have on the amount of funds allocated for Operation IMPACT?",1/21/16,SelkirkðInterlakeðEastman,James Bezan,75
202,181,42,42-1,42-1-13,42-1-Q-33,2/1/16,Q-33,Mr. Bezan (SelkirkðInterlakeðEastman),"Q-33 ð January 21, 2016  ð Mr. Bezan (SelkirkðInterlakeðEastman) ð With regard to the cases of Sergei Magnitsky and Boris Nemtsov, what government action has been taken to: (a) identify a list of foreign nationals as defined by the motion introduced by the then Member for Mount Royal and unanimously passed by the House of Commons on March 25, 2015; (b) explore appropriate sanctions as defined in the aforementioned motion; (c) establish a list of each person the government determines (i) to be responsible for the detention, abuse, or death of Sergei Magnitsky, (ii) to have participated in efforts to conceal the legal liability for the detention, abuse, or death of Sergei Magnitsky, (iii) to have financially benefited from the detention abuse, or death of Sergei Magnitsky, (iv) was involved in the criminal conspiracy uncovered by Sergei Magnitsky; and (d) identify any individual that is responsible for extra-judicial killings, torture, or other gross violations of internationally recognized human rights committed against individuals who (i) sought to expose illegal activity carried out by officials of the Russian Federation, (ii) sought to obtain, exercise, defend or promote internationally recognized human rights and freedoms, such as the freedoms of religion, expression, association, and assembly, and the rights to a fair trial and democratic elections in Russia, (iii) acted as an agent of or on behalf of a person in a matter relating to an activity described in (ii) or (iii)?",1/21/16,SelkirkðInterlakeðEastman,James Bezan,75
203,182,42,42-1,42-1-13,42-1-Q-34,2/1/16,Q-34,Mrs. Gallant (RenfrewðNipissingðPembroke),"Q-34 ð January 21, 2016  ð Mrs. Gallant (RenfrewðNipissingðPembroke) ð With regard to the Canada (Ontario Boundary) Act, 1889: (a) does the middle of the main channel of the Ottawa River, from the head of Lake Temiscamingue to the intersection by the prolongation of the western limits of the Seigneurie of Rigaud, such mid-channel being as indicated on a map of the Ottawa Ship Canal Survey by Walter Shanly, C.E., still delineate the boundary between Ontario and Quebec; (b) are copies of the Order of the Governor-General in Council, dated July 21, 1886, that approved the mid-channel boundary described in (a), available to members of the public, and if not, why not; (c) are certified copies of the map referred to in the Canada (Ontario Boundary) Act, 1889, showing the mid-channel described in (a), available to members of the public, and if not, why not; and (d) has either the Province of Quebec or the Province of Ontario challenged the location of the boundary since the Canada (Ontario Boundary) Act, 1889, received Royal Assent?",1/21/16,RenfrewðNipissingðPembroke,NA,NA
204,183,42,42-1,42-1-13,42-1-Q-35,2/1/16,Q-35,Mr. Dusseault (Sherbrooke),"Q-35 ð January 21, 2016  ð Mr. Dusseault (Sherbrooke) ð With respect to the September 2015 announcement of the Canada Revenue Agency (CRA) that it would effectuate a transfer of information to the United States Internal Revenue Service (IRS): (a) how many records has the CRA transferred to the IRS to date; (b) on what dates did information transfer occur and how many records were transferred on each date; (c) how many records of individuals have been transferred in total; (d) by what means were the records transferred; (e) how much did it cost the CRA to compile the records for transfer; (f) how much did it cost the CRA to complete the transfer; (g) how were the costs in (e) and (f) calculated and what is the breakdown of those costs; (h) who made the decision to transfer the records; (i) when was the decision made to transfer records; (j) when did the CRA become aware that the U.S. Treasury had extended the deadline for such transfer; (k) how was the CRA made aware that the U.S. Treasury had extended the deadline; (l) what steps were taken to assess and respond to the notice of deadline extension in (j); (m) what was the policy reason for transferring records despite the deadline extension; (n) when is the next transfer of records scheduled to take place; (o) what analysis was conducted to assess whether the transfer of records during the writ period for the 42nd General Election complied with the ""Guidelines on the Conduct of Ministers, Ministers of State, Exempt Staff and Public Servants During an Election""; (p) what records exist with respect to any analysis conducted in relation to (o); (q) was information concerning the transfer of records from the CRA to the IRS included in any transition materials prepared for a potential change in government or the Ministers responsible for CRA and Foreign Affairs; (r) what documents exist in relation to (q) and what are their file numbers; (s) has the new Minister responsible for CRA been informed of information transfers to the IRS and, if so, (i) when, (ii) how, (iii) by whom, (iv) with what documents produced or prepared for this purpose; (t) has the new Minister of Justice been informed of the information transfer and been provided with any analysis of its legal implications and, if so, (i) when, (ii) how, (iii) by whom, (iv) with what documents produced or prepared for this purpose; (u) have Canadians who will be affected by the transfer been informed of the transfer of their records; (v) what plans exist with regard to informing Canadians about the transfer of their records; (w) has any proposal to inform Canadians of the transfer of their information to the IRS been evaluated by the government and, if so, with what conclusions; (x) what documents exist in relation to (w) and what are their file numbers; (y) what legal challenges does the government anticipate with respect to information transfer, and how is it preparing to respond; (z) what measures are in place to ensure the security of record transfers to the IRS; and (aa) has the Privacy Commissioner been consulted or involved in any way in the preparation or planning of record transfer to ensure conformity with applicable laws regarding the exchange of Canadians' personal information and, if so, to what extent?",1/21/16,Sherbrooke,Pierre-Luc Dusseault,236
205,184,42,42-1,42-1-13,42-1-Q-36,2/1/16,Q-36,Mr. Dusseault (Sherbrooke),"Q-36 ð January 21, 2016  ð Mr. Dusseault (Sherbrooke) ð With regard to the Industrial Research Assistance Program (IRAP) administered by the National Research Council of Canada (NRC), between April 1, 2010, and April 1, 2015: (a) what amounts were awarded in the form of contributions to firms and contributions to organizations, broken down by year and by the following regional offices: (i) NRC-IRAP Sherbrooke, (ii) NRC-IRAP Granby, (iii) NRC-IRAP Victoriaville, (iv) NRC-IRAP Longueuil, (v) NRC-IRAP Gatineau, (vi) NRC-IRAP Sept-ðles, (vii) NRC-IRAP Trois-Riviðres, (viii) NRC-IRAP Drummondville, (ix) NRC-IRAP Lðvis, (x) NRC-IRAP Quðbec City; (b) how many interactive visits were requested and approved, broken down by year and by regional office provided in (a); (c) how many projects were submitted and approved broken down by year and by regional office provided in (a); (d) how many projects were submitted and approved under the Business Innovation Access Program (BIAP) administered by IRAP, broken down by year and by regional office provided in (a); and (e) in what other activities did NRC-IRAP participate, broken down by year and by regional office provided in (a)?",1/21/16,Sherbrooke,Pierre-Luc Dusseault,236
