"key_ID","parliament_ID","session_ID","sitting_ID","item_ID","sitting_date","item_number","member_text","text","notice_date","constituency","member_ID","member"
898,"41","41-2","41-2-139","41-2-Q-784",2014-11-05,"Q-784","Mr. Casey (Charlottetown)","Q-7842 — November 4, 2014  — Mr. Casey (Charlottetown) — With respect to the Enhanced New Veterans Charter Act: how much have payments increased on average for (i) the 2717 veterans entitled to increased earnings loss benefits, (ii) the 590 veterans entitled to increased Permanent Incapacity Allowances, (iii) the 202 veterans entitled to Exceptional Incapacity Allowances?",2014-11-04,"Charlottetown",113,"Sean Casey"
899,"41","41-2","41-2-139","41-2-Q-785",2014-11-05,"Q-785","Mr. Casey (Charlottetown)","Q-7852 — November 4, 2014  — Mr. Casey (Charlottetown) — With regard to the War Veterans Allowance (WVA) program: (a) how many Allied veterans have applied for the program since it was expanded in June 2009; (b) what are the criteria that Allied veterans must meet to be eligible for the WVA; (c) specifically, are Allied veterans required to be Canadian citizens, permanent residents, or living in Canada to be eligible; (d) how many applicants have been approved; (e) how many family members of Allied veterans have applied for the program since it was expanded in June 2009; (f) how many family members of Allied veterans have been approved to receive the benefit; (g) what is the total value of benefits approved for Allied veterans and their families since the WVA was expanded in June 2009; and (h) after submitting an application, what is the average wait-time for Allied veterans or their families to receive a benefit?",2014-11-04,"Charlottetown",113,"Sean Casey"
900,"41","41-2","41-2-139","41-2-Q-786",2014-11-05,"Q-786","Mr. Casey (Charlottetown)","Q-7862 — November 4, 2014  — Mr. Casey (Charlottetown) — With respect to the benefit provided by the government for veterans' funeral and burial expenses: (a) what is the maximum amount available through the Veterans Funeral and Burial Program for funeral services; (b) how does the amount in (a) compare to the allowable maximum established for members of the RCMP and Canadian Forces; (c) in order to qualify for the maximum amount available through the Veterans Funeral and Burial Program, at what must a veteran's estate be valued; (d) how does the amount in (c) compare to the means test established for members of the RCMP and Canadian Forces; (e) how many requests for assistance with burial costs were made in each of the fiscal years from 2006-2013; (f) how many of the requests in (e) were approved; (g) for each request in (e), broken down by fiscal year, what were the reasons for rejecting the request; and (h) what is the total number of requests that were rejected for each particular reason mentioned in (g)?",2014-11-04,"Charlottetown",113,"Sean Casey"
901,"41","41-2","41-2-139","41-2-Q-787",2014-11-05,"Q-787","Ms. Jones (Labrador)","Q-7872 — November 4, 2014  — Ms. Jones (Labrador) — With regard to the Income Tax Act: during each of the last five taxation years, (a) what is the number and percentage of the income tax returns of income tax filers in each province or territory who have been reviewed, broken down by income tax filers who live (i) in a Prescribed Northern Zone for the purposes of the northern residents deduction, (ii) in a Prescribed Intermediate Zone for the purposes of the northern residents deduction, (iii) in a location other than a Northern or Intermediate Zone; (b) what is the number and percentage of the income tax returns of income tax filers in each province or territory who have been audited, broken down by income tax filers who live (i) in a Prescribed Northern Zone for the purposes of the northern residents deduction, (ii) in a Prescribed Intermediate Zone for the purposes of the northern residents deduction, (iii) in a location other than a Northern or Intermediate Zone; (c) what is the number and percentage of the income tax returns of income tax filers in each province or territory who have been (i) reviewed, (ii) audited, broken down by income tax filers who have claimed any northern residents deduction and those have not claimed any northern residents deduction; (d) what is the number and percentage of the income tax returns of income tax filers in each province or territory who, after having been (i) reviewed, (ii) audited, have had their claim for the northern residents deduction rejected, broken down by those income tax filers who have claimed the northern residents deduction in a Prescribed Northern Zone and those who have not claimed the northern residents deduction in a Prescribed Intermediate Zone; (e) what is the number and percentage of the income tax returns of income tax filers in each province or territory who, in respect of the northern residents deduction, have been asked to document the cost of the lowest return airfare available at the time of the trip between the airport closest to their residence and the nearest designated city, broken down by those who live (i) in a Prescribed Northern Zone for the purposes of the northern residents deduction, (ii) in a Prescribed Intermediate Zone for the purposes of the northern residents deduction; (f) of the tax filers enumerated in (e), what is the number and percentage of the income tax returns of income tax filers in each province or territory who, in respect of the northern residents deduction, informed the Canada Revenue Agency that they could not document the cost of the lowest return airfare available at the time of the trip between the airport closest to their residence and the nearest designated city; and (g) of the tax filers enumerated in (e), what is the number and percentage of the income tax returns of income tax filers in each province or territory whose claim of the northern residents deduction has been rejected because they could not document the cost of the lowest return airfare available at the time of the trip between the airport closest to their residence and the nearest designated city?",2014-11-04,"Labrador",282,"Yvonne Jones"
902,"41","41-2","41-2-139","41-2-Q-788",2014-11-05,"Q-788","Ms. Jones (Labrador)","Q-7882 — November 4, 2014  — Ms. Jones (Labrador) — With regard to the administration of the Income Tax Act: (a) what are the titles, dates, and file-numbers of any studies, assessments, or evaluations that have been conducted or are being conducted concerning the cost-effectiveness of reviewing or auditing income tax filers who claim the northern residents deduction; (b) what are the results of the studies, assessments, or evaluations referred to in (a); (c) what are the titles, dates, and file-numbers of any studies, assessments, or evaluations that have been conducted or are being conducted concerning the administrative burden faced by income tax filers who claim the northern residents deduction; (d) what are the results of the studies, assessments, or evaluations referred to in (c); (e) what are the titles, dates, and file-numbers of any studies, assessments, or evaluations that have been conducted or are being conducted concerning the administrative burden faced by the Canada Revenue Agency in administering the northern residents deduction; and (f) what are the results of the studies, assessments, or evaluations referred to in (e)?",2014-11-04,"Labrador",282,"Yvonne Jones"
903,"41","41-2","41-2-139","41-2-Q-789",2014-11-05,"Q-789","Mr. Goodale (Wascana)","Q-7892 — November 4, 2014  — Mr. Goodale (Wascana) — With regard to Public Private Partnerships involving Infrastructure Canada or PPP Canada: since January 1, 2006, for each such project, what are (a) the details of the project; (b) the time taken to design the bidding process; (c) the length of the bidding process from the initial expression of interest to the close; and (d) the cost to proponents of preparing a bid?",2014-11-04,"Wascana",234,"Ralph Goodale"
904,"41","41-2","41-2-140","41-2-Q-790",2014-11-06,"Q-790","Mr. Rafferty (Thunder Bay—Rainy River)","Q-7902 — November 5, 2014  — Mr. Rafferty (Thunder Bay—Rainy River) — With regard to the Department of Veterans Affairs: how many clients were served each year from 2010 to 2014 inclusively at each Veterans Affairs office location, including the nine offices that have recently closed?",2014-11-05,"Thunder Bay—Rainy River",453,"John Rafferty"
905,"41","41-2","41-2-140","41-2-Q-791",2014-11-06,"Q-791","Mr. Barlow (Macleod)","Q-7912 — November 5, 2014  — Mr. Barlow (Macleod) — With regard to the operations of the RCMP in and around the Town of High River, Alberta, between June 20, 2013, and July 12, 2013 (“the High River operations”): (a) what is the definition of “illegally stored firearms”, “carelessly stored firearms” and “unsafe storage” as accepted and enforced by the RCMP, (i) are there any circumstances under which these definitions are expanded or altered in such a way that it impacts the extent to which the RCMP can enforce them, (ii) if (i) is answered affirmatively, did any of these circumstances occur in the context of the High River operations, and in what way were these definitions subsequently altered; (b) what statutes and regulations, as enforced by the RCMP, regulate the storage of legally owned firearms, of all classifications, (i) are there any circumstances under which these statutes and or regulations are expanded or altered in such a way that it impacts the extent to which the RCMP can enforce them, (ii) if (i) is answered affirmatively, did any of these circumstances occur in the context of the High River operations, and in what way were the statutes and regulations in question subsequently altered; (c) what specific sections of RCMP training, procedural manuals, or other documentation governed the procedures that led to the seizure of legally stored firearms located by RCMP in residences during the High River operations; (d) what prior examples of large scale door-to-door searches by the RCMP that included the seizure of firearms from multiple residences informed the procedure for the seizure of legally stored firearms that occurred in the context of the High River operations; (e) what information was recorded by the RCMP regarding the location in each residence of the firearms that were seized and or secured by the RCMP in the course of the door-to-door searches of residences during the High River operations, (i) where is this information being kept, (ii) who has access to it, (iii) what was the purpose of recording this information; (f) in how many instances were legally stored firearms located in residences by RCMP in the context of the High River operations and not seized and or secured by the RCMP; (g) was any information recorded regarding legally stored firearms in residences which were not seized and or secured by the RCMP in the context of the High River operations and, if so, (i) what are the details of the information recorded, (ii) who (including name, rank, and detachment) authorized the recording; (h) under what statutory and or procedural authority was the RCMP operating when the firearms which were seized and or secured by the RCMP during the course of the door-to-door searches of residences in the context of the High River operations were queried in the Canadian Police Information Centre database; (i) how many times has the Canadian Police Information Centre database been accessed by any members of the RCMP regarding (i) any residents of the Town of High River, Alberta, (ii) any firearms-license holders residing in and around the town of High River, Alberta; (j)what was the purpose of querying, in the Canadian Police Information Centre database, the firearms which had been seized and or secured by the RCMP in the context of the High River operations, (i) what are the names, ranks, positions, units and detachments of the officer or officers who authorized this procedure, (ii) what other seized items were queried in the Canadian Police Information Centre database, (iii) if no other seized items were checked against the Canadian Police Information Centre database, why not, (iv) in how many instances did this process result in the identification of stolen weapons, (v) in how many instances did this process result in the identification of persons in possession of firearms that they were prohibited from possessing; (k) was the Canadian Police Information Center database accessed by any member or members of the RCMP regarding any residences which were linked with federal firearms-license holders, in and around the Town of High River, Alberta and, if so, (i) what information was accessed, (ii) why was the information accessed, (iii) on what specific dates was the information accessed, (iv) what are the names, ranks, positions, units and detachments of the RCMP officers or officer who authorized this procedure; (l) was the restricted-firearms registry accessed at any point between June 20, 2013, and July 12, 2013 by any members of the RCMP regarding any residents of the Town of High River, Alberta, or regarding any restricted or prohibited firearms registered to persons residing in and around the Town of High River, Alberta and, if so, (i) what information from the restricted-firearms registry was sought by the RCMP, (ii) what was the purpose of accessing the restricted firearms registry at this time, (iii) what was the number of restricted or prohibited firearms identified in the restricted-firearms registry as being registered in and around the Town of High River, Alberta, (iv) how many such firearms were eventually seized by the RCMP, (v) what are the names, ranks, positions, units and detachments of the officers or officer who authorized this procedure?",2014-11-05,"Macleod",39,"John Barlow"
906,"41","41-2","41-2-140","41-2-Q-792",2014-11-06,"Q-792","Mr. Barlow (Macleod)","Q-7922 — November 5, 2014  — Mr. Barlow (Macleod) — With regard to the operations of the Canadian Armed Forces in and around the Town of High River, Alberta between June 20, 2013, and July 12, 2013: (a) what were the operational directives issued to the Canadian Armed Forces concerning their operations in conjunction with the RCMP, specifically with respect to (i) the door-to-door searches of residences, (ii) door-to-door searches of residences by forced entry, (iii) searches for any firearms in residences, (iv) collection of any firearms found while searching residences, (v) transportation of any firearms found while searching residences, (vi) recording of any information regarding firearms found while searching residences, (vii) recording of any information regarding residences in which firearms were located; (b) what operations were conducted by the Canadian Armed Forces in conjunction with the RCMP specifically with respect to (i) the door-to-door searches of residences, (ii) door-to-door searches of residences by forced entry, (iii) searches for any firearms in residences, (iv) collection of any firearms found while searching residences, (v) transportation of any firearms found while searching residences, (vi) recording of any information regarding firearms found while searching residences, (vii) recording of any information regarding residences in which firearms were located; (c) what requests were issued by the RCMP to the Canadian Armed Forces specifically with respect to (i) the door-to-door searches of residences, (ii) door-to-door searches of residences by forced entry, (iii) searches for any firearms in residences, (iv) collection of any firearms found while searching residences, (v) transportation of any firearms found while searching residences, (vi) recording of any information regarding firearms found while searching residences, (vii) recording of any information regarding residences in which firearms were located; (d) were any requests by the RCMP refused by the Canadian Armed Forces and, if so, (i) what was the content of each request by the RCMP that was refused by the Canadian Armed Forces, (ii) on what date was each request made, (iii) what were the reasons for the refusal of each request; (e) what requests were issued by any government entities, including, but not limited to municipal, provincial and federal governments, to the Canadian Armed Forces specifically with respect to (i) the door-to-door searches of residences, (ii) door-to-door searches of residences by forced entry, (iii) searches for any firearms in residences, (iv) collection of any firearms found while searching residences, (v) transportation of any firearms found while searching residences, (vi) recording of any information regarding firearms found while searching residences, (vii) recording of any information regarding residences in which firearms were located; and (f) was any request by any government entity refused by the Canadian Armed Forces and, if so, (i) what was the content of each request by any government entity that was refused by the Canadian Armed Forces, (ii) on what date was each request made, (iii) what were the reasons for the refusal of each request?",2014-11-05,"Macleod",39,"John Barlow"
907,"41","41-2","41-2-140","41-2-M-541",2014-11-06,"M-541","Mr. Kellway (Beaches—East York)","M-541 — November 5, 2014 — Mr. Kellway (Beaches—East York) — That, in the opinion of the House, the government should establish an urban agenda that reflects its responsibilities for, and role in, ensuring: (a) that our cities be economically, socially and environmentally resilient and secure; (b) that our cities be places of social and economic innovation and creativity; (c) that our cities be built and grown sustainably, based on the understanding that they are part of a larger ecology that includes and depends on rural and remote Canada; (d) that every citizen have access to the opportunities presented in such a city for the realization of their fullest potential; (e) that inclusive and collaborative institutions and processes of governance be created for the development and implementation of strategic responses to urban vulnerabilities and opportunities.",2014-11-05,"Beaches—East York",291,"Matthew Kellway"
908,"41","41-2","41-2-140","41-2-M-542",2014-11-06,"M-542","Mr. Sopuck (Dauphin—Swan River—Marquette)","M-542 — November 5, 2014 — Mr. Sopuck (Dauphin—Swan River—Marquette) — That, in the opinion of the House, the government should conduct further research into the expansion of wireless and broadband services in rural Canada and examine ways to increase investment by the private sector in rural wireless services and the advancement of the relevant technology.",2014-11-05,"Dauphin—Swan River—Marquette",508,"Robert Sopuck"
909,"41","41-2","41-2-140","41-2-M-534",2014-11-06,"M-534","Ms. Sitsabaiesan (Scarborough—Rouge River)","M-534 — September 22, 2014 — Ms. Sitsabaiesan (Scarborough—Rouge River) — That, in the opinion of the House, the government should work in collaboration with the provinces, territories and First Nations, Inuit and Métis communities to eradicate child poverty in Canada by developing a national poverty reduction plan that includes: (a) making housing more affordable for lower income Canadians; (b) ensuring accessible and affordable child care; (c) addressing childhood nutrition; (d) improving economic security of families; (e) measures that specifically address the unique needs of First Nations, Inuit and Métis communities; and (f) measurable targets and timelines.",2014-09-22,"Scarborough—Rouge River",503,"Rathika Sitsabaiesan"
910,"41","41-2","41-2-141","41-2-Q-793",2014-11-07,"Q-793","Mrs. Hughes (Algoma—Manitoulin—Kapuskasing)","Q-7932 — November 6, 2014  — Mrs. Hughes (Algoma—Manitoulin—Kapuskasing) — With regard to government spending in the constituency of Algoma—Manitoulin—Kapuskasing, what was the total amount spent, from fiscal year 2010-2011 up to and including the current fiscal year, broken down by (i) the date the funds were received in the riding, (ii) the dollar amount of the expenditure, (iii) the program through which the funding was allocated, (iv) the department responsible, (v) the designated recipient?",2014-11-06,"Algoma—Manitoulin—Kapuskasing",272,"Carol Hughes"
911,"41","41-2","41-2-141","41-2-M-543",2014-11-07,"M-543","Ms. Sims (Newton—North Delta)","M-543 — November 6, 2014 — Ms. Sims (Newton—North Delta) — That, in the opinion of the House, July 18th should be recognized as Nelson Mandela Day throughout Canada.",2014-11-06,"Newton—North Delta",501,"Jinny Jogindera Sims"
912,"41","41-2","41-2-142","41-2-Q-794",2014-11-17,"Q-794","Mr. Simms (Bonavista—Gander—Grand Falls—Windsor)","Q-7942 — November 13, 2014  — Mr. Simms (Bonavista—Gander—Grand Falls—Windsor) — With respect to licenses and permits issued by government departments, related to any maritime activity for potential use anywhere within, or in the waters of, the Atlantic provinces: (a) for each license or permit issued since 2009, (i) on what date was each license or permit issued, (ii) who were the owners or operators, (iii) under what conditions concerning the use, retention, or renewal of the license or permit, was it issued; (b) for each vessel whose license was suspended, rejected, or for which a renewal was denied, (i) on what date was the license suspended, rejected, or the renewal denied, (ii) for what reasons, (iii) by whose authority; (c) what are the file numbers of all ministerial briefings or departmental correspondence between the government and all entities, departments, companies, contractors, or individuals, relating to the suspension, rejection or denial of license renewal, broken down by (i) minister or department, (ii) correspondence or file type, (iii) date, (iv) purpose, (v) origin, (vi) intended destination, (vii) other officials copied or involved; (d) what are the specific rules for the retention or renewal of any such license or permits; (e) what are all rules, files, and correspondence related to observer and dockside monitoring of these license-holders and users, broken down by (i) all relevant file numbers, (ii) entities, companies, contractors, or individuals, (iii) minister or department, (iv) correspondence or file type, (v) date, (vi) purpose, (vii) origin, (viii) intended destination, (ix) other officials copied or involved, (x) military base, asset, or facility, (xi) type of activity or contract; (f) what differences exist in the conditions for licenses or permits among different regions, zones, or provinces; and (g) what are the rules governing the keeping, as opposed to the releasing, of fish caught on boats used for recreational or touristic purposes, broken down by (i) province, (ii) number of applicable licensees or permits?",2014-11-13,"Bonavista—Gander—Grand Falls—Windsor",500,"Scott Simms"
913,"41","41-2","41-2-142","41-2-Q-795",2014-11-17,"Q-795","Mr. Bevington (Northwest Territories)","Q-7952 — November 13, 2014  — Mr. Bevington (Northwest Territories) — With respect to the imprisonment in China of Canadian citizen Huseyin Celil; (a) has the government discussed the topic of his case with Chinese government officials; (b) if discussions have taken place, how were they conducted; (c) what questions did the government ask regarding his status and well-being; (d) what responses did the government receive from the Chinese government; (e) what were the government's follow-up actions based on these responses; (f) has the Canadian Consular services ever visited him in prison (either directly, or indirectly through a third party like Red Crescent or Red Cross); and (g) if the Canadian Consular Services has not visited him in prison, why not?",2014-11-13,"Northwest Territories",56,"Dennis Bevington"
914,"41","41-2","41-2-142","41-2-Q-796",2014-11-17,"Q-796","Ms. Murray (Vancouver Quadra)","Q-7962 — November 13, 2014  — Ms. Murray (Vancouver Quadra) — With regard to the Canadian Armed Forces Task Force Libeccio in Operation Mobile: what were the (a) full and incremental costs from March 2011 to October 2011, broken down by month; (b) full and incremental costs for the (i) CF-18, (ii) CC-150, (iii) CC-130, (iv) CC-177, (v) CP-140; (c) total flying hours for the (i) CF-18, (ii) CC-150, (iii) CC-130, (iv) CC-177, (v) CP-140; (d) full and incremental costs of all base support arrangements (e.g. accommodations, meals, amenities, infrastructure, utilities) including any in-kind support received; (e) full and incremental costs of all deployment, supply, and re-deployment flights, including Royal Canadian Air Force (RCAF) and charter aircraft; (f) ordnance ammunition used and its full and incremental costs; (g) full and incremental costs related to fuel delivered by RCAF tankers; (h) full and incremental costs of repair and overhaul; (i) full and incremental costs of any special pay or allowances for deployed personnel; (j) full and incremental costs associated with Home Leave Travel Assistance; (k) full and incremental costs associated with Class C Reserves deployed on operations; and (l) full and incremental costs associated with Class B Reserves employed as backfill in Canada?",2014-11-13,"Vancouver Quadra",394,"Joyce Murray"
915,"41","41-2","41-2-142","41-2-Q-797",2014-11-17,"Q-797","Ms. Murray (Vancouver Quadra)","Q-7972 — November 13, 2014  — Ms. Murray (Vancouver Quadra) — With regard to the Canadian Armed Forces Operation IMPACT: what are the estimated (for the entire six-month operation) and actual (to-date) (a) full and incremental costs for the mission, broken down by month; (b) full and incremental costs for the (i) CC-130J, (ii) CC-177, (iii) CF-188, (iv) CP-140, (v) CC-150T; (c) total flying hours for the (i) CC-130J, (ii) CC-177, (iii) CF-188, (iv) CP-140, (v) CC-150T; (d) full and incremental costs of all base support arrangements (e.g. accommodations, meals, amenities, infrastructure, utilities) including any in-kind support received; (e) full and incremental costs of all deployment, supply, and re-deployment flights, including Royal Canadian Air Force (RCAF) and charter aircraft; (f) ordnance ammunition (i) used, (ii) to be used, and its full and incremental costs; (g) full and incremental costs related to fuel delivered by RCAF tankers; (h) full and incremental costs of repair and overhaul; (i) full and incremental costs of any special pay or allowances for deployed personnel; (j) full and incremental costs associated with Home Leave Travel Assistance; (k) full and incremental costs associated with Class C Reserves deployed on operations; and (l) full and incremental costs associated with Class B Reserves employed as backfill in Canada?",2014-11-13,"Vancouver Quadra",394,"Joyce Murray"
916,"41","41-2","41-2-142","41-2-Q-798",2014-11-17,"Q-798","Mr. Nantel (Longueuil—Pierre-Boucher)","Q-7982 — November 13, 2014  — Mr. Nantel (Longueuil—Pierre-Boucher) — With regard to the Department of Canadian Heritage: (a) for the data collected in the Grants and Contributions Information Management System (GCIMS), for all the Department’s various program components, what were the processing times for grant and contribution applications between the time the program received the application and the time the Department made a funding decision, broken down by program component and quarter, for fiscal years 2011-2012 to 2014-2015 inclusively; and (b) for the Department’s executive committee responsible for reviewing the data on processing times collected in the GCIMS, (i) who are the members of the executive committee, (ii) how often does it meet, (iii) what is its operating budget, (iv) what were its recommendations to the Minister’s office, broken down by quarter for fiscal years 2011-2012 to 2014-2015 inclusively, (v) what were its recommendations to the deputy ministers, broken down by quarter for fiscal years 2011-2012 to 2014-2015 inclusively, (vi) what were its recommendations to the assistant deputy ministers, broken down by quarter for fiscal years 2011-2012 to 2014-2015 inclusively, (vii) what were its recommendations to directors general, broken down by quarter for fiscal years 2011-2012 to 2014-2015 inclusively, (viii) what were its recommendations to program managers, broken down by quarter for fiscal years 2011-2012 to 2014-2015 inclusively?",2014-11-13,"Longueuil—Pierre-Boucher",397,"Pierre Nantel"
917,"41","41-2","41-2-142","41-2-M-534",2014-11-17,"M-534","Ms. Sitsabaiesan (Scarborough—Rouge River)","M-534† — September 22, 2014 — Ms. Sitsabaiesan (Scarborough—Rouge River) — That, in the opinion of the House, the government should work in collaboration with the provinces, territories and First Nations, Inuit and Métis communities to eradicate child poverty in Canada by developing a national poverty reduction plan that includes: (a) making housing more affordable for lower income Canadians; (b) ensuring accessible and affordable child care; (c) addressing childhood nutrition; (d) improving economic security of families; (e) measures that specifically address the unique needs of First Nations, Inuit and Métis communities; and (f) measurable targets and timelines.",2014-09-22,"Scarborough—Rouge River",503,"Rathika Sitsabaiesan"
918,"41","41-2","41-2-143","41-2-Q-799",2014-11-18,"Q-799","Ms. Laverdière (Laurier—Sainte-Marie)","Q-7992 — November 17, 2014  — Ms. Laverdière (Laurier—Sainte-Marie) — With regard to the government’s Maternal, Newborn and Child Health Summit (the Summit) held in Toronto, May 28-30, 2014: (a) who within the Department of Foreign Affairs, Trade and Development was responsible for the organization of the Summit; (b) what was the initial budget of the event, (i) did the Summit go over budget, (ii) if so, what were the cost overruns, (iii) were there unforeseen expenses; (c) what was the total cost of the Summit; (d) what was the total cost for the venue rental (Fairmont Royal York); (e) how many bedrooms in the Fairmont Royal York were paid for by the government and at what cost; (f) how many names were on the final guest list and what were the names; (g) how many government officials and employees attended the Summit and what are their names; (h) how many guests who are not employees of the government had their stay at the Fairmont Royal York paid for by the government and what are their names; (i) did the government pay for the travel expenses of international visitors; (j) how was the Fairmont Royal York chosen as a venue for the Summit, (i) on what date was the hotel first contacted with regard to the Summit, (ii) on what date was the contract with the hotel signed, (iii) did the Summit organizers contact venues other than the Fairmont Royal York and, if so, how many; (k) what was the total cost for security; (l) what was the total cost of meals and hospitality; and (m) was the Summit paid for by funds dedicated to the Muskoka Initiative?",2014-11-17,"Laurier—Sainte-Marie",314,"Hélène Laverdière"
919,"41","41-2","41-2-143","41-2-Q-800",2014-11-18,"Q-800","Mr. Cuzner (Cape Breton—Canso)","Q-8002 — November 17, 2014  — Mr. Cuzner (Cape Breton—Canso) — With respect to fines and penalties issued or imposed for violations of the Do Not Call List since January 1, 2010: (a) what is the total number and dollar value of Administrative Monetary Penalties (AMPs) that have been imposed; (b) what is the total number and dollar value of AMPs that have been paid to date; (c) what is the total number of negotiated settlements that have been reached to date; (d) what is the total number and dollar value of negotiated settlements that have been paid to date; (e) what is the number of companies that have refused to either pay an AMP or reach a negotiated settlement; (f) for Pecon Software Ltd., (i) did the company seek a review of the fine, (ii) what was the total dollar value of the fine after a review, if any, was completed, (iii) did the company request a negotiated settlement of the fine, (iv) was a negotiated settlement reached, (v) if a negotiated settlement was reached, what was its total value (vi) what is the total dollar value of the fine, if any, that has been paid to date, (vii) has the company refused to pay the fine or reach a negotiated settlement; and (g) for Avaneesh Software, (i) what was the finding of the Violation and Review Panel, (ii) what was the total dollar value of the fine after the review, if any, (iii) did the company request a negotiated settlement of the fine, (iv) was a negotiated settlement reached, (v) what was the total value of the negotiated settlement, if any, (vi) what is the total dollar value of the fine, if any, that has been paid to date, (vii) has the company refused to pay the fine or reach a negotiated settlement?",2014-11-17,"Cape Breton—Canso",148,"Rodger Cuzner"
920,"41","41-2","41-2-143","41-2-Q-801",2014-11-18,"Q-801","Mr. Angus (Timmins—James Bay)","Q-8012 — November 17, 2014  — Mr. Angus (Timmins—James Bay) — With respect to information in the government's posession concerning First Nation students on-reserve who participated in provincial standardized testing for numeracy and literacy: (a) what was the methodology used to determine the results; (b) what were the ages of the individuals tested; and (c) what were the numeracy and literacy results, broken down by reserve?",2014-11-17,"Timmins—James Bay",22,"Charlie Angus"
921,"41","41-2","41-2-144","41-2-Q-802",2014-11-19,"Q-802","Mr. Harris (St. John's East)","Q-8022 — November 18, 2014  — Mr. Harris (St. John's East) — With regard to Canada’s combat mission in Iraq, known as Operation IMPACT: (a) what are the total estimated flying hours for the six-month mission, broken down by month, for each of the following, (i) CF-188 Hornets, (ii) CC-177 Globemaster, (iii) CC-130J Hercules, (iv) CP-140 Aurora, (v) CC-150T Polaris; (b) what are the total estimated costs per hour associated with the flying hours for each of these previously mentioned aircraft; and (c) what is the amount of any additional costs related to the deployment and sustainment of the air mission to Iraq, including the total estimated costs of the establishment of personnel in Kuwait, and all associated costs for the six-month period?",2014-11-18,"St. John's East",254,"Jack Harris"
922,"41","41-2","41-2-144","41-2-Q-803",2014-11-19,"Q-803","Mr. Harris (St. John's East)","Q-8032 — November 18, 2014  — Mr. Harris (St. John's East) — With regard to the Canadian Armed Forces’ advise and assist mission to Iraq announced on September 5, 2014: (a) what are the estimated total and incremental costs of the mission; (b) are there other personnel associated with this mission and, if so, how many; and (c) is this mission scheduled to end six months from October 7, 2014, the date the motion to initiate it was adopted by the House of Commons?",2014-11-18,"St. John's East",254,"Jack Harris"
923,"41","41-2","41-2-144","41-2-Q-804",2014-11-19,"Q-804","Mr. MacAulay (Cardigan)","Q-8042 — November 18, 2014  — Mr. MacAulay (Cardigan) — With regard to the Mount Polley mine spill: (a) has the Department of Fisheries and Oceans (DFO) or Environment Canada filed charges regarding the spill, (i) if so, what are the details of the charges, (ii) if not, why not; (b) what role are DFO and Environment Canada playing in the ongoing investigation being led by British Columbia conservation officers; (c) are DFO and Environment Canada reviewing the rehabilitation plan developed by Imperial Metals Corporation, (i) if so, what are the findings of any such review, (ii) if not, why not; (d) has the government obtained the approval of the Secwepemc people for the investigation process or the review of the rehabilitation plan; (e) has the government studied the impact of the waste that remains in the Hazeltine Creek and Quesnel Lake Watershed; (f) during and following the rehabilitation process, how will DFO and Environment Canada ensure that there are no ongoing violations of the Fisheries Act; (g) how is the government monitoring and enforcing compliance with best practice standards by Imperial Metals Corporation at its other mine sites; (h) how will the government ensure that there are additional layers of control to prevent loopholes in regulatory oversight and enforcement by the province; (i) will the government be examining any proposals concerning (i) repairs to the tailings storage facility, (ii) the resumption of operations at the mine; (j) how will the government ensure that the interests of the affected First Nations are addressed prior to any resumption of operation; (k) what steps will the government take to ensure that First Nation rights are addressed; and (l) what are the internal tracking numbers of all documents, communications or briefing notes regarding the Mount Polley spill for senior departmental officials at the Regional Director General level and above, at both DFO and Environment Canada?",2014-11-18,"Cardigan",337,"Lawrence MacAulay"
924,"41","41-2","41-2-144","41-2-Q-805",2014-11-19,"Q-805","Mr. Eyking (Sydney—Victoria)","Q-8052 — November 18, 2014  — Mr. Eyking (Sydney—Victoria) — With regard to the Enterprise Cape Breton Corporation (ECBC): for each year from 2005 to 2014 inclusively, (a) how much did the ECBC spend on infrastructure; and (b) what were all the projects of the ECBC, including but not limited to details such as the project’s name, purpose, and cost?",2014-11-18,"Sydney—Victoria",193,"Mark Eyking"
925,"41","41-2","41-2-144","41-2-Q-806",2014-11-19,"Q-806","Mr. Eyking (Sydney—Victoria)","Q-8062 — November 18, 2014  — Mr. Eyking (Sydney—Victoria) — With regard to federal government employees in Nova Scotia: for each year from 2005 to 2013 inclusively, broken down by department, how many government employees worked in (i) Cape Breton Regional Municipality, (ii) Victoria County, (iii) Inverness County, (iv) Richmond County?",2014-11-18,"Sydney—Victoria",193,"Mark Eyking"
926,"41","41-2","41-2-144","41-2-Q-807",2014-11-19,"Q-807","Mr. Masse (Windsor West)","Q-8072 — November 18, 2014  — Mr. Masse (Windsor West) — With regard to the Federal Economic Development Agency for Southern Ontario (FedDev Ontario), how much government funding has been approved and distributed to each of the 37 census divisions by year since 2009?",2014-11-18,"Windsor West",356,"Brian Masse"
