"","parliament_number","session_number","chamber_number","committee_number","member_number","committee_name","committee_acronym","committee_ID","member_name","member_ID","constituency_name","constituency_ID","position","start_date","end_date","observation_mumber","parliament_path","chamber_path","committee_path","member_path","observation_path"
"11",38,1,1,16,77,"Subcommittee of ENVI on Agenda and Procedure","SENV","/chamber-1/committee-16","Bernard Bigras","/chamber-1/member-77","Rosemont—La Petite-Patrie","/chamber-1/constituency-343","Co-chair","2004-10-19","2005-10-07","11","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-16","/parliament-38/chamber-1/committee-16/member-77","/parliament-38/chamber-1/committee-16/member-77"
"12",38,1,1,51,81,"Subcommittee of NDDN on Agenda and Procedure","SNDD","/chamber-1/committee-51","Bill Blaikie","/chamber-1/member-81","Elmwood—Transcona","/chamber-1/constituency-142","Member","2004-10-18","2005-11-29","12","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-51","/parliament-38/chamber-1/committee-51/member-81","/parliament-38/chamber-1/committee-51/member-81"
"13",38,1,1,59,93,"Subcommittee of PROC on Parliamentary Privilege","SPRV","/chamber-1/committee-59","Françoise Boivin","/chamber-1/member-93","Gatineau","/chamber-1/constituency-158","Member","2004-11-15","2005-11-29","13","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-59","/parliament-38/chamber-1/committee-59/member-93","/parliament-38/chamber-1/committee-59/member-93"
"14",38,1,1,35,97,"Subcommittee of HUMA on the Status of Persons with Disabilities","SPER","/chamber-1/committee-35","Ken Boshcoff","/chamber-1/member-97","Thunder Bay—Rainy River","/chamber-1/constituency-407","Member","2004-11-29","2005-10-27","14","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-35","/parliament-38/chamber-1/committee-35/member-97","/parliament-38/chamber-1/committee-35/member-97"
"15",38,1,1,35,97,"Subcommittee of HUMA on the Status of Persons with Disabilities","SPER","/chamber-1/committee-35","Ken Boshcoff","/chamber-1/member-97","Thunder Bay—Rainy River","/chamber-1/constituency-407","Chair","2004-12-01","2005-11-29","15","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-35","/parliament-38/chamber-1/committee-35/member-97","/parliament-38/chamber-1/committee-35/member-97"
"16",38,1,1,25,99,"Subcommittee of FINA on Agenda and Procedure","SFIN","/chamber-1/committee-25","Robert Bouchard","/chamber-1/member-99","Chicoutimi—Le Fjord","/chamber-1/constituency-95","Member","2005-10-21","2005-11-29","16","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-25","/parliament-38/chamber-1/committee-25/member-99","/parliament-38/chamber-1/committee-25/member-99"
"17",38,1,1,55,101,"Subcommittee of PROC on Agenda and Procedure","SPRO","/chamber-1/committee-55","Don Boudria","/chamber-1/member-101","Glengarry—Prescott—Russell","/chamber-1/constituency-159","Chair","2004-10-07","2005-11-29","17","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-55","/parliament-38/chamber-1/committee-55/member-101","/parliament-38/chamber-1/committee-55/member-101"
"18",38,1,1,21,106,"Subcommittee of FAAE on Human Rights and International Development","SDEV","/chamber-1/committee-21","Diane Bourgeois","/chamber-1/member-106","Terrebonne—Blainville","/chamber-1/constituency-404","Member","2004-10-19","2005-11-29","18","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-21","/parliament-38/chamber-1/committee-21/member-106","/parliament-38/chamber-1/committee-21/member-106"
"19",38,1,1,42,113,"Subcommittee of JUST on Agenda and Procedure","SJUS","/chamber-1/committee-42","Garry Breitkreuz","/chamber-1/member-113","Yorkton—Melville","/chamber-1/constituency-457","Member","2004-10-20","2005-11-29","19","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-42","/parliament-38/chamber-1/committee-42/member-113","/parliament-38/chamber-1/committee-42/member-113"
"20",38,1,1,19,116,"Subcommittee of ETHI on Agenda and Procedure","SETH","/chamber-1/committee-19","Ed Broadbent","/chamber-1/member-116","Ottawa Centre","/chamber-1/constituency-292","Co-chair","2004-10-26","2004-11-01","20","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-19","/parliament-38/chamber-1/committee-19/member-116","/parliament-38/chamber-1/committee-19/member-116"
"21",38,1,1,21,116,"Subcommittee of FAAE on Human Rights and International Development","SDEV","/chamber-1/committee-21","Ed Broadbent","/chamber-1/member-116","Ottawa Centre","/chamber-1/constituency-292","Member","2004-10-22","2005-04-14","21","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-21","/parliament-38/chamber-1/committee-21/member-116","/parliament-38/chamber-1/committee-21/member-116"
"22",38,1,1,48,118,"Subcommittee of LIAI on Committee Budgets","SBLI","/chamber-1/committee-48","Bonnie Brown","/chamber-1/member-118","Oakville","/chamber-1/constituency-286","Member","2004-10-26","2005-10-27","22","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-48","/parliament-38/chamber-1/committee-48/member-118","/parliament-38/chamber-1/committee-48/member-118"
"23",38,1,1,48,118,"Subcommittee of LIAI on Committee Budgets","SBLI","/chamber-1/committee-48","Bonnie Brown","/chamber-1/member-118","Oakville","/chamber-1/constituency-286","Chair","2004-12-02","2005-11-29","23","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-48","/parliament-38/chamber-1/committee-48/member-118","/parliament-38/chamber-1/committee-48/member-118"
"24",38,1,1,24,123,"Subcommittee of FEWO on Agenda and Procedure","SFEW","/chamber-1/committee-24","Paule Brunelle","/chamber-1/member-123","Trois-Rivières","/chamber-1/constituency-415","Member","2004-10-19","2005-11-29","24","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-24","/parliament-38/chamber-1/committee-24/member-123","/parliament-38/chamber-1/committee-24/member-123"
"25",38,1,1,23,134,"Subcommittee of FAAE on International Trade, Trade Disputes and Investment","SINT","/chamber-1/committee-23","John Cannis","/chamber-1/member-134","Scarborough Centre","/chamber-1/constituency-368","Chair","2004-11-02","2005-11-29","25","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-23","/parliament-38/chamber-1/committee-23/member-134","/parliament-38/chamber-1/committee-23/member-134"
"26",38,1,1,23,134,"Subcommittee of FAAE on International Trade, Trade Disputes and Investment","SINT","/chamber-1/committee-23","John Cannis","/chamber-1/member-134","Scarborough Centre","/chamber-1/constituency-368","Member","2004-10-19","2004-10-22","26","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-23","/parliament-38/chamber-1/committee-23/member-134","/parliament-38/chamber-1/committee-23/member-134"
"27",38,1,1,54,139,"Subcommittee of PACP on Agenda and Procedure","SPAC","/chamber-1/committee-54","Gary Carr","/chamber-1/member-139","Halton","/chamber-1/constituency-166","Member","2005-10-18","2005-11-29","27","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-54","/parliament-38/chamber-1/committee-54/member-139","/parliament-38/chamber-1/committee-54/member-139"
"28",38,1,1,60,139,"Subcommittee of PROC on Private Members' Business","SMEM","/chamber-1/committee-60","Gary Carr","/chamber-1/member-139","Halton","/chamber-1/constituency-166","Chair","2004-10-28","2005-11-29","28","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-60","/parliament-38/chamber-1/committee-60/member-139","/parliament-38/chamber-1/committee-60/member-139"
"29",38,1,1,60,144,"Subcommittee of PROC on Private Members' Business","SMEM","/chamber-1/committee-60","Bill Casey","/chamber-1/member-144","Cumberland—Colchester","/chamber-1/constituency-107","Member","2004-10-28","2005-11-29","29","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-60","/parliament-38/chamber-1/committee-60/member-144","/parliament-38/chamber-1/committee-60/member-144"
"30",38,1,1,51,147,"Subcommittee of NDDN on Agenda and Procedure","SNDD","/chamber-1/committee-51","Rick Casson","/chamber-1/member-147","Lethbridge","/chamber-1/constituency-215","Member","2004-10-18","2005-11-29","30","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-51","/parliament-38/chamber-1/committee-51/member-147","/parliament-38/chamber-1/committee-51/member-147"
"31",38,1,1,48,148,"Subcommittee of LIAI on Committee Budgets","SBLI","/chamber-1/committee-48","Marlene Catterall","/chamber-1/member-148","Ottawa West—Nepean","/chamber-1/constituency-294","Member","2004-10-26","2005-06-06","31","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-48","/parliament-38/chamber-1/committee-48/member-148","/parliament-38/chamber-1/committee-48/member-148"
"32",38,1,1,19,155,"Subcommittee of ETHI on Agenda and Procedure","SETH","/chamber-1/committee-19","David Chatters","/chamber-1/member-155","Westlock—St. Paul","/chamber-1/constituency-439","Chair","2004-10-26","2004-11-01","32","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-19","/parliament-38/chamber-1/committee-19/member-155","/parliament-38/chamber-1/committee-19/member-155"
"33",38,1,1,54,163,"Subcommittee of PACP on Agenda and Procedure","SPAC","/chamber-1/committee-54","David Christopherson","/chamber-1/member-163","Hamilton Centre","/chamber-1/constituency-167","Member","2004-10-20","2005-11-29","33","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-54","/parliament-38/chamber-1/committee-54/member-163","/parliament-38/chamber-1/committee-54/member-163"
"34",38,1,1,1,167,"Subcommittee of AANO on Agenda and Procedure","SAAN","/chamber-1/committee-1","Bernard Cleary","/chamber-1/member-167","Louis-Saint-Laurent","/chamber-1/constituency-227","Member","2004-10-21","2004-10-21","34","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-1","/parliament-38/chamber-1/committee-1/member-167","/parliament-38/chamber-1/committee-1/member-167"
"35",38,1,1,42,172,"Subcommittee of JUST on Agenda and Procedure","SJUS","/chamber-1/committee-42","Joe Comartin","/chamber-1/member-172","Windsor—Tecumseh","/chamber-1/constituency-447","Member","2004-10-20","2005-11-29","35","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-42","/parliament-38/chamber-1/committee-42/member-172","/parliament-38/chamber-1/committee-42/member-172"
"36",38,1,1,23,173,"Subcommittee of FAAE on International Trade, Trade Disputes and Investment","SINT","/chamber-1/committee-23","Joe Comuzzi","/chamber-1/member-173","Thunder Bay—Superior North","/chamber-1/constituency-408","Member","2005-10-21","2005-11-29","36","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-23","/parliament-38/chamber-1/committee-23/member-173","/parliament-38/chamber-1/committee-23/member-173"
"37",38,1,1,28,176,"Subcommittee of FINA on Fiscal Imbalance","SFIS","/chamber-1/committee-28","Guy Côté","/chamber-1/member-176","Portneuf—Jacques-Cartier","/chamber-1/constituency-318","Member","2004-12-07","2005-10-21","37","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-28","/parliament-38/chamber-1/committee-28/member-176","/parliament-38/chamber-1/committee-28/member-176"
"38",38,1,1,24,182,"Subcommittee of FEWO on Agenda and Procedure","SFEW","/chamber-1/committee-24","Jean Crowder","/chamber-1/member-182","Nanaimo—Cowichan","/chamber-1/constituency-261","Member","2004-10-19","2005-11-29","38","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-24","/parliament-38/chamber-1/committee-24/member-182","/parliament-38/chamber-1/committee-24/member-182"
"39",38,1,1,16,183,"Subcommittee of ENVI on Agenda and Procedure","SENV","/chamber-1/committee-16","Nathan Cullen","/chamber-1/member-183","Skeena—Bulkley Valley","/chamber-1/constituency-382","Member","2004-10-19","2005-10-07","39","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-16","/parliament-38/chamber-1/committee-16/member-183","/parliament-38/chamber-1/committee-16/member-183"
"40",38,1,1,43,184,"Subcommittee of JUST on Public Safety and National Security","SNSN","/chamber-1/committee-43","Roy Cullen","/chamber-1/member-184","Etobicoke North","/chamber-1/constituency-147","Member","2004-11-30","2005-11-29","40","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-43","/parliament-38/chamber-1/committee-43/member-184","/parliament-38/chamber-1/committee-43/member-184"
"41",38,1,1,34,186,"Subcommittee of HUMA on the Employment Insurance Funds","SEMP","/chamber-1/committee-34","Rodger Cuzner","/chamber-1/member-186","Cape Breton—Canso","/chamber-1/constituency-78","Chair","2004-11-02","2005-10-07","41","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-34","/parliament-38/chamber-1/committee-34/member-186","/parliament-38/chamber-1/committee-34/member-186"
"42",38,1,1,60,186,"Subcommittee of PROC on Private Members' Business","SMEM","/chamber-1/committee-60","Rodger Cuzner","/chamber-1/member-186","Cape Breton—Canso","/chamber-1/constituency-78","Member","2004-10-28","2005-11-29","42","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-60","/parliament-38/chamber-1/committee-60/member-186","/parliament-38/chamber-1/committee-60/member-186"
"43",38,1,1,34,187,"Subcommittee of HUMA on the Employment Insurance Funds","SEMP","/chamber-1/committee-34","Jean-Claude D'Amours","/chamber-1/member-187","Madawaska—Restigouche","/chamber-1/constituency-229","Member","2004-11-02","2005-10-07","43","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-34","/parliament-38/chamber-1/committee-34/member-187","/parliament-38/chamber-1/committee-34/member-187"
"44",38,1,1,44,194,"Subcommittee of JUST on Solicitation Laws","SSLR","/chamber-1/committee-44","Libby Davies","/chamber-1/member-194","Vancouver East","/chamber-1/constituency-418","Co-chair","2004-12-09","2005-11-29","44","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-44","/parliament-38/chamber-1/committee-44/member-194","/parliament-38/chamber-1/committee-44/member-194"
"45",38,1,1,44,194,"Subcommittee of JUST on Solicitation Laws","SSLR","/chamber-1/committee-44","Libby Davies","/chamber-1/member-194","Vancouver East","/chamber-1/constituency-418","Member","2004-12-02","2005-10-21","45","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-44","/parliament-38/chamber-1/committee-44/member-194","/parliament-38/chamber-1/committee-44/member-194"
"46",38,1,1,21,196,"Subcommittee of FAAE on Human Rights and International Development","SDEV","/chamber-1/committee-21","Stockwell Day","/chamber-1/member-196","Okanagan—Coquihalla","/chamber-1/constituency-288","Co-chair","2004-11-02","2005-11-29","46","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-21","/parliament-38/chamber-1/committee-21/member-196","/parliament-38/chamber-1/committee-21/member-196"
"47",38,1,1,21,196,"Subcommittee of FAAE on Human Rights and International Development","SDEV","/chamber-1/committee-21","Stockwell Day","/chamber-1/member-196","Okanagan—Coquihalla","/chamber-1/constituency-288","Member","2004-10-22","2005-10-25","47","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-21","/parliament-38/chamber-1/committee-21/member-196","/parliament-38/chamber-1/committee-21/member-196"
"48",38,1,1,19,203,"Subcommittee of ETHI on Agenda and Procedure","SETH","/chamber-1/committee-19","Johanne Deschamps","/chamber-1/member-203","Laurentides—Labelle","/chamber-1/constituency-209","Member","2004-10-26","2004-10-26","48","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-19","/parliament-38/chamber-1/committee-19/member-203","/parliament-38/chamber-1/committee-19/member-203"
"49",38,1,1,67,204,"Subcommittee of TRAN on Agenda and Procedure","STRA","/chamber-1/committee-67","Bev Desjarlais","/chamber-1/member-204","Churchill","/chamber-1/constituency-98","Member","2004-11-01","2005-10-07","49","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-67","/parliament-38/chamber-1/committee-67/member-204","/parliament-38/chamber-1/committee-67/member-204"
"50",38,1,1,52,206,"Subcommittee of NDDN on Veterans Affairs","SVAC","/chamber-1/committee-52","Odina Desrochers","/chamber-1/member-206","Lotbinière—Chutes-de-la-Chaudière","/chamber-1/constituency-225","Member","2005-04-18","2005-04-18","50","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-52","/parliament-38/chamber-1/committee-52/member-206","/parliament-38/chamber-1/committee-52/member-206"
"51",38,1,1,21,207,"Subcommittee of FAAE on Human Rights and International Development","SDEV","/chamber-1/committee-21","Paul DeVillers","/chamber-1/member-207","Simcoe North","/chamber-1/constituency-380","Chair","2005-10-31","2005-11-29","51","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-21","/parliament-38/chamber-1/committee-21/member-207","/parliament-38/chamber-1/committee-21/member-207"
"52",38,1,1,42,207,"Subcommittee of JUST on Agenda and Procedure","SJUS","/chamber-1/committee-42","Paul DeVillers","/chamber-1/member-207","Simcoe North","/chamber-1/constituency-380","Member","2004-10-20","2005-10-25","52","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-42","/parliament-38/chamber-1/committee-42/member-207","/parliament-38/chamber-1/committee-42/member-207"
"53",38,1,1,35,211,"Subcommittee of HUMA on the Status of Persons with Disabilities","SPER","/chamber-1/committee-35","Ruby Dhalla","/chamber-1/member-211","Brampton—Springdale","/chamber-1/constituency-46","Member","2004-11-29","2005-11-29","53","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-35","/parliament-38/chamber-1/committee-35/member-211","/parliament-38/chamber-1/committee-35/member-211"
"54",38,1,1,23,224,"Subcommittee of FAAE on International Trade, Trade Disputes and Investment","SINT","/chamber-1/committee-23","Claude Drouin","/chamber-1/member-224","Beauce","/chamber-1/constituency-26","Member","2005-10-21","2005-11-29","54","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-23","/parliament-38/chamber-1/committee-23/member-224","/parliament-38/chamber-1/committee-23/member-224"
"55",38,1,1,23,249,"Subcommittee of FAAE on International Trade, Trade Disputes and Investment","SINT","/chamber-1/committee-23","Mark Eyking","/chamber-1/member-249","Sydney—Victoria","/chamber-1/constituency-402","Member","2004-10-19","2005-11-29","55","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-23","/parliament-38/chamber-1/committee-23/member-249","/parliament-38/chamber-1/committee-23/member-249"
"56",38,1,1,14,251,"Subcommittee of CIMM on Agenda and Procedure","SCIM","/chamber-1/committee-14","Meili Faille","/chamber-1/member-251","Vaudreuil-Soulanges","/chamber-1/constituency-424","Co-chair","2004-12-07","2005-11-29","56","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-14","/parliament-38/chamber-1/committee-14/member-251","/parliament-38/chamber-1/committee-14/member-251"
"57",38,1,1,33,265,"Subcommittee of HUMA on Agenda and Procedure","SHUM","/chamber-1/committee-33","Raymonde Folco","/chamber-1/member-265","Laval—Les Îles","/chamber-1/constituency-212","Chair","2004-10-26","2005-10-07","57","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-33","/parliament-38/chamber-1/committee-33/member-265","/parliament-38/chamber-1/committee-33/member-265"
"58",38,1,1,33,269,"Subcommittee of HUMA on Agenda and Procedure","SHUM","/chamber-1/committee-33","Paul Forseth","/chamber-1/member-269","New Westminster—Coquitlam","/chamber-1/constituency-267","Co-chair","2004-10-22","2005-10-07","58","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-33","/parliament-38/chamber-1/committee-33/member-269","/parliament-38/chamber-1/committee-33/member-269"
"59",38,1,1,44,280,"Subcommittee of JUST on Solicitation Laws","SSLR","/chamber-1/committee-44","Hedy Fry","/chamber-1/member-280","Vancouver Centre","/chamber-1/constituency-417","Member","2004-12-02","2005-11-29","59","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-44","/parliament-38/chamber-1/committee-44/member-280","/parliament-38/chamber-1/committee-44/member-280"
"60",38,1,1,24,282,"Subcommittee of FEWO on Agenda and Procedure","SFEW","/chamber-1/committee-24","Christiane Gagnon","/chamber-1/member-282","Québec","/chamber-1/constituency-324","Member","2005-11-17","2005-11-29","60","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-24","/parliament-38/chamber-1/committee-24/member-282","/parliament-38/chamber-1/committee-24/member-282"
"61",38,1,1,33,282,"Subcommittee of HUMA on Agenda and Procedure","SHUM","/chamber-1/committee-33","Christiane Gagnon","/chamber-1/member-282","Québec","/chamber-1/constituency-324","Co-chair","2004-10-26","2005-10-07","61","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-33","/parliament-38/chamber-1/committee-33/member-282","/parliament-38/chamber-1/committee-33/member-282"
"62",38,1,1,50,286,"Subcommittee of LIBI on Committee Budgets","SLIB","/chamber-1/committee-50","Cheryl Gallant","/chamber-1/member-286","Renfrew—Nipissing—Pembroke","/chamber-1/constituency-333","Member","2004-11-22","2004-11-22","62","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-50","/parliament-38/chamber-1/committee-50/member-286","/parliament-38/chamber-1/committee-50/member-286"
"63",38,1,1,67,287,"Subcommittee of TRAN on Agenda and Procedure","STRA","/chamber-1/committee-67","Roger Gallaway","/chamber-1/member-287","Sarnia—Lambton","/chamber-1/constituency-360","Chair","2004-11-01","2005-10-07","63","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-67","/parliament-38/chamber-1/committee-67/member-287","/parliament-38/chamber-1/committee-67/member-287"
"64",38,1,1,55,305,"Subcommittee of PROC on Agenda and Procedure","SPRO","/chamber-1/committee-55","Yvon Godin","/chamber-1/member-305","Acadie—Bathurst","/chamber-1/constituency-4","Member","2004-10-07","2005-11-29","64","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-55","/parliament-38/chamber-1/committee-55/member-305","/parliament-38/chamber-1/committee-55/member-305"
"65",38,1,1,21,307,"Subcommittee of FAAE on Human Rights and International Development","SDEV","/chamber-1/committee-21","Peter Goldring","/chamber-1/member-307","Edmonton East","/chamber-1/constituency-125","Member","2004-10-22","2005-11-29","65","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-21","/parliament-38/chamber-1/committee-21/member-307","/parliament-38/chamber-1/committee-21/member-307"
"66",38,1,1,67,312,"Subcommittee of TRAN on Agenda and Procedure","STRA","/chamber-1/committee-67","Jim Gouk","/chamber-1/member-312","British Columbia Southern Interior","/chamber-1/constituency-50","Member","2004-11-01","2005-10-07","66","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-67","/parliament-38/chamber-1/committee-67/member-312","/parliament-38/chamber-1/committee-67/member-312"
"67",38,1,1,48,319,"Subcommittee of LIAI on Committee Budgets","SBLI","/chamber-1/committee-48","Gurmant Grewal","/chamber-1/member-319","Newton—North Delta","/chamber-1/constituency-269","Member","2004-10-26","2005-11-29","67","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-48","/parliament-38/chamber-1/committee-48/member-319","/parliament-38/chamber-1/committee-48/member-319"
"68",38,1,1,24,320,"Subcommittee of FEWO on Agenda and Procedure","SFEW","/chamber-1/committee-24","Nina Grewal","/chamber-1/member-320","Fleetwood—Port Kells","/chamber-1/constituency-150","Member","2004-10-19","2004-10-25","68","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-24","/parliament-38/chamber-1/committee-24/member-320","/parliament-38/chamber-1/committee-24/member-320"
"69",38,1,1,63,324,"Subcommittee of REGS on Agenda and Procedure","SREG","/chamber-1/committee-63","Monique Guay","/chamber-1/member-324","Rivière-du-Nord","/chamber-1/constituency-341","Member","2004-10-29","2005-11-29","69","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-63","/parliament-38/chamber-1/committee-63/member-324","/parliament-38/chamber-1/committee-63/member-324"
