"","committee_acronym","parliament_number","session_number","date_change","position","first_name","last_name","full_name"
"9.1","SAAN","39","2","2007-11-15","Chair","Barry","Devolin","Barry Devolin"
"9.2","SAAN","39","2","2007-11-15","Co-chair","Nancy","Karetak-Lindell","Nancy Karetak-Lindell"
"9.3","SAAN","39","2","2007-11-15","Co-chair","Jean","Crowder","Jean Crowder"
"9.4","SAAN","39","2","2007-11-15","Member","Marc","Lemay","Marc Lemay"
"10.1","SAAN","39","2","2008-09-07","Chair","Barry","Devolin","Barry Devolin"
"10.2","SAAN","39","2","2008-09-07","Co-chair","Nancy","Karetak-Lindell","Nancy Karetak-Lindell"
"10.3","SAAN","39","2","2008-09-07","Co-chair","Jean","Crowder","Jean Crowder"
"10.4","SAAN","39","2","2008-09-07","Member","Marc","Lemay","Marc Lemay"
"11.1","SAAN","40","2","2009-02-03","Chair","Bruce","Stanton","Bruce Stanton"
"11.2","SAAN","40","2","2009-02-03","Co-chair","Todd Norman","Russell","Todd Norman Russell"
"11.3","SAAN","40","2","2009-02-03","Co-chair","Jean","Crowder","Jean Crowder"
"12.1","SAAN","40","2","2009-02-04","Chair","Bruce","Stanton","Bruce Stanton"
"12.2","SAAN","40","2","2009-02-04","Co-chair","Todd Norman","Russell","Todd Norman Russell"
"12.3","SAAN","40","2","2009-02-04","Co-chair","Jean","Crowder","Jean Crowder"
"12.4","SAAN","40","2","2009-02-04","Member","John","Duncan","John Duncan"
"13.1","SAAN","40","2","2009-02-05","Chair","Bruce","Stanton","Bruce Stanton"
"13.2","SAAN","40","2","2009-02-05","Co-chair","Todd Norman","Russell","Todd Norman Russell"
"13.3","SAAN","40","2","2009-02-05","Co-chair","Jean","Crowder","Jean Crowder"
"13.4","SAAN","40","2","2009-02-05","Member","John","Duncan","John Duncan"
"13.5","SAAN","40","2","2009-02-05","Member","Marc","Lemay","Marc Lemay"
"15.1","SAAN","40","2","2009-10-14","Chair","Bruce","Stanton","Bruce Stanton"
"15.2","SAAN","40","2","2009-10-14","Member","Jean","Crowder","Jean Crowder"
"15.3","SAAN","40","2","2009-10-14","Member","John","Duncan","John Duncan"
"15.4","SAAN","40","2","2009-10-14","Member","Marc","Lemay","Marc Lemay"
"15.5","SAAN","40","2","2009-10-14","Member","Todd Norman","Russell","Todd Norman Russell"
"16.1","SAAN","40","2","2009-11-30","Chair","Bruce","Stanton","Bruce Stanton"
"16.2","SAAN","40","2","2009-11-30","Member","Jean","Crowder","Jean Crowder"
"16.3","SAAN","40","2","2009-11-30","Member","John","Duncan","John Duncan"
"16.4","SAAN","40","2","2009-11-30","Member","Marc","Lemay","Marc Lemay"
"17.1","SAAN","40","2","2009-12-30","Chair","Bruce","Stanton","Bruce Stanton"
"17.2","SAAN","40","2","2009-12-30","Member","Jean","Crowder","Jean Crowder"
"17.3","SAAN","40","2","2009-12-30","Member","John","Duncan","John Duncan"
"17.4","SAAN","40","2","2009-12-30","Member","Marc","Lemay","Marc Lemay"
"18.1","SAAN","40","3","2010-03-11","Member","Jean","Crowder","Jean Crowder"
"18.2","SAAN","40","3","2010-03-11","Member","John","Duncan","John Duncan"
"18.3","SAAN","40","3","2010-03-11","Member","Marc","Lemay","Marc Lemay"
"18.4","SAAN","40","3","2010-03-11","Member","Todd Norman","Russell","Todd Norman Russell"
"18.5","SAAN","40","3","2010-03-11","Member","Bruce","Stanton","Bruce Stanton"
"19.1","SAAN","40","3","2010-03-15","Chair","Bruce","Stanton","Bruce Stanton"
"19.2","SAAN","40","3","2010-03-15","Co-chair","Todd Norman","Russell","Todd Norman Russell"
"19.3","SAAN","40","3","2010-03-15","Co-chair","Jean","Crowder","Jean Crowder"
"19.4","SAAN","40","3","2010-03-15","Member","John","Duncan","John Duncan"
"19.5","SAAN","40","3","2010-03-15","Member","Marc","Lemay","Marc Lemay"
"21.1","SAAN","40","3","2010-09-29","Chair","Bruce","Stanton","Bruce Stanton"
"21.2","SAAN","40","3","2010-09-29","Co-chair","Jean","Crowder","Jean Crowder"
"21.3","SAAN","40","3","2010-09-29","Member","Shelly","Glover","Shelly Glover"
"21.4","SAAN","40","3","2010-09-29","Member","Marc","Lemay","Marc Lemay"
"21.5","SAAN","40","3","2010-09-29","Member","Todd Norman","Russell","Todd Norman Russell"
"22.1","SAAN","40","3","2011-02-03","Chair","Bruce","Stanton","Bruce Stanton"
"22.2","SAAN","40","3","2011-02-03","Co-chair","Jean","Crowder","Jean Crowder"
"22.3","SAAN","40","3","2011-02-03","Member","Marc","Lemay","Marc Lemay"
"22.4","SAAN","40","3","2011-02-03","Member","Greg","Rickford","Greg Rickford"
"22.5","SAAN","40","3","2011-02-03","Member","Todd Norman","Russell","Todd Norman Russell"
"23.1","SAAN","40","3","2011-03-26","Chair","Bruce","Stanton","Bruce Stanton"
"23.2","SAAN","40","3","2011-03-26","Co-chair","Jean","Crowder","Jean Crowder"
"23.3","SAAN","40","3","2011-03-26","Member","Marc","Lemay","Marc Lemay"
"23.4","SAAN","40","3","2011-03-26","Member","Greg","Rickford","Greg Rickford"
"23.5","SAAN","40","3","2011-03-26","Member","Todd Norman","Russell","Todd Norman Russell"
"24.1","SAAN","41","1","2011-09-29","Chair","Chris","Warkentin","Chris Warkentin"
"24.2","SAAN","41","1","2011-09-29","Member","Carolyn","Bennett","Carolyn Bennett"
"24.3","SAAN","41","1","2011-09-29","Member","Dennis","Bevington","Dennis Bevington"
"24.4","SAAN","41","1","2011-09-29","Member","Rob","Clarke","Rob Clarke"
"24.5","SAAN","41","1","2011-09-29","Member","Greg","Rickford","Greg Rickford"
"25.1","SAAN","41","1","2012-05-03","Chair","Chris","Warkentin","Chris Warkentin"
"25.2","SAAN","41","1","2012-05-03","Member","Carolyn","Bennett","Carolyn Bennett"
"25.3","SAAN","41","1","2012-05-03","Member","Rob","Clarke","Rob Clarke"
"25.4","SAAN","41","1","2012-05-03","Member","Jean","Crowder","Jean Crowder"
"25.5","SAAN","41","1","2012-05-03","Member","Greg","Rickford","Greg Rickford"
"26.1","SAAN","41","1","2013-09-13","Chair","Chris","Warkentin","Chris Warkentin"
"26.2","SAAN","41","1","2013-09-13","Member","Carolyn","Bennett","Carolyn Bennett"
"26.3","SAAN","41","1","2013-09-13","Member","Rob","Clarke","Rob Clarke"
"26.4","SAAN","41","1","2013-09-13","Member","Jean","Crowder","Jean Crowder"
"26.5","SAAN","41","1","2013-09-13","Member","Greg","Rickford","Greg Rickford"
"27.1","SAAN","41","2","2013-10-29","Chair","Chris","Warkentin","Chris Warkentin"
"27.2","SAAN","41","2","2013-10-29","Member","Carolyn","Bennett","Carolyn Bennett"
"27.3","SAAN","41","2","2013-10-29","Member","Rob","Clarke","Rob Clarke"
"27.4","SAAN","41","2","2013-10-29","Member","Jean","Crowder","Jean Crowder"
"27.5","SAAN","41","2","2013-10-29","Member","Mark","Strahl","Mark Strahl"
"29.1","SAAN","41","2","2014-02-25","Chair","Chris","Warkentin","Chris Warkentin"
"29.2","SAAN","41","2","2014-02-25","Member","Carolyn","Bennett","Carolyn Bennett"
"29.3","SAAN","41","2","2014-02-25","Member","Rob","Clarke","Rob Clarke"
"29.4","SAAN","41","2","2014-02-25","Member","Jean","Crowder","Jean Crowder"
"29.5","SAAN","41","2","2014-02-25","Member","Mark","Strahl","Mark Strahl"
"30.1","SAAN","41","2","2015-01-29","Chair","Chris","Warkentin","Chris Warkentin"
"30.2","SAAN","41","2","2015-01-29","Member","Carolyn","Bennett","Carolyn Bennett"
"30.3","SAAN","41","2","2015-01-29","Member","Rob","Clarke","Rob Clarke"
"30.4","SAAN","41","2","2015-01-29","Member","Mark","Strahl","Mark Strahl"
"31.1","SAAN","41","2","2015-02-17","Member","Carolyn","Bennett","Carolyn Bennett"
"31.2","SAAN","41","2","2015-02-17","Member","Rob","Clarke","Rob Clarke"
"31.3","SAAN","41","2","2015-02-17","Member","Mark","Strahl","Mark Strahl"
"32.1","SAAN","41","2","2015-02-19","Chair","Blake","Richards","Blake Richards"
"32.2","SAAN","41","2","2015-02-19","Member","Carolyn","Bennett","Carolyn Bennett"
"32.3","SAAN","41","2","2015-02-19","Member","Rob","Clarke","Rob Clarke"
"32.4","SAAN","41","2","2015-02-19","Member","Mark","Strahl","Mark Strahl"
"33.1","SAAN","41","2","2015-02-25","Chair","Blake","Richards","Blake Richards"
"33.2","SAAN","41","2","2015-02-25","Member","Niki","Ashton","Niki Ashton"
"33.3","SAAN","41","2","2015-02-25","Member","Carolyn","Bennett","Carolyn Bennett"
"33.4","SAAN","41","2","2015-02-25","Member","Rob","Clarke","Rob Clarke"
"33.5","SAAN","41","2","2015-02-25","Member","Mark","Strahl","Mark Strahl"
"34.1","SAAN","41","2","2015-08-02","Chair","Blake","Richards","Blake Richards"
"34.2","SAAN","41","2","2015-08-02","Member","Niki","Ashton","Niki Ashton"
"34.3","SAAN","41","2","2015-08-02","Member","Carolyn","Bennett","Carolyn Bennett"
"34.4","SAAN","41","2","2015-08-02","Member","Rob","Clarke","Rob Clarke"
"34.5","SAAN","41","2","2015-08-02","Member","Mark","Strahl","Mark Strahl"
"35.1","SAAN","42","1","2016-02-04","Chair","Andy","Fillmore","Andy Fillmore"
"35.2","SAAN","42","1","2016-02-04","Member","Gary","Anandasangaree","Gary Anandasangaree"
"35.3","SAAN","42","1","2016-02-04","Member","Charlie","Angus","Charlie Angus"
"35.4","SAAN","42","1","2016-02-04","Member","Don","Rusnak","Don Rusnak"
"35.5","SAAN","42","1","2016-02-04","Member","David","Yurdiga","David Yurdiga"
"36.1","SAAN","42","1","2016-12-01","Chair","Andy","Fillmore","Andy Fillmore"
"36.2","SAAN","42","1","2016-12-01","Member","Gary","Anandasangaree","Gary Anandasangaree"
"36.3","SAAN","42","1","2016-12-01","Member","Don","Rusnak","Don Rusnak"
"36.4","SAAN","42","1","2016-12-01","Member","David","Yurdiga","David Yurdiga"
"37.1","SAAN","42","1","2016-12-05","Chair","Andy","Fillmore","Andy Fillmore"
"37.2","SAAN","42","1","2016-12-05","Member","Gary","Anandasangaree","Gary Anandasangaree"
"37.3","SAAN","42","1","2016-12-05","Member","Don","Rusnak","Don Rusnak"
"37.4","SAAN","42","1","2016-12-05","Member","Romeo","Saganash","Romeo Saganash"
"37.5","SAAN","42","1","2016-12-05","Member","David","Yurdiga","David Yurdiga"
"38.1","SAAN","42","1","2017-01-27","Member","Gary","Anandasangaree","Gary Anandasangaree"
"38.2","SAAN","42","1","2017-01-27","Member","Don","Rusnak","Don Rusnak"
"38.3","SAAN","42","1","2017-01-27","Member","Romeo","Saganash","Romeo Saganash"
"38.4","SAAN","42","1","2017-01-27","Member","David","Yurdiga","David Yurdiga"
"39.1","SAAN","42","1","2017-02-02","Chair","MaryAnn","Mihychuk","MaryAnn Mihychuk"
"39.2","SAAN","42","1","2017-02-02","Member","Gary","Anandasangaree","Gary Anandasangaree"
"39.3","SAAN","42","1","2017-02-02","Member","Don","Rusnak","Don Rusnak"
"39.4","SAAN","42","1","2017-02-02","Member","Romeo","Saganash","Romeo Saganash"
"39.5","SAAN","42","1","2017-02-02","Member","David","Yurdiga","David Yurdiga"
"40.1","SAAN","42","1","2017-09-18","Chair","MaryAnn","Mihychuk","MaryAnn Mihychuk"
"40.2","SAAN","42","1","2017-09-18","Member","Gary","Anandasangaree","Gary Anandasangaree"
"40.3","SAAN","42","1","2017-09-18","Member","Mike","Bossio","Mike Bossio"
"40.4","SAAN","42","1","2017-09-18","Member","Cathy","McLeod","Cathy McLeod"
"40.5","SAAN","42","1","2017-09-18","Member","Romeo","Saganash","Romeo Saganash"
"41.1","SAAN","42","1","2018-05-22","Chair","MaryAnn","Mihychuk","MaryAnn Mihychuk"
"41.2","SAAN","42","1","2018-05-22","Member","Gary","Anandasangaree","Gary Anandasangaree"
"41.3","SAAN","42","1","2018-05-22","Member","Mike","Bossio","Mike Bossio"
"41.4","SAAN","42","1","2018-05-22","Member","Cathy","McLeod","Cathy McLeod"
"42.1","SAAN","42","1","2019-09-11","Chair","MaryAnn","Mihychuk","MaryAnn Mihychuk"
"42.2","SAAN","42","1","2019-09-11","Member","Gary","Anandasangaree","Gary Anandasangaree"
"42.3","SAAN","42","1","2019-09-11","Member","Mike","Bossio","Mike Bossio"
"42.4","SAAN","42","1","2019-09-11","Member","Cathy","McLeod","Cathy McLeod"
"43.1","SACV","39","2","2008-03-27","Chair","Rob","Anders","Rob Anders"
"43.2","SACV","39","2","2008-03-27","Member","Gilles-A.","Perron","Gilles-A. Perron"
"43.3","SACV","39","2","2008-03-27","Member","Brent","St. Denis","Brent St. Denis"
"43.4","SACV","39","2","2008-03-27","Member","Peter","Stoffer","Peter Stoffer"
"44.1","SACV","39","2","2008-09-07","Chair","Rob","Anders","Rob Anders"
"44.2","SACV","39","2","2008-09-07","Member","Gilles-A.","Perron","Gilles-A. Perron"
"44.3","SACV","39","2","2008-09-07","Member","Brent","St. Denis","Brent St. Denis"
"44.4","SACV","39","2","2008-09-07","Member","Peter","Stoffer","Peter Stoffer"
"45.1","SACV","42","1","2016-02-16","Chair","Neil R.","Ellis","Neil R. Ellis"
"45.2","SACV","42","1","2016-02-16","Member","Colin","Fraser","Colin Fraser"
"45.3","SACV","42","1","2016-02-16","Member","Robert","Kitchen","Robert Kitchen"
"45.4","SACV","42","1","2016-02-16","Member","Alaina","Lockhart","Alaina Lockhart"
"45.5","SACV","42","1","2016-02-16","Member","Irene","Mathyssen","Irene Mathyssen"
"46.1","SACV","42","1","2017-09-18","Chair","Neil R.","Ellis","Neil R. Ellis"
"46.2","SACV","42","1","2017-09-18","Member","Colin","Fraser","Colin Fraser"
"46.3","SACV","42","1","2017-09-18","Member","Irene","Mathyssen","Irene Mathyssen"
"47.1","SACV","42","1","2017-09-26","Chair","Neil R.","Ellis","Neil R. Ellis"
"47.2","SACV","42","1","2017-09-26","Member","Colin","Fraser","Colin Fraser"
"47.3","SACV","42","1","2017-09-26","Member","Emmanuella","Lambropoulos","Emmanuella Lambropoulos"
"47.4","SACV","42","1","2017-09-26","Member","Irene","Mathyssen","Irene Mathyssen"
"48.1","SACV","42","1","2017-09-27","Chair","Neil R.","Ellis","Neil R. Ellis"
"48.2","SACV","42","1","2017-09-27","Member","Colin","Fraser","Colin Fraser"
"48.3","SACV","42","1","2017-09-27","Member","Emmanuella","Lambropoulos","Emmanuella Lambropoulos"
"48.4","SACV","42","1","2017-09-27","Member","Irene","Mathyssen","Irene Mathyssen"
"48.5","SACV","42","1","2017-09-27","Member","Phil","McColeman","Phil McColeman"
"49.1","SACV","42","1","2018-01-29","Chair","Neil R.","Ellis","Neil R. Ellis"
"49.2","SACV","42","1","2018-01-29","Member","Colin","Fraser","Colin Fraser"
"49.3","SACV","42","1","2018-01-29","Member","Gord","Johns","Gord Johns"
"49.4","SACV","42","1","2018-01-29","Member","Emmanuella","Lambropoulos","Emmanuella Lambropoulos"
"49.5","SACV","42","1","2018-01-29","Member","Phil","McColeman","Phil McColeman"
"50.1","SACV","42","1","2018-10-25","Chair","Neil R.","Ellis","Neil R. Ellis"
"50.2","SACV","42","1","2018-10-25","Member","Bob","Bratina","Bob Bratina"
"50.3","SACV","42","1","2018-10-25","Member","Gord","Johns","Gord Johns"
"50.4","SACV","42","1","2018-10-25","Member","Karen","Ludwig","Karen Ludwig"
"50.5","SACV","42","1","2018-10-25","Member","Phil","McColeman","Phil McColeman"
"51.1","SACV","42","1","2019-03-18","Chair","Neil R.","Ellis","Neil R. Ellis"
"51.2","SACV","42","1","2019-03-18","Member","Rachel","Blaney","Rachel Blaney"
"51.3","SACV","42","1","2019-03-18","Member","Bob","Bratina","Bob Bratina"
"51.4","SACV","42","1","2019-03-18","Member","Karen","Ludwig","Karen Ludwig"
"51.5","SACV","42","1","2019-03-18","Member","Phil","McColeman","Phil McColeman"
"52.1","SACV","42","1","2019-09-11","Chair","Neil R.","Ellis","Neil R. Ellis"
"52.2","SACV","42","1","2019-09-11","Member","Rachel","Blaney","Rachel Blaney"
"52.3","SACV","42","1","2019-09-11","Member","Bob","Bratina","Bob Bratina"
"52.4","SACV","42","1","2019-09-11","Member","Karen","Ludwig","Karen Ludwig"
"52.5","SACV","42","1","2019-09-11","Member","Phil","McColeman","Phil McColeman"
"53.1","SAFG","39","2","2008-04-15","Chair","Pierre","Lemieux","Pierre Lemieux"
"53.2","SAFG","39","2","2008-04-15","Member","Vivian","Barbot","Vivian Barbot"
"53.3","SAFG","39","2","2008-04-15","Member","Dawn","Black","Dawn Black"
"53.4","SAFG","39","2","2008-04-15","Member","Laurie","Hawn","Laurie Hawn"
"53.5","SAFG","39","2","2008-04-15","Member","Bryon","Wilfert","Bryon Wilfert"
"54.1","SAFG","39","2","2008-09-07","Chair","Pierre","Lemieux","Pierre Lemieux"
"54.2","SAFG","39","2","2008-09-07","Member","Vivian","Barbot","Vivian Barbot"
"54.3","SAFG","39","2","2008-09-07","Member","Dawn","Black","Dawn Black"
"54.4","SAFG","39","2","2008-09-07","Member","Laurie","Hawn","Laurie Hawn"
"54.5","SAFG","39","2","2008-09-07","Member","Bryon","Wilfert","Bryon Wilfert"
"55.1","SAFG","40","2","2009-03-13","Chair","Rick","Casson","Rick Casson"
"55.2","SAFG","40","2","2009-03-13","Member","Paul","Crête","Paul Crête"
"55.3","SAFG","40","2","2009-03-13","Member","Paul","Dewar","Paul Dewar"
"55.4","SAFG","40","2","2009-03-13","Member","Laurie","Hawn","Laurie Hawn"
"55.5","SAFG","40","2","2009-03-13","Member","Bryon","Wilfert","Bryon Wilfert"
"56.1","SAFG","40","2","2009-05-21","Chair","Rick","Casson","Rick Casson"
"56.2","SAFG","40","2","2009-05-21","Member","Paul","Dewar","Paul Dewar"
"56.3","SAFG","40","2","2009-05-21","Member","Laurie","Hawn","Laurie Hawn"
"56.4","SAFG","40","2","2009-05-21","Member","Bryon","Wilfert","Bryon Wilfert"
"57.1","SAFG","40","2","2009-09-14","Chair","Rick","Casson","Rick Casson"
"57.2","SAFG","40","2","2009-09-14","Member","Paul","Dewar","Paul Dewar"
"57.3","SAFG","40","2","2009-09-14","Member","Laurie","Hawn","Laurie Hawn"
"57.4","SAFG","40","2","2009-09-14","Member","Francine","Lalonde","Francine Lalonde"
"57.5","SAFG","40","2","2009-09-14","Member","Bryon","Wilfert","Bryon Wilfert"
"58.1","SAFG","40","2","2009-12-30","Chair","Rick","Casson","Rick Casson"
"58.2","SAFG","40","2","2009-12-30","Member","Paul","Dewar","Paul Dewar"
"58.3","SAFG","40","2","2009-12-30","Member","Laurie","Hawn","Laurie Hawn"
"58.4","SAFG","40","2","2009-12-30","Member","Francine","Lalonde","Francine Lalonde"
"58.5","SAFG","40","2","2009-12-30","Member","Bryon","Wilfert","Bryon Wilfert"
"59.1","SAFG","40","3","2010-03-11","Chair","Kevin","Sorenson","Kevin Sorenson"
"59.2","SAFG","40","3","2010-03-11","Member","Jack","Harris","Jack Harris"
"59.3","SAFG","40","3","2010-03-11","Member","Laurie","Hawn","Laurie Hawn"
"59.4","SAFG","40","3","2010-03-11","Member","Francine","Lalonde","Francine Lalonde"
"59.5","SAFG","40","3","2010-03-11","Member","Bryon","Wilfert","Bryon Wilfert"
"60.1","SAFG","40","3","2010-09-30","Member","Claude","Bachand","Claude Bachand"
"60.2","SAFG","40","3","2010-09-30","Member","Jack","Harris","Jack Harris"
"60.3","SAFG","40","3","2010-09-30","Member","Laurie","Hawn","Laurie Hawn"
"60.4","SAFG","40","3","2010-09-30","Member","Bryon","Wilfert","Bryon Wilfert"
"61.1","SAFG","40","3","2010-10-06","Chair","Garry","Breitkreuz","Garry Breitkreuz"
"61.2","SAFG","40","3","2010-10-06","Member","Claude","Bachand","Claude Bachand"
"61.3","SAFG","40","3","2010-10-06","Member","Jack","Harris","Jack Harris"
"61.4","SAFG","40","3","2010-10-06","Member","Laurie","Hawn","Laurie Hawn"
"61.5","SAFG","40","3","2010-10-06","Member","Bryon","Wilfert","Bryon Wilfert"
"62.1","SAFG","40","3","2011-03-25","Chair","Garry","Breitkreuz","Garry Breitkreuz"
"62.2","SAFG","40","3","2011-03-25","Member","Claude","Bachand","Claude Bachand"
"62.3","SAFG","40","3","2011-03-25","Member","Jack","Harris","Jack Harris"
"62.4","SAFG","40","3","2011-03-25","Member","Bryon","Wilfert","Bryon Wilfert"
"63.1","SAFG","40","3","2011-03-26","Chair","Garry","Breitkreuz","Garry Breitkreuz"
"63.2","SAFG","40","3","2011-03-26","Member","Claude","Bachand","Claude Bachand"
"63.3","SAFG","40","3","2011-03-26","Member","Jack","Harris","Jack Harris"
"63.4","SAFG","40","3","2011-03-26","Member","Bryon","Wilfert","Bryon Wilfert"
"64.1","SAGR","39","1","2006-05-04","Member","Alex","Atamanenko","Alex Atamanenko"
"64.2","SAGR","39","1","2006-05-04","Member","André","Bellavance","André Bellavance"
"64.3","SAGR","39","1","2006-05-04","Member","Gerry","Ritz","Gerry Ritz"
"64.4","SAGR","39","1","2006-05-04","Member","Paul","Steckle","Paul Steckle"
"65.1","SAGR","39","1","2006-05-08","Chair","Gerry","Ritz","Gerry Ritz"
"65.2","SAGR","39","1","2006-05-08","Member","Alex","Atamanenko","Alex Atamanenko"
"65.3","SAGR","39","1","2006-05-08","Member","André","Bellavance","André Bellavance"
"65.4","SAGR","39","1","2006-05-08","Member","Paul","Steckle","Paul Steckle"
"67.1","SAGR","39","1","2006-09-25","Chair","Gerry","Ritz","Gerry Ritz"
"67.2","SAGR","39","1","2006-09-25","Co-chair","Paul","Steckle","Paul Steckle"
"67.3","SAGR","39","1","2006-09-25","Co-chair","André","Bellavance","André Bellavance"
"67.4","SAGR","39","1","2006-09-25","Member","Alex","Atamanenko","Alex Atamanenko"
"68.1","SAGR","39","1","2006-10-23","Chair","Gerry","Ritz","Gerry Ritz"
"68.2","SAGR","39","1","2006-10-23","Co-chair","Paul","Steckle","Paul Steckle"
"68.3","SAGR","39","1","2006-10-23","Co-chair","André","Bellavance","André Bellavance"
"68.4","SAGR","39","1","2006-10-23","Member","Alex","Atamanenko","Alex Atamanenko"
"69.1","SAGR","39","1","2007-02-01","Co-chair","Paul","Steckle","Paul Steckle"
"69.2","SAGR","39","1","2007-02-01","Co-chair","André","Bellavance","André Bellavance"
"69.3","SAGR","39","1","2007-02-01","Member","Alex","Atamanenko","Alex Atamanenko"
"70.1","SAGR","39","1","2007-02-02","Chair","James","Bezan","James Bezan"
"70.2","SAGR","39","1","2007-02-02","Co-chair","Paul","Steckle","Paul Steckle"
"70.3","SAGR","39","1","2007-02-02","Co-chair","André","Bellavance","André Bellavance"
"70.4","SAGR","39","1","2007-02-02","Member","Alex","Atamanenko","Alex Atamanenko"
"71.1","SAGR","39","1","2007-02-05","Chair","James","Bezan","James Bezan"
"71.2","SAGR","39","1","2007-02-05","Co-chair","Paul","Steckle","Paul Steckle"
"71.3","SAGR","39","1","2007-02-05","Co-chair","André","Bellavance","André Bellavance"
"71.4","SAGR","39","1","2007-02-05","Member","Alex","Atamanenko","Alex Atamanenko"
"72.1","SAGR","39","1","2007-09-14","Chair","James","Bezan","James Bezan"
"72.2","SAGR","39","1","2007-09-14","Co-chair","Paul","Steckle","Paul Steckle"
"72.3","SAGR","39","1","2007-09-14","Co-chair","André","Bellavance","André Bellavance"
"72.4","SAGR","39","1","2007-09-14","Member","Alex","Atamanenko","Alex Atamanenko"
"73.1","SAGR","39","2","2007-11-14","Member","Alex","Atamanenko","Alex Atamanenko"
"73.2","SAGR","39","2","2007-11-14","Member","André","Bellavance","André Bellavance"
"73.3","SAGR","39","2","2007-11-14","Member","James","Bezan","James Bezan"
"73.4","SAGR","39","2","2007-11-14","Member","Paul","Steckle","Paul Steckle"
"74.1","SAGR","39","2","2008-01-24","Chair","James","Bezan","James Bezan"
"74.2","SAGR","39","2","2008-01-24","Co-chair","Paul","Steckle","Paul Steckle"
"74.3","SAGR","39","2","2008-01-24","Co-chair","André","Bellavance","André Bellavance"
"74.4","SAGR","39","2","2008-01-24","Member","Alex","Atamanenko","Alex Atamanenko"
"75.1","SAGR","39","2","2008-09-07","Chair","James","Bezan","James Bezan"
"75.2","SAGR","39","2","2008-09-07","Co-chair","Paul","Steckle","Paul Steckle"
"75.3","SAGR","39","2","2008-09-07","Co-chair","André","Bellavance","André Bellavance"
"75.4","SAGR","39","2","2008-09-07","Member","Alex","Atamanenko","Alex Atamanenko"
"76.1","SAGR","40","2","2009-02-03","Chair","Larry","Miller","Larry Miller"
"76.2","SAGR","40","2","2009-02-03","Member","Alex","Atamanenko","Alex Atamanenko"
"76.3","SAGR","40","2","2009-02-03","Member","André","Bellavance","André Bellavance"
"76.4","SAGR","40","2","2009-02-03","Member","Mark","Eyking","Mark Eyking"
"78.1","SAGR","40","2","2009-10-05","Member","Alex","Atamanenko","Alex Atamanenko"
"78.2","SAGR","40","2","2009-10-05","Member","André","Bellavance","André Bellavance"
"78.3","SAGR","40","2","2009-10-05","Member","Mark","Eyking","Mark Eyking"
"78.4","SAGR","40","2","2009-10-05","Member","Larry","Miller","Larry Miller"
"79.1","SAGR","40","2","2009-12-30","Member","Alex","Atamanenko","Alex Atamanenko"
"79.2","SAGR","40","2","2009-12-30","Member","André","Bellavance","André Bellavance"
"79.3","SAGR","40","2","2009-12-30","Member","Mark","Eyking","Mark Eyking"
"79.4","SAGR","40","2","2009-12-30","Member","Larry","Miller","Larry Miller"
"80","SAGR","40","3","2010-03-10","Member","Larry","Miller","Larry Miller"
"81.1","SAGR","40","3","2010-03-11","Chair","Larry","Miller","Larry Miller"
