"","parliament_number","session_number","chamber_number","committee_number","member_number","committee_name","committee_acronym","committee_ID","member_name","member_ID","constituency_name","constituency_ID","position","start_date","end_date","observation_mumber","parliament_path","chamber_path","committee_path","member_path","observation_path"
"13",38,1,1,4,24,"Canadian Heritage","CHPC","/chamber-1/committee-4","Guy André","/chamber-1/member-24","Berthier—Maskinongé","/chamber-1/constituency-34","Associate Member","2004-10-07","2005-11-29","13","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-4","/parliament-38/chamber-1/committee-4/member-24","/parliament-38/chamber-1/committee-4/member-24"
"14",38,1,1,19,24,"Official Languages","LANG","/chamber-1/committee-19","Guy André","/chamber-1/member-24","Berthier—Maskinongé","/chamber-1/constituency-34","Member","2004-10-07","2005-04-18","14","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-19","/parliament-38/chamber-1/committee-19/member-24","/parliament-38/chamber-1/committee-19/member-24"
"15",38,1,1,1,26,"Aboriginal Affairs and Northern Development","AANO","/chamber-1/committee-1","Charlie Angus","/chamber-1/member-26","Timmins—James Bay","/chamber-1/constituency-409","Associate Member","2004-10-07","2005-11-29","15","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-1","/parliament-38/chamber-1/committee-1/member-26","/parliament-38/chamber-1/committee-1/member-26"
"16",38,1,1,3,26,"Agriculture and Agri-Food","AGRI","/chamber-1/committee-3","Charlie Angus","/chamber-1/member-26","Timmins—James Bay","/chamber-1/constituency-409","Member","2004-10-07","2005-11-29","16","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-3","/parliament-38/chamber-1/committee-3/member-26","/parliament-38/chamber-1/committee-3/member-26"
"17",38,1,1,1,35,"Aboriginal Affairs and Northern Development","AANO","/chamber-1/committee-1","Gérard Asselin","/chamber-1/member-35","Manicouagan","/chamber-1/constituency-231","Associate Member","2004-10-07","2005-11-29","17","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-1","/parliament-38/chamber-1/committee-1/member-35","/parliament-38/chamber-1/committee-1/member-35"
"18",38,1,1,23,38,"Status of Women","FEWO","/chamber-1/committee-23","Jean Augustine","/chamber-1/member-38","Etobicoke—Lakeshore","/chamber-1/constituency-148","Associate Member","2005-02-08","2005-11-29","18","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-23","/parliament-38/chamber-1/committee-23/member-38","/parliament-38/chamber-1/committee-23/member-38"
"19",38,1,1,9,41,"Foreign Affairs and International Development","FAAE","/chamber-1/committee-9","Claude Bachand","/chamber-1/member-41","Saint-Jean","/chamber-1/constituency-353","Associate Member","2004-10-07","2005-11-29","19","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-9","/parliament-38/chamber-1/committee-9/member-41","/parliament-38/chamber-1/committee-9/member-41"
"20",38,1,1,17,41,"National Defence","NDDN","/chamber-1/committee-17","Claude Bachand","/chamber-1/member-41","Saint-Jean","/chamber-1/constituency-353","Member","2004-10-07","2005-10-07","20","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-17","/parliament-38/chamber-1/committee-17/member-41","/parliament-38/chamber-1/committee-17/member-41"
"21",38,1,1,17,41,"National Defence","NDDN","/chamber-1/committee-17","Claude Bachand","/chamber-1/member-41","Saint-Jean","/chamber-1/constituency-353","Co-chair","2004-10-14","2005-11-29","21","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-17","/parliament-38/chamber-1/committee-17/member-41","/parliament-38/chamber-1/committee-17/member-41"
"22",38,1,1,1,43,"Aboriginal Affairs and Northern Development","AANO","/chamber-1/committee-1","Larry Bagnell","/chamber-1/member-43","Yukon","/chamber-1/constituency-458","Associate Member","2004-10-07","2005-11-29","22","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-1","/parliament-38/chamber-1/committee-1/member-43","/parliament-38/chamber-1/committee-1/member-43"
"23",38,1,1,8,43,"Fisheries and Oceans","FOPO","/chamber-1/committee-8","Larry Bagnell","/chamber-1/member-43","Yukon","/chamber-1/constituency-458","Member","2004-10-07","2005-11-29","23","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-8","/parliament-38/chamber-1/committee-8/member-43","/parliament-38/chamber-1/committee-8/member-43"
"24",38,1,1,2,44,"Access to Information, Privacy and Ethics","ETHI","/chamber-1/committee-2","Navdeep Bains","/chamber-1/member-44","Mississauga—Malton","/chamber-1/constituency-251","Member","2004-10-07","2005-11-29","24","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-2","/parliament-38/chamber-1/committee-2/member-44","/parliament-38/chamber-1/committee-2/member-44"
"25",38,1,1,9,44,"Foreign Affairs and International Development","FAAE","/chamber-1/committee-9","Navdeep Bains","/chamber-1/member-44","Mississauga—Malton","/chamber-1/constituency-251","Associate Member","2004-10-07","2005-11-29","25","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-9","/parliament-38/chamber-1/committee-9/member-44","/parliament-38/chamber-1/committee-9/member-44"
"26",38,1,1,5,46,"Citizenship and Immigration","CIMM","/chamber-1/committee-5","Eleni Bakopanos","/chamber-1/member-46","Ahuntsic","/chamber-1/constituency-5","Associate Member","2005-06-01","2005-11-29","26","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-5","/parliament-38/chamber-1/committee-5/member-46","/parliament-38/chamber-1/committee-5/member-46"
"27",38,1,1,12,46,"Human Resources, Skills and Social Development and the Status of Persons with Disabilities","HUMA","/chamber-1/committee-12","Eleni Bakopanos","/chamber-1/member-46","Ahuntsic","/chamber-1/constituency-5","Member","2004-10-07","2005-11-29","27","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-12","/parliament-38/chamber-1/committee-12/member-46","/parliament-38/chamber-1/committee-12/member-46"
"28",38,1,1,1,49,"Aboriginal Affairs and Northern Development","AANO","/chamber-1/committee-1","Sue Barnes","/chamber-1/member-49","London West","/chamber-1/constituency-219","Member","2004-10-07","2005-11-29","28","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-1","/parliament-38/chamber-1/committee-1/member-49","/parliament-38/chamber-1/committee-1/member-49"
"29",38,1,1,1,53,"Aboriginal Affairs and Northern Development","AANO","/chamber-1/committee-1","Dave Batters","/chamber-1/member-53","Palliser","/chamber-1/constituency-299","Associate Member","2004-10-07","2005-11-29","29","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-1","/parliament-38/chamber-1/committee-1/member-53","/parliament-38/chamber-1/committee-1/member-53"
"30",38,1,1,24,53,"Transport, Infrastructure and Communities","TRAN","/chamber-1/committee-24","Dave Batters","/chamber-1/member-53","Palliser","/chamber-1/constituency-299","Member","2004-10-07","2005-11-29","30","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-24","/parliament-38/chamber-1/committee-24/member-53","/parliament-38/chamber-1/committee-24/member-53"
"31",38,1,1,5,57,"Citizenship and Immigration","CIMM","/chamber-1/committee-5","Colleen Beaumier","/chamber-1/member-57","Brampton West","/chamber-1/constituency-45","Associate Member","2004-10-07","2005-11-29","31","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-5","/parliament-38/chamber-1/committee-5/member-57","/parliament-38/chamber-1/committee-5/member-57"
"32",38,1,1,11,57,"Health","HESA","/chamber-1/committee-11","Colleen Beaumier","/chamber-1/member-57","Brampton West","/chamber-1/constituency-45","Member","2004-10-07","2005-11-29","32","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-11","/parliament-38/chamber-1/committee-11/member-57","/parliament-38/chamber-1/committee-11/member-57"
"33",38,1,1,4,61,"Canadian Heritage","CHPC","/chamber-1/committee-4","Don Bell","/chamber-1/member-61","North Vancouver","/chamber-1/constituency-278","Associate Member","2004-10-07","2005-11-29","33","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-4","/parliament-38/chamber-1/committee-4/member-61","/parliament-38/chamber-1/committee-4/member-61"
"34",38,1,1,1,62,"Aboriginal Affairs and Northern Development","AANO","/chamber-1/committee-1","André Bellavance","/chamber-1/member-62","Richmond—Arthabaska","/chamber-1/constituency-338","Member","2004-10-07","2005-10-07","34","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-1","/parliament-38/chamber-1/committee-1/member-62","/parliament-38/chamber-1/committee-1/member-62"
"35",38,1,1,3,62,"Agriculture and Agri-Food","AGRI","/chamber-1/committee-3","André Bellavance","/chamber-1/member-62","Richmond—Arthabaska","/chamber-1/constituency-338","Associate Member","2004-10-07","2005-06-01","35","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-3","/parliament-38/chamber-1/committee-3/member-62","/parliament-38/chamber-1/committee-3/member-62"
"36",38,1,1,3,62,"Agriculture and Agri-Food","AGRI","/chamber-1/committee-3","André Bellavance","/chamber-1/member-62","Richmond—Arthabaska","/chamber-1/constituency-338","Co-chair","2005-10-17","2005-11-29","36","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-3","/parliament-38/chamber-1/committee-3/member-62","/parliament-38/chamber-1/committee-3/member-62"
"37",38,1,1,1,65,"Aboriginal Affairs and Northern Development","AANO","/chamber-1/committee-1","Leon Benoit","/chamber-1/member-65","Vegreville—Wainwright","/chamber-1/constituency-428","Associate Member","2004-10-07","2005-11-29","37","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-1","/parliament-38/chamber-1/committee-1/member-65","/parliament-38/chamber-1/committee-1/member-65"
"38",38,1,1,10,65,"Government Operations and Estimates","OGGO","/chamber-1/committee-10","Leon Benoit","/chamber-1/member-65","Vegreville—Wainwright","/chamber-1/constituency-428","Chair","2004-10-14","2005-11-29","38","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-10","/parliament-38/chamber-1/committee-10/member-65","/parliament-38/chamber-1/committee-10/member-65"
"39",38,1,1,10,65,"Government Operations and Estimates","OGGO","/chamber-1/committee-10","Leon Benoit","/chamber-1/member-65","Vegreville—Wainwright","/chamber-1/constituency-428","Member","2004-10-07","2005-10-07","39","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-10","/parliament-38/chamber-1/committee-10/member-65","/parliament-38/chamber-1/committee-10/member-65"
"40",38,1,1,4,70,"Canadian Heritage","CHPC","/chamber-1/committee-4","Stéphane Bergeron","/chamber-1/member-70","Verchères—Les Patriotes","/chamber-1/constituency-429","Associate Member","2004-10-07","2005-10-06","40","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-4","/parliament-38/chamber-1/committee-4/member-70","/parliament-38/chamber-1/committee-4/member-70"
"41",38,1,1,19,70,"Official Languages","LANG","/chamber-1/committee-19","Stéphane Bergeron","/chamber-1/member-70","Verchères—Les Patriotes","/chamber-1/constituency-429","Member","2005-04-18","2005-04-18","41","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-19","/parliament-38/chamber-1/committee-19/member-70","/parliament-38/chamber-1/committee-19/member-70"
"42",38,1,1,9,73,"Foreign Affairs and International Development","FAAE","/chamber-1/committee-9","Maurizio Bevilacqua","/chamber-1/member-73","Vaughan","/chamber-1/constituency-426","Member","2004-10-07","2005-11-29","42","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-9","/parliament-38/chamber-1/committee-9/member-73","/parliament-38/chamber-1/committee-9/member-73"
"43",38,1,1,14,73,"Industry, Science and Technology","INDU","/chamber-1/committee-14","Maurizio Bevilacqua","/chamber-1/member-73","Vaughan","/chamber-1/constituency-426","Associate Member","2005-10-07","2005-11-29","43","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-14","/parliament-38/chamber-1/committee-14/member-73","/parliament-38/chamber-1/committee-14/member-73"
"44",38,1,1,1,75,"Aboriginal Affairs and Northern Development","AANO","/chamber-1/committee-1","James Bezan","/chamber-1/member-75","Selkirk—Interlake—Eastman","/chamber-1/constituency-376","Associate Member","2004-10-07","2005-11-29","44","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-1","/parliament-38/chamber-1/committee-1/member-75","/parliament-38/chamber-1/committee-1/member-75"
"45",38,1,1,3,75,"Agriculture and Agri-Food","AGRI","/chamber-1/committee-3","James Bezan","/chamber-1/member-75","Selkirk—Interlake—Eastman","/chamber-1/constituency-376","Member","2004-10-07","2005-11-29","45","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-3","/parliament-38/chamber-1/committee-3/member-75","/parliament-38/chamber-1/committee-3/member-75"
"46",38,1,1,6,77,"Environment and Sustainable Development","ENVI","/chamber-1/committee-6","Bernard Bigras","/chamber-1/member-77","Rosemont—La Petite-Patrie","/chamber-1/constituency-343","Co-chair","2004-10-19","2005-11-29","46","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-6","/parliament-38/chamber-1/committee-6/member-77","/parliament-38/chamber-1/committee-6/member-77"
"47",38,1,1,6,77,"Environment and Sustainable Development","ENVI","/chamber-1/committee-6","Bernard Bigras","/chamber-1/member-77","Rosemont—La Petite-Patrie","/chamber-1/constituency-343","Member","2004-10-07","2005-10-07","47","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-6","/parliament-38/chamber-1/committee-6/member-77","/parliament-38/chamber-1/committee-6/member-77"
"48",38,1,1,14,77,"Industry, Science and Technology","INDU","/chamber-1/committee-14","Bernard Bigras","/chamber-1/member-77","Rosemont—La Petite-Patrie","/chamber-1/constituency-343","Associate Member","2004-10-07","2005-11-29","48","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-14","/parliament-38/chamber-1/committee-14/member-77","/parliament-38/chamber-1/committee-14/member-77"
"49",38,1,1,11,81,"Health","HESA","/chamber-1/committee-11","Bill Blaikie","/chamber-1/member-81","Elmwood—Transcona","/chamber-1/constituency-142","Member","2004-10-07","2005-11-29","49","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-11","/parliament-38/chamber-1/committee-11/member-81","/parliament-38/chamber-1/committee-11/member-81"
"50",38,1,1,16,81,"Justice and Human Rights","JUST","/chamber-1/committee-16","Bill Blaikie","/chamber-1/member-81","Elmwood—Transcona","/chamber-1/constituency-142","Associate Member","2004-10-07","2005-11-29","50","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-16","/parliament-38/chamber-1/committee-16/member-81","/parliament-38/chamber-1/committee-16/member-81"
"51",38,1,1,8,84,"Fisheries and Oceans","FOPO","/chamber-1/committee-8","Raynald Blais","/chamber-1/member-84","Gaspésie—Îles-de-la-Madeleine","/chamber-1/constituency-156","Member","2004-10-07","2005-11-29","51","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-8","/parliament-38/chamber-1/committee-8/member-84","/parliament-38/chamber-1/committee-8/member-84"
"52",38,1,1,12,91,"Human Resources, Skills and Social Development and the Status of Persons with Disabilities","HUMA","/chamber-1/committee-12","Alain Boire","/chamber-1/member-91","Beauharnois—Salaberry","/chamber-1/constituency-27","Associate Member","2004-10-07","2005-02-08","52","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-12","/parliament-38/chamber-1/committee-12/member-91","/parliament-38/chamber-1/committee-12/member-91"
"53",38,1,1,21,91,"Public Accounts","PACP","/chamber-1/committee-21","Alain Boire","/chamber-1/member-91","Beauharnois—Salaberry","/chamber-1/constituency-27","Member","2005-10-07","2005-11-29","53","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-21","/parliament-38/chamber-1/committee-21/member-91","/parliament-38/chamber-1/committee-21/member-91"
"54",38,1,1,20,93,"Procedure and House Affairs","PROC","/chamber-1/committee-20","Françoise Boivin","/chamber-1/member-93","Gatineau","/chamber-1/constituency-158","Member","2004-10-05","2005-11-29","54","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-20","/parliament-38/chamber-1/committee-20/member-93","/parliament-38/chamber-1/committee-20/member-93"
"55",38,1,1,24,93,"Transport, Infrastructure and Communities","TRAN","/chamber-1/committee-24","Françoise Boivin","/chamber-1/member-93","Gatineau","/chamber-1/constituency-158","Associate Member","2004-10-07","2005-11-29","55","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-24","/parliament-38/chamber-1/committee-24/member-93","/parliament-38/chamber-1/committee-24/member-93"
"56",38,1,1,9,94,"Foreign Affairs and International Development","FAAE","/chamber-1/committee-9","Raymond Bonin","/chamber-1/member-94","Nickel Belt","/chamber-1/constituency-274","Associate Member","2005-05-18","2005-11-29","56","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-9","/parliament-38/chamber-1/committee-9/member-94","/parliament-38/chamber-1/committee-9/member-94"
"57",38,1,1,24,94,"Transport, Infrastructure and Communities","TRAN","/chamber-1/committee-24","Raymond Bonin","/chamber-1/member-94","Nickel Belt","/chamber-1/constituency-274","Member","2004-10-07","2005-11-29","57","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-24","/parliament-38/chamber-1/committee-24/member-94","/parliament-38/chamber-1/committee-24/member-94"
"58",38,1,1,12,95,"Human Resources, Skills and Social Development and the Status of Persons with Disabilities","HUMA","/chamber-1/committee-12","France Bonsant","/chamber-1/member-95","Compton—Stanstead","/chamber-1/constituency-102","Associate Member","2004-10-07","2005-11-29","58","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-12","/parliament-38/chamber-1/committee-12/member-95","/parliament-38/chamber-1/committee-12/member-95"
"59",38,1,1,23,95,"Status of Women","FEWO","/chamber-1/committee-23","France Bonsant","/chamber-1/member-95","Compton—Stanstead","/chamber-1/constituency-102","Member","2004-10-07","2005-02-08","59","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-23","/parliament-38/chamber-1/committee-23/member-95","/parliament-38/chamber-1/committee-23/member-95"
"60",38,1,1,10,97,"Government Operations and Estimates","OGGO","/chamber-1/committee-10","Ken Boshcoff","/chamber-1/member-97","Thunder Bay—Rainy River","/chamber-1/constituency-407","Member","2004-10-07","2005-11-29","60","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-10","/parliament-38/chamber-1/committee-10/member-97","/parliament-38/chamber-1/committee-10/member-97"
"61",38,1,1,20,97,"Procedure and House Affairs","PROC","/chamber-1/committee-20","Ken Boshcoff","/chamber-1/member-97","Thunder Bay—Rainy River","/chamber-1/constituency-407","Associate Member","2005-02-02","2005-11-29","61","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-20","/parliament-38/chamber-1/committee-20/member-97","/parliament-38/chamber-1/committee-20/member-97"
"62",38,1,1,7,99,"Finance","FINA","/chamber-1/committee-7","Robert Bouchard","/chamber-1/member-99","Chicoutimi—Le Fjord","/chamber-1/constituency-95","Member","2005-10-21","2005-11-29","62","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-7","/parliament-38/chamber-1/committee-7/member-99","/parliament-38/chamber-1/committee-7/member-99"
"63",38,1,1,7,99,"Finance","FINA","/chamber-1/committee-7","Robert Bouchard","/chamber-1/member-99","Chicoutimi—Le Fjord","/chamber-1/constituency-95","Associate Member","2004-10-07","2005-11-29","63","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-7","/parliament-38/chamber-1/committee-7/member-99","/parliament-38/chamber-1/committee-7/member-99"
"64",38,1,1,19,101,"Official Languages","LANG","/chamber-1/committee-19","Don Boudria","/chamber-1/member-101","Glengarry—Prescott—Russell","/chamber-1/constituency-159","Associate Member","2004-10-20","2005-11-29","64","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-19","/parliament-38/chamber-1/committee-19/member-101","/parliament-38/chamber-1/committee-19/member-101"
"65",38,1,1,20,101,"Procedure and House Affairs","PROC","/chamber-1/committee-20","Don Boudria","/chamber-1/member-101","Glengarry—Prescott—Russell","/chamber-1/constituency-159","Member","2004-10-05","2004-10-05","65","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-20","/parliament-38/chamber-1/committee-20/member-101","/parliament-38/chamber-1/committee-20/member-101"
"66",38,1,1,20,101,"Procedure and House Affairs","PROC","/chamber-1/committee-20","Don Boudria","/chamber-1/member-101","Glengarry—Prescott—Russell","/chamber-1/constituency-159","Chair","2004-10-07","2005-11-29","66","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-20","/parliament-38/chamber-1/committee-20/member-101","/parliament-38/chamber-1/committee-20/member-101"
"67",38,1,1,2,105,"Access to Information, Privacy and Ethics","ETHI","/chamber-1/committee-2","Marc Boulianne","/chamber-1/member-105","Mégantic—L'Érable","/chamber-1/constituency-238","Member","2005-02-08","2005-11-29","67","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-2","/parliament-38/chamber-1/committee-2/member-105","/parliament-38/chamber-1/committee-2/member-105"
"68",38,1,1,6,105,"Environment and Sustainable Development","ENVI","/chamber-1/committee-6","Marc Boulianne","/chamber-1/member-105","Mégantic—L'Érable","/chamber-1/constituency-238","Associate Member","2004-10-07","2005-11-29","68","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-6","/parliament-38/chamber-1/committee-6/member-105","/parliament-38/chamber-1/committee-6/member-105"
"69",38,1,1,5,106,"Citizenship and Immigration","CIMM","/chamber-1/committee-5","Diane Bourgeois","/chamber-1/member-106","Terrebonne—Blainville","/chamber-1/constituency-404","Associate Member","2004-10-07","2005-11-29","69","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-5","/parliament-38/chamber-1/committee-5/member-106","/parliament-38/chamber-1/committee-5/member-106"
"70",38,1,1,16,106,"Justice and Human Rights","JUST","/chamber-1/committee-16","Diane Bourgeois","/chamber-1/member-106","Terrebonne—Blainville","/chamber-1/constituency-404","Member","2004-10-07","2004-10-13","70","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-16","/parliament-38/chamber-1/committee-16/member-106","/parliament-38/chamber-1/committee-16/member-106"
"71",38,1,1,1,113,"Aboriginal Affairs and Northern Development","AANO","/chamber-1/committee-1","Garry Breitkreuz","/chamber-1/member-113","Yorkton—Melville","/chamber-1/constituency-457","Associate Member","2004-10-07","2005-11-29","71","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-1","/parliament-38/chamber-1/committee-1/member-113","/parliament-38/chamber-1/committee-1/member-113"
"72",38,1,1,16,113,"Justice and Human Rights","JUST","/chamber-1/committee-16","Garry Breitkreuz","/chamber-1/member-113","Yorkton—Melville","/chamber-1/constituency-457","Member","2004-10-07","2005-10-07","72","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-16","/parliament-38/chamber-1/committee-16/member-113","/parliament-38/chamber-1/committee-16/member-113"
