"","parliament_number","session_number","chamber_number","committee_number","member_number","committee_name","committee_acronym","committee_ID","member_name","member_ID","constituency_name","constituency_ID","position","start_date","end_date","observation_mumber","parliament_path","chamber_path","committee_path","member_path","observation_path"
"12",38,1,1,12,46,"Human Resources, Skills and Social Development and the Status of Persons with Disabilities","HUMA","/chamber-1/committee-12","Eleni Bakopanos","/chamber-1/member-46","Ahuntsic","/chamber-1/constituency-5","Member","2004-10-07","2005-11-29","12","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-12","/parliament-38/chamber-1/committee-12/member-46","/parliament-38/chamber-1/committee-12/member-46"
"13",38,1,1,1,49,"Aboriginal Affairs and Northern Development","AANO","/chamber-1/committee-1","Sue Barnes","/chamber-1/member-49","London West","/chamber-1/constituency-219","Member","2004-10-07","2005-11-29","13","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-1","/parliament-38/chamber-1/committee-1/member-49","/parliament-38/chamber-1/committee-1/member-49"
"14",38,1,1,24,53,"Transport, Infrastructure and Communities","TRAN","/chamber-1/committee-24","Dave Batters","/chamber-1/member-53","Palliser","/chamber-1/constituency-299","Member","2004-10-07","2005-11-29","14","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-24","/parliament-38/chamber-1/committee-24/member-53","/parliament-38/chamber-1/committee-24/member-53"
"15",38,1,1,11,57,"Health","HESA","/chamber-1/committee-11","Colleen Beaumier","/chamber-1/member-57","Brampton West","/chamber-1/constituency-45","Member","2004-10-07","2005-11-29","15","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-11","/parliament-38/chamber-1/committee-11/member-57","/parliament-38/chamber-1/committee-11/member-57"
"16",38,1,1,1,62,"Aboriginal Affairs and Northern Development","AANO","/chamber-1/committee-1","André Bellavance","/chamber-1/member-62","Richmond—Arthabaska","/chamber-1/constituency-338","Member","2004-10-07","2005-10-07","16","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-1","/parliament-38/chamber-1/committee-1/member-62","/parliament-38/chamber-1/committee-1/member-62"
"17",38,1,1,3,62,"Agriculture and Agri-Food","AGRI","/chamber-1/committee-3","André Bellavance","/chamber-1/member-62","Richmond—Arthabaska","/chamber-1/constituency-338","Co-chair","2005-10-17","2005-11-29","17","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-3","/parliament-38/chamber-1/committee-3/member-62","/parliament-38/chamber-1/committee-3/member-62"
"18",38,1,1,10,65,"Government Operations and Estimates","OGGO","/chamber-1/committee-10","Leon Benoit","/chamber-1/member-65","Vegreville—Wainwright","/chamber-1/constituency-428","Chair","2004-10-14","2005-11-29","18","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-10","/parliament-38/chamber-1/committee-10/member-65","/parliament-38/chamber-1/committee-10/member-65"
"19",38,1,1,10,65,"Government Operations and Estimates","OGGO","/chamber-1/committee-10","Leon Benoit","/chamber-1/member-65","Vegreville—Wainwright","/chamber-1/constituency-428","Member","2004-10-07","2005-10-07","19","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-10","/parliament-38/chamber-1/committee-10/member-65","/parliament-38/chamber-1/committee-10/member-65"
"20",38,1,1,19,70,"Official Languages","LANG","/chamber-1/committee-19","Stéphane Bergeron","/chamber-1/member-70","Verchères—Les Patriotes","/chamber-1/constituency-429","Member","2005-04-18","2005-04-18","20","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-19","/parliament-38/chamber-1/committee-19/member-70","/parliament-38/chamber-1/committee-19/member-70"
"21",38,1,1,9,73,"Foreign Affairs and International Development","FAAE","/chamber-1/committee-9","Maurizio Bevilacqua","/chamber-1/member-73","Vaughan","/chamber-1/constituency-426","Member","2004-10-07","2005-11-29","21","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-9","/parliament-38/chamber-1/committee-9/member-73","/parliament-38/chamber-1/committee-9/member-73"
"22",38,1,1,3,75,"Agriculture and Agri-Food","AGRI","/chamber-1/committee-3","James Bezan","/chamber-1/member-75","Selkirk—Interlake—Eastman","/chamber-1/constituency-376","Member","2004-10-07","2005-11-29","22","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-3","/parliament-38/chamber-1/committee-3/member-75","/parliament-38/chamber-1/committee-3/member-75"
"23",38,1,1,6,77,"Environment and Sustainable Development","ENVI","/chamber-1/committee-6","Bernard Bigras","/chamber-1/member-77","Rosemont—La Petite-Patrie","/chamber-1/constituency-343","Member","2004-10-07","2005-10-07","23","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-6","/parliament-38/chamber-1/committee-6/member-77","/parliament-38/chamber-1/committee-6/member-77"
"24",38,1,1,6,77,"Environment and Sustainable Development","ENVI","/chamber-1/committee-6","Bernard Bigras","/chamber-1/member-77","Rosemont—La Petite-Patrie","/chamber-1/constituency-343","Co-chair","2004-10-19","2005-11-29","24","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-6","/parliament-38/chamber-1/committee-6/member-77","/parliament-38/chamber-1/committee-6/member-77"
"25",38,1,1,11,81,"Health","HESA","/chamber-1/committee-11","Bill Blaikie","/chamber-1/member-81","Elmwood—Transcona","/chamber-1/constituency-142","Member","2004-10-07","2005-11-29","25","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-11","/parliament-38/chamber-1/committee-11/member-81","/parliament-38/chamber-1/committee-11/member-81"
"26",38,1,1,8,84,"Fisheries and Oceans","FOPO","/chamber-1/committee-8","Raynald Blais","/chamber-1/member-84","Gaspésie—Îles-de-la-Madeleine","/chamber-1/constituency-156","Member","2004-10-07","2005-11-29","26","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-8","/parliament-38/chamber-1/committee-8/member-84","/parliament-38/chamber-1/committee-8/member-84"
"27",38,1,1,21,91,"Public Accounts","PACP","/chamber-1/committee-21","Alain Boire","/chamber-1/member-91","Beauharnois—Salaberry","/chamber-1/constituency-27","Member","2005-10-07","2005-11-29","27","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-21","/parliament-38/chamber-1/committee-21/member-91","/parliament-38/chamber-1/committee-21/member-91"
"28",38,1,1,20,93,"Procedure and House Affairs","PROC","/chamber-1/committee-20","Françoise Boivin","/chamber-1/member-93","Gatineau","/chamber-1/constituency-158","Member","2004-10-05","2005-11-29","28","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-20","/parliament-38/chamber-1/committee-20/member-93","/parliament-38/chamber-1/committee-20/member-93"
"29",38,1,1,24,94,"Transport, Infrastructure and Communities","TRAN","/chamber-1/committee-24","Raymond Bonin","/chamber-1/member-94","Nickel Belt","/chamber-1/constituency-274","Member","2004-10-07","2005-11-29","29","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-24","/parliament-38/chamber-1/committee-24/member-94","/parliament-38/chamber-1/committee-24/member-94"
"30",38,1,1,23,95,"Status of Women","FEWO","/chamber-1/committee-23","France Bonsant","/chamber-1/member-95","Compton—Stanstead","/chamber-1/constituency-102","Member","2004-10-07","2005-02-08","30","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-23","/parliament-38/chamber-1/committee-23/member-95","/parliament-38/chamber-1/committee-23/member-95"
"31",38,1,1,10,97,"Government Operations and Estimates","OGGO","/chamber-1/committee-10","Ken Boshcoff","/chamber-1/member-97","Thunder Bay—Rainy River","/chamber-1/constituency-407","Member","2004-10-07","2005-11-29","31","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-10","/parliament-38/chamber-1/committee-10/member-97","/parliament-38/chamber-1/committee-10/member-97"
"32",38,1,1,7,99,"Finance","FINA","/chamber-1/committee-7","Robert Bouchard","/chamber-1/member-99","Chicoutimi—Le Fjord","/chamber-1/constituency-95","Member","2005-10-21","2005-11-29","32","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-7","/parliament-38/chamber-1/committee-7/member-99","/parliament-38/chamber-1/committee-7/member-99"
"33",38,1,1,20,101,"Procedure and House Affairs","PROC","/chamber-1/committee-20","Don Boudria","/chamber-1/member-101","Glengarry—Prescott—Russell","/chamber-1/constituency-159","Chair","2004-10-07","2005-11-29","33","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-20","/parliament-38/chamber-1/committee-20/member-101","/parliament-38/chamber-1/committee-20/member-101"
"34",38,1,1,20,101,"Procedure and House Affairs","PROC","/chamber-1/committee-20","Don Boudria","/chamber-1/member-101","Glengarry—Prescott—Russell","/chamber-1/constituency-159","Member","2004-10-05","2004-10-05","34","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-20","/parliament-38/chamber-1/committee-20/member-101","/parliament-38/chamber-1/committee-20/member-101"
"35",38,1,1,2,105,"Access to Information, Privacy and Ethics","ETHI","/chamber-1/committee-2","Marc Boulianne","/chamber-1/member-105","Mégantic—L'Érable","/chamber-1/constituency-238","Member","2005-02-08","2005-11-29","35","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-2","/parliament-38/chamber-1/committee-2/member-105","/parliament-38/chamber-1/committee-2/member-105"
"36",38,1,1,16,106,"Justice and Human Rights","JUST","/chamber-1/committee-16","Diane Bourgeois","/chamber-1/member-106","Terrebonne—Blainville","/chamber-1/constituency-404","Member","2004-10-07","2004-10-13","36","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-16","/parliament-38/chamber-1/committee-16/member-106","/parliament-38/chamber-1/committee-16/member-106"
"37",38,1,1,16,113,"Justice and Human Rights","JUST","/chamber-1/committee-16","Garry Breitkreuz","/chamber-1/member-113","Yorkton—Melville","/chamber-1/constituency-457","Co-chair","2004-10-13","2005-11-29","37","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-16","/parliament-38/chamber-1/committee-16/member-113","/parliament-38/chamber-1/committee-16/member-113"
"38",38,1,1,16,113,"Justice and Human Rights","JUST","/chamber-1/committee-16","Garry Breitkreuz","/chamber-1/member-113","Yorkton—Melville","/chamber-1/constituency-457","Member","2004-10-07","2005-10-07","38","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-16","/parliament-38/chamber-1/committee-16/member-113","/parliament-38/chamber-1/committee-16/member-113"
"39",38,1,1,2,116,"Access to Information, Privacy and Ethics","ETHI","/chamber-1/committee-2","Ed Broadbent","/chamber-1/member-116","Ottawa Centre","/chamber-1/constituency-292","Member","2004-10-07","2004-10-07","39","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-2","/parliament-38/chamber-1/committee-2/member-116","/parliament-38/chamber-1/committee-2/member-116"
"40",38,1,1,2,116,"Access to Information, Privacy and Ethics","ETHI","/chamber-1/committee-2","Ed Broadbent","/chamber-1/member-116","Ottawa Centre","/chamber-1/constituency-292","Co-chair","2004-10-21","2005-02-08","40","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-2","/parliament-38/chamber-1/committee-2/member-116","/parliament-38/chamber-1/committee-2/member-116"
"41",38,1,1,11,118,"Health","HESA","/chamber-1/committee-11","Bonnie Brown","/chamber-1/member-118","Oakville","/chamber-1/constituency-286","Chair","2004-10-19","2005-11-29","41","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-11","/parliament-38/chamber-1/committee-11/member-118","/parliament-38/chamber-1/committee-11/member-118"
"42",38,1,1,11,118,"Health","HESA","/chamber-1/committee-11","Bonnie Brown","/chamber-1/member-118","Oakville","/chamber-1/constituency-286","Member","2004-10-07","2005-10-07","42","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-11","/parliament-38/chamber-1/committee-11/member-118","/parliament-38/chamber-1/committee-11/member-118"
"43",38,1,1,4,119,"Canadian Heritage","CHPC","/chamber-1/committee-4","Gordon Brown","/chamber-1/member-119","Leeds—Grenville—Thousand Islands and Rideau Lakes","/chamber-1/constituency-214","Member","2004-10-07","2005-11-29","43","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-4","/parliament-38/chamber-1/committee-4/member-119","/parliament-38/chamber-1/committee-4/member-119"
"44",38,1,1,23,123,"Status of Women","FEWO","/chamber-1/committee-23","Paule Brunelle","/chamber-1/member-123","Trois-Rivières","/chamber-1/constituency-415","Member","2004-10-07","2005-11-29","44","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-23","/parliament-38/chamber-1/committee-23/member-123","/parliament-38/chamber-1/committee-23/member-123"
"45",38,1,1,4,124,"Canadian Heritage","CHPC","/chamber-1/committee-4","Sarmite Bulte","/chamber-1/member-124","Parkdale—High Park","/chamber-1/constituency-301","Member","2004-10-07","2005-11-29","45","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-4","/parliament-38/chamber-1/committee-4/member-124","/parliament-38/chamber-1/committee-4/member-124"
"46",38,1,1,17,134,"National Defence","NDDN","/chamber-1/committee-17","John Cannis","/chamber-1/member-134","Scarborough Centre","/chamber-1/constituency-368","Chair","2005-06-07","2005-11-29","46","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-17","/parliament-38/chamber-1/committee-17/member-134","/parliament-38/chamber-1/committee-17/member-134"
"47",38,1,1,24,134,"Transport, Infrastructure and Communities","TRAN","/chamber-1/committee-24","John Cannis","/chamber-1/member-134","Scarborough Centre","/chamber-1/constituency-368","Member","2004-10-07","2005-10-07","47","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-24","/parliament-38/chamber-1/committee-24/member-134","/parliament-38/chamber-1/committee-24/member-134"
"48",38,1,1,14,136,"Industry, Science and Technology","INDU","/chamber-1/committee-14","Serge Cardin","/chamber-1/member-136","Sherbrooke","/chamber-1/constituency-378","Member","2004-10-07","2005-11-29","48","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-14","/parliament-38/chamber-1/committee-14/member-136","/parliament-38/chamber-1/committee-14/member-136"
"49",38,1,1,21,139,"Public Accounts","PACP","/chamber-1/committee-21","Gary Carr","/chamber-1/member-139","Halton","/chamber-1/constituency-166","Co-chair","2005-10-18","2005-11-29","49","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-21","/parliament-38/chamber-1/committee-21/member-139","/parliament-38/chamber-1/committee-21/member-139"
"50",38,1,1,21,139,"Public Accounts","PACP","/chamber-1/committee-21","Gary Carr","/chamber-1/member-139","Halton","/chamber-1/constituency-166","Member","2004-10-07","2005-10-07","50","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-21","/parliament-38/chamber-1/committee-21/member-139","/parliament-38/chamber-1/committee-21/member-139"
"51",38,1,1,11,141,"Health","HESA","/chamber-1/committee-11","Colin Carrie","/chamber-1/member-141","Oshawa","/chamber-1/constituency-291","Member","2004-10-07","2005-11-29","51","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-11","/parliament-38/chamber-1/committee-11/member-141","/parliament-38/chamber-1/committee-11/member-141"
"52",38,1,1,24,142,"Transport, Infrastructure and Communities","TRAN","/chamber-1/committee-24","Robert Carrier","/chamber-1/member-142","Alfred-Pellan","/chamber-1/constituency-9","Member","2004-10-07","2005-11-29","52","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-24","/parliament-38/chamber-1/committee-24/member-142","/parliament-38/chamber-1/committee-24/member-142"
"53",38,1,1,20,144,"Procedure and House Affairs","PROC","/chamber-1/committee-20","Bill Casey","/chamber-1/member-144","Cumberland—Colchester","/chamber-1/constituency-107","Member","2004-10-05","2005-11-29","53","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-20","/parliament-38/chamber-1/committee-20/member-144","/parliament-38/chamber-1/committee-20/member-144"
"54",38,1,1,17,147,"National Defence","NDDN","/chamber-1/committee-17","Rick Casson","/chamber-1/member-147","Lethbridge","/chamber-1/constituency-215","Co-chair","2004-10-14","2005-11-29","54","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-17","/parliament-38/chamber-1/committee-17/member-147","/parliament-38/chamber-1/committee-17/member-147"
"55",38,1,1,17,147,"National Defence","NDDN","/chamber-1/committee-17","Rick Casson","/chamber-1/member-147","Lethbridge","/chamber-1/constituency-215","Member","2004-10-07","2005-10-07","55","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-17","/parliament-38/chamber-1/committee-17/member-147","/parliament-38/chamber-1/committee-17/member-147"
"56",38,1,1,4,148,"Canadian Heritage","CHPC","/chamber-1/committee-4","Marlene Catterall","/chamber-1/member-148","Ottawa West—Nepean","/chamber-1/constituency-294","Member","2004-10-07","2005-10-07","56","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-4","/parliament-38/chamber-1/committee-4/member-148","/parliament-38/chamber-1/committee-4/member-148"
"57",38,1,1,4,148,"Canadian Heritage","CHPC","/chamber-1/committee-4","Marlene Catterall","/chamber-1/member-148","Ottawa West—Nepean","/chamber-1/constituency-294","Chair","2004-10-18","2005-11-29","57","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-4","/parliament-38/chamber-1/committee-4/member-148","/parliament-38/chamber-1/committee-4/member-148"
"58",38,1,1,11,150,"Health","HESA","/chamber-1/committee-11","Brenda Chamberlain","/chamber-1/member-150","Guelph","/chamber-1/constituency-161","Member","2004-10-07","2005-11-29","58","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-11","/parliament-38/chamber-1/committee-11/member-150","/parliament-38/chamber-1/committee-11/member-150"
"59",38,1,1,2,155,"Access to Information, Privacy and Ethics","ETHI","/chamber-1/committee-2","David Chatters","/chamber-1/member-155","Westlock—St. Paul","/chamber-1/constituency-439","Member","2004-10-07","2005-10-07","59","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-2","/parliament-38/chamber-1/committee-2/member-155","/parliament-38/chamber-1/committee-2/member-155"
"60",38,1,1,2,155,"Access to Information, Privacy and Ethics","ETHI","/chamber-1/committee-2","David Chatters","/chamber-1/member-155","Westlock—St. Paul","/chamber-1/constituency-439","Chair","2004-10-21","2005-11-29","60","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-2","/parliament-38/chamber-1/committee-2/member-155","/parliament-38/chamber-1/committee-2/member-155"
"61",38,1,1,21,163,"Public Accounts","PACP","/chamber-1/committee-21","David Christopherson","/chamber-1/member-163","Hamilton Centre","/chamber-1/constituency-167","Member","2004-10-07","2005-11-29","61","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-21","/parliament-38/chamber-1/committee-21/member-163","/parliament-38/chamber-1/committee-21/member-163"
"62",38,1,1,5,166,"Citizenship and Immigration","CIMM","/chamber-1/committee-5","Roger Clavet","/chamber-1/member-166","Louis-Hébert","/chamber-1/constituency-226","Member","2004-10-07","2005-11-29","62","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-5","/parliament-38/chamber-1/committee-5/member-166","/parliament-38/chamber-1/committee-5/member-166"
"63",38,1,1,1,167,"Aboriginal Affairs and Northern Development","AANO","/chamber-1/committee-1","Bernard Cleary","/chamber-1/member-167","Louis-Saint-Laurent","/chamber-1/constituency-227","Member","2004-10-07","2005-10-07","63","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-1","/parliament-38/chamber-1/committee-1/member-167","/parliament-38/chamber-1/committee-1/member-167"
"64",38,1,1,1,167,"Aboriginal Affairs and Northern Development","AANO","/chamber-1/committee-1","Bernard Cleary","/chamber-1/member-167","Louis-Saint-Laurent","/chamber-1/constituency-227","Co-chair","2004-10-19","2005-11-29","64","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-1","/parliament-38/chamber-1/committee-1/member-167","/parliament-38/chamber-1/committee-1/member-167"
"65",38,1,1,14,171,"Industry, Science and Technology","INDU","/chamber-1/committee-14","Denis Coderre","/chamber-1/member-171","Bourassa","/chamber-1/constituency-38","Member","2004-10-07","2005-11-29","65","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-14","/parliament-38/chamber-1/committee-14/member-171","/parliament-38/chamber-1/committee-14/member-171"
"66",38,1,1,16,172,"Justice and Human Rights","JUST","/chamber-1/committee-16","Joe Comartin","/chamber-1/member-172","Windsor—Tecumseh","/chamber-1/constituency-447","Member","2004-10-07","2005-11-29","66","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-16","/parliament-38/chamber-1/committee-16/member-172","/parliament-38/chamber-1/committee-16/member-172"
"67",38,1,1,7,176,"Finance","FINA","/chamber-1/committee-7","Guy Côté","/chamber-1/member-176","Portneuf—Jacques-Cartier","/chamber-1/constituency-318","Member","2004-10-07","2005-11-29","67","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-7","/parliament-38/chamber-1/committee-7/member-176","/parliament-38/chamber-1/committee-7/member-176"
"68",38,1,1,14,179,"Industry, Science and Technology","INDU","/chamber-1/committee-14","Paul Crête","/chamber-1/member-179","Montmagny—L'Islet—Kamouraska—Rivière-du-Loup","/chamber-1/constituency-256","Member","2004-10-07","2005-10-07","68","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-14","/parliament-38/chamber-1/committee-14/member-179","/parliament-38/chamber-1/committee-14/member-179"
"69",38,1,1,14,179,"Industry, Science and Technology","INDU","/chamber-1/committee-14","Paul Crête","/chamber-1/member-179","Montmagny—L'Islet—Kamouraska—Rivière-du-Loup","/chamber-1/constituency-256","Co-chair","2004-10-19","2005-11-29","69","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-14","/parliament-38/chamber-1/committee-14/member-179","/parliament-38/chamber-1/committee-14/member-179"
"70",38,1,1,23,182,"Status of Women","FEWO","/chamber-1/committee-23","Jean Crowder","/chamber-1/member-182","Nanaimo—Cowichan","/chamber-1/constituency-261","Member","2004-10-07","2005-11-29","70","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-23","/parliament-38/chamber-1/committee-23/member-182","/parliament-38/chamber-1/committee-23/member-182"
"71",38,1,1,23,182,"Status of Women","FEWO","/chamber-1/committee-23","Jean Crowder","/chamber-1/member-182","Nanaimo—Cowichan","/chamber-1/constituency-261","Co-chair","2004-10-19","2005-11-29","71","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-23","/parliament-38/chamber-1/committee-23/member-182","/parliament-38/chamber-1/committee-23/member-182"
"72",38,1,1,6,183,"Environment and Sustainable Development","ENVI","/chamber-1/committee-6","Nathan Cullen","/chamber-1/member-183","Skeena—Bulkley Valley","/chamber-1/constituency-382","Member","2004-10-07","2005-11-29","72","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-6","/parliament-38/chamber-1/committee-6/member-183","/parliament-38/chamber-1/committee-6/member-183"
"73",38,1,1,19,184,"Official Languages","LANG","/chamber-1/committee-19","Roy Cullen","/chamber-1/member-184","Etobicoke North","/chamber-1/constituency-147","Member","2004-10-07","2005-11-29","73","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/committee-19","/parliament-38/chamber-1/committee-19/member-184","/parliament-38/chamber-1/committee-19/member-184"
