"observation_path","chamber_path","member_path","observation_number","chamber_number","member_number","chamber_name","full_name","first_name","last_name","constituency_name","constituency_ID","party_name","start_date","end_date"
"/chamber-1/member-11","/chamber-1","/chamber-1/member-11",11,1,11,"House of Commons","Omar Alghabra","Omar","Alghabra","Mississauga—Erindale","/chamber-1/constituency-158","Liberal Party of Canada",2006-01-23,2008-10-10
"/chamber-1/member-12","/chamber-1","/chamber-1/member-12",12,1,12,"House of Commons","Malcolm Allen","Malcolm","Allen","Welland","/chamber-1/constituency-286","New Democratic Party",2008-10-14,2015-10-10
"/chamber-1/member-13","/chamber-1","/chamber-1/member-13",13,1,13,"House of Commons","Mike Allen","Mike","Allen","Tobique—Mactaquac","/chamber-1/constituency-269","Conservative Party of Canada",2006-01-23,2015-10-10
"/chamber-1/member-14","/chamber-1","/chamber-1/member-14",14,1,14,"House of Commons","Dean Allison","Dean","Allison","Niagara West—Glanbrook","/chamber-1/constituency-173","Conservative Party of Canada",2004-06-28,2015-10-10
"/chamber-1/member-15","/chamber-1","/chamber-1/member-15",15,1,15,"House of Commons","Stella Ambler","Stella","Ambler","Mississauga South","/chamber-1/constituency-156","Conservative Party of Canada",2011-05-02,2015-10-10
"/chamber-1/member-16","/chamber-1","/chamber-1/member-16",16,1,16,"House of Commons","Rona Ambrose","Rona","Ambrose","Edmonton—Spruce Grove","/chamber-1/constituency-78","Conservative Party of Canada",2004-06-28,2015-10-10
"/chamber-1/member-17","/chamber-1","/chamber-1/member-17",17,1,17,"House of Commons","Rob Anders","Rob","Anders","Calgary West","/chamber-1/constituency-42","Conservative Party of Canada",2004-06-28,2015-10-10
"/chamber-1/member-18","/chamber-1","/chamber-1/member-18",18,1,18,"House of Commons","David Anderson","David","Anderson","Cypress Hills—Grasslands","/chamber-1/constituency-62","Conservative Party of Canada",2004-06-28,2015-10-10
"/chamber-1/member-19","/chamber-1","/chamber-1/member-19",19,1,19,"House of Commons","David Anderson","David","Anderson","Victoria","/chamber-1/constituency-284","Liberal Party of Canada",2004-06-28,2006-01-01
"/chamber-1/member-20","/chamber-1","/chamber-1/member-20",20,1,20,"House of Commons","Guy André","Guy","André","Berthier—Maskinongé","/chamber-1/constituency-20","Bloc Québécois",2004-06-28,2011-05-05
"/chamber-1/member-21","/chamber-1","/chamber-1/member-21",21,1,21,"House of Commons","Scott Andrews","Scott","Andrews","Avalon","/chamber-1/constituency-11","Liberal Party of Canada",2008-10-14,2015-10-10
"/chamber-1/member-22","/chamber-1","/chamber-1/member-22",22,1,22,"House of Commons","Charlie Angus","Charlie","Angus","Timmins—James Bay","/chamber-1/constituency-268","New Democratic Party",2004-06-28,2015-10-10
"/chamber-1/member-23","/chamber-1","/chamber-1/member-23",23,1,23,"House of Commons","Scott Armstrong","Scott","Armstrong","Cumberland—Colchester—Musquodoboit Valley","/chamber-1/constituency-61","Conservative Party of Canada",2009-11-09,2015-10-10
"/chamber-1/member-24","/chamber-1","/chamber-1/member-24",24,1,24,"House of Commons","André Arthur","André","Arthur","Portneuf—Jacques-Cartier","/chamber-1/constituency-206","Independent",2006-01-23,2011-05-05
"/chamber-1/member-25","/chamber-1","/chamber-1/member-25",25,1,25,"House of Commons","Keith Ashfield","Keith","Ashfield","Fredericton","/chamber-1/constituency-92","Conservative Party of Canada",2008-10-14,2015-10-10
"/chamber-1/member-26","/chamber-1","/chamber-1/member-26",26,1,26,"House of Commons","Niki Ashton","Niki","Ashton","Churchill","/chamber-1/constituency-58","New Democratic Party",2008-10-14,2015-10-10
"/chamber-1/member-27","/chamber-1","/chamber-1/member-27",27,1,27,"House of Commons","Jay Aspin","Jay","Aspin","Nipissing—Timiskaming","/chamber-1/constituency-175","Conservative Party of Canada",2011-05-02,2015-10-10
"/chamber-1/member-28","/chamber-1","/chamber-1/member-28",28,1,28,"House of Commons","Gérard Asselin","Gérard","Asselin","Manicouagan","/chamber-1/constituency-149","Bloc Québécois",2004-06-28,2011-05-05
"/chamber-1/member-29","/chamber-1","/chamber-1/member-29",29,1,29,"House of Commons","Alex Atamanenko","Alex","Atamanenko","British Columbia Southern Interior","/chamber-1/constituency-29","New Democratic Party",2006-01-23,2015-10-10
"/chamber-1/member-30","/chamber-1","/chamber-1/member-30",30,1,30,"House of Commons","Robert Aubin","Robert","Aubin","Trois-Rivières","/chamber-1/constituency-273","New Democratic Party",2011-05-02,2015-10-10
"/chamber-1/member-31","/chamber-1","/chamber-1/member-31",31,1,31,"House of Commons","Jean Augustine","Jean","Augustine","Etobicoke—Lakeshore","/chamber-1/constituency-89","Liberal Party of Canada",2004-06-28,2006-01-01
"/chamber-1/member-32","/chamber-1","/chamber-1/member-32",32,1,32,"House of Commons","Paulina Ayala","Paulina","Ayala","Honoré-Mercier","/chamber-1/constituency-108","New Democratic Party",2011-05-02,2015-10-10
"/chamber-1/member-33","/chamber-1","/chamber-1/member-33",33,1,33,"House of Commons","Claude Bachand","Claude","Bachand","Saint-Jean","/chamber-1/constituency-232","Bloc Québécois",2004-06-28,2011-05-05
"/chamber-1/member-34","/chamber-1","/chamber-1/member-34",34,1,34,"House of Commons","Larry Bagnell","Larry","Bagnell","Yukon","/chamber-1/constituency-308","Liberal Party of Canada",2004-06-28,2011-05-05
"/chamber-1/member-35","/chamber-1","/chamber-1/member-35",35,1,35,"House of Commons","Navdeep Bains","Navdeep","Bains","Mississauga—Brampton South","/chamber-1/constituency-157","Liberal Party of Canada",2004-06-28,2011-05-05
"/chamber-1/member-36","/chamber-1","/chamber-1/member-36",36,1,36,"House of Commons","John Baird","John","Baird","Ottawa West—Nepean","/chamber-1/constituency-188","Conservative Party of Canada",2006-01-23,2015-03-03
"/chamber-1/member-37","/chamber-1","/chamber-1/member-37",37,1,37,"House of Commons","Eleni Bakopanos","Eleni","Bakopanos","Ahuntsic","/chamber-1/constituency-5","Liberal Party of Canada",2004-06-28,2006-01-01
"/chamber-1/member-38","/chamber-1","/chamber-1/member-38",38,1,38,"House of Commons","Vivian Barbot","Vivian","Barbot","Papineau","/chamber-1/constituency-194","Bloc Québécois",2006-01-23,2008-10-10
"/chamber-1/member-39","/chamber-1","/chamber-1/member-39",39,1,39,"House of Commons","John Barlow","John","Barlow","Macleod","/chamber-1/constituency-146","Conservative Party of Canada",2014-06-30,2015-10-10
"/chamber-1/member-40","/chamber-1","/chamber-1/member-40",40,1,40,"House of Commons","Sue Barnes","Sue","Barnes","London West","/chamber-1/constituency-140","Liberal Party of Canada",2004-06-28,2008-10-10
"/chamber-1/member-41","/chamber-1","/chamber-1/member-41",41,1,41,"House of Commons","Joyce Bateman","Joyce","Bateman","Winnipeg South Centre","/chamber-1/constituency-301","Conservative Party of Canada",2011-05-02,2015-10-10
"/chamber-1/member-42","/chamber-1","/chamber-1/member-42",42,1,42,"House of Commons","Dave Batters","Dave","Batters","Palliser","/chamber-1/constituency-193","Conservative Party of Canada",2004-06-28,2008-10-10
"/chamber-1/member-43","/chamber-1","/chamber-1/member-43",43,1,43,"House of Commons","Josée Beaudin","Josée","Beaudin","Saint-Lambert","/chamber-1/constituency-233","Bloc Québécois",2008-10-14,2011-05-05
"/chamber-1/member-44","/chamber-1","/chamber-1/member-44",44,1,44,"House of Commons","Colleen Beaumier","Colleen","Beaumier","Brampton West","/chamber-1/constituency-25","Liberal Party of Canada",2004-06-28,2008-10-10
"/chamber-1/member-45","/chamber-1","/chamber-1/member-45",45,1,45,"House of Commons","Mauril Bélanger","Mauril","Bélanger","Ottawa—Vanier","/chamber-1/constituency-190","Liberal Party of Canada",2004-06-28,2015-10-10
"/chamber-1/member-46","/chamber-1","/chamber-1/member-46",46,1,46,"House of Commons","Catherine Bell","Catherine","Bell","Vancouver Island North","/chamber-1/constituency-276","New Democratic Party",2006-01-23,2008-10-10
"/chamber-1/member-47","/chamber-1","/chamber-1/member-47",47,1,47,"House of Commons","Don Bell","Don","Bell","North Vancouver","/chamber-1/constituency-176","Liberal Party of Canada",2004-06-28,2008-10-10
"/chamber-1/member-48","/chamber-1","/chamber-1/member-48",48,1,48,"House of Commons","André Bellavance","André","Bellavance","Richmond—Arthabaska","/chamber-1/constituency-220","Bloc Québécois",2004-06-28,2015-10-10
"/chamber-1/member-49","/chamber-1","/chamber-1/member-49",49,1,49,"House of Commons","Carolyn Bennett","Carolyn","Bennett","St. Paul's","/chamber-1/constituency-259","Liberal Party of Canada",2004-06-28,2015-10-10
"/chamber-1/member-50","/chamber-1","/chamber-1/member-50",50,1,50,"House of Commons","Leon Benoit","Leon","Benoit","Vegreville—Wainwright","/chamber-1/constituency-282","Conservative Party of Canada",2004-06-28,2015-10-10
"/chamber-1/member-51","/chamber-1","/chamber-1/member-51",51,1,51,"House of Commons","Tyrone Benskin","Tyrone","Benskin","Jeanne-Le Ber","/chamber-1/constituency-112","New Democratic Party",2011-05-02,2015-10-10
"/chamber-1/member-52","/chamber-1","/chamber-1/member-52",52,1,52,"House of Commons","Candice Bergen","Candice","Bergen","Portage—Lisgar","/chamber-1/constituency-205","Conservative Party of Canada",2011-05-02,2015-10-10
"/chamber-1/member-53","/chamber-1","/chamber-1/member-53",53,1,53,"House of Commons","Stéphane Bergeron","Stéphane","Bergeron","Verchères—Les Patriotes","/chamber-1/constituency-283","Bloc Québécois",2004-06-28,2005-11-11
"/chamber-1/member-54","/chamber-1","/chamber-1/member-54",54,1,54,"House of Commons","Maxime Bernier","Maxime","Bernier","Beauce","/chamber-1/constituency-16","Conservative Party of Canada",2006-01-23,2015-10-10
"/chamber-1/member-55","/chamber-1","/chamber-1/member-55",55,1,55,"House of Commons","Maurizio Bevilacqua","Maurizio","Bevilacqua","Vaughan","/chamber-1/constituency-281","Liberal Party of Canada",2004-06-28,2010-09-09
"/chamber-1/member-56","/chamber-1","/chamber-1/member-56",56,1,56,"House of Commons","Dennis Bevington","Dennis","Bevington","Northwest Territories","/chamber-1/constituency-178","New Democratic Party",2006-01-23,2015-10-10
"/chamber-1/member-57","/chamber-1","/chamber-1/member-57",57,1,57,"House of Commons","James Bezan","James","Bezan","Selkirk—Interlake","/chamber-1/constituency-247","Conservative Party of Canada",2004-06-28,2015-10-10
"/chamber-1/member-58","/chamber-1","/chamber-1/member-58",58,1,58,"House of Commons","Bernard Bigras","Bernard","Bigras","Rosemont—La Petite-Patrie","/chamber-1/constituency-225","Bloc Québécois",2004-06-28,2011-05-05
"/chamber-1/member-59","/chamber-1","/chamber-1/member-59",59,1,59,"House of Commons","Dawn Black","Dawn","Black","New Westminster—Coquitlam","/chamber-1/constituency-169","New Democratic Party",2006-01-23,2009-04-04
"/chamber-1/member-60","/chamber-1","/chamber-1/member-60",60,1,60,"House of Commons","Jean-Pierre Blackburn","Jean-Pierre","Blackburn","Jonquière—Alma","/chamber-1/constituency-114","Conservative Party of Canada",2006-01-23,2011-05-05
"/chamber-1/member-61","/chamber-1","/chamber-1/member-61",61,1,61,"House of Commons","Bill Blaikie","Bill","Blaikie","Elmwood—Transcona","/chamber-1/constituency-84","New Democratic Party",2004-06-28,2008-10-10
"/chamber-1/member-62","/chamber-1","/chamber-1/member-62",62,1,62,"House of Commons","Raynald Blais","Raynald","Blais","Gaspésie—Îles-de-la-Madeleine","/chamber-1/constituency-94","Bloc Québécois",2004-06-28,2011-05-05
"/chamber-1/member-63","/chamber-1","/chamber-1/member-63",63,1,63,"House of Commons","Denis Blanchette","Denis","Blanchette","Louis-Hébert","/chamber-1/constituency-144","New Democratic Party",2011-05-02,2015-10-10
"/chamber-1/member-64","/chamber-1","/chamber-1/member-64",64,1,64,"House of Commons","Lysane Blanchette-Lamothe","Lysane","Blanchette-Lamothe","Pierrefonds—Dollard","/chamber-1/constituency-201","New Democratic Party",2011-05-02,2015-10-10
"/chamber-1/member-65","/chamber-1","/chamber-1/member-65",65,1,65,"House of Commons","Steven Blaney","Steven","Blaney","Lévis—Bellechasse","/chamber-1/constituency-138","Conservative Party of Canada",2006-01-23,2015-10-10
"/chamber-1/member-66","/chamber-1","/chamber-1/member-66",66,1,66,"House of Commons","Kelly Block","Kelly","Block","Saskatoon—Rosetown—Biggar","/chamber-1/constituency-239","Conservative Party of Canada",2008-10-14,2015-10-10
"/chamber-1/member-67","/chamber-1","/chamber-1/member-67",67,1,67,"House of Commons","Ethel Blondin-Andrew","Ethel","Blondin-Andrew","Northwest Territories","/chamber-1/constituency-178","Liberal Party of Canada",2004-06-28,2006-01-01
"/chamber-1/member-68","/chamber-1","/chamber-1/member-68",68,1,68,"House of Commons","Alain Boire","Alain","Boire","Beauharnois—Salaberry","/chamber-1/constituency-17","Bloc Québécois",2004-06-28,2006-01-01
"/chamber-1/member-69","/chamber-1","/chamber-1/member-69",69,1,69,"House of Commons","Françoise Boivin","Françoise","Boivin","Gatineau","/chamber-1/constituency-95","Liberal Party of Canada",2004-06-28,2015-10-10
"/chamber-1/member-70","/chamber-1","/chamber-1/member-70",70,1,70,"House of Commons","Raymond Bonin","Raymond","Bonin","Nickel Belt","/chamber-1/constituency-174","Liberal Party of Canada",2004-06-28,2008-10-10
"/chamber-1/member-71","/chamber-1","/chamber-1/member-71",71,1,71,"House of Commons","France Bonsant","France","Bonsant","Compton—Stanstead","/chamber-1/constituency-59","Bloc Québécois",2004-06-28,2011-05-05
"/chamber-1/member-72","/chamber-1","/chamber-1/member-72",72,1,72,"House of Commons","Charmaine Borg","Charmaine","Borg","Terrebonne—Blainville","/chamber-1/constituency-264","New Democratic Party",2011-05-02,2015-10-10
"/chamber-1/member-73","/chamber-1","/chamber-1/member-73",73,1,73,"House of Commons","Ken Boshcoff","Ken","Boshcoff","Thunder Bay—Rainy River","/chamber-1/constituency-266","Liberal Party of Canada",2004-06-28,2008-10-10
"/chamber-1/member-74","/chamber-1","/chamber-1/member-74",74,1,74,"House of Commons","Robert Bouchard","Robert","Bouchard","Chicoutimi—Le Fjord","/chamber-1/constituency-56","Bloc Québécois",2004-06-28,2011-05-05
"/chamber-1/member-75","/chamber-1","/chamber-1/member-75",75,1,75,"House of Commons","Sylvie Boucher","Sylvie","Boucher","Beauport—Limoilou","/chamber-1/constituency-18","Conservative Party of Canada",2006-01-23,2011-05-05
"/chamber-1/member-76","/chamber-1","/chamber-1/member-76",76,1,76,"House of Commons","Don Boudria","Don","Boudria","Glengarry—Prescott—Russell","/chamber-1/constituency-96","Liberal Party of Canada",2004-06-28,2006-01-01
"/chamber-1/member-77","/chamber-1","/chamber-1/member-77",77,1,77,"House of Commons","Ray Boughen","Ray","Boughen","Palliser","/chamber-1/constituency-193","Conservative Party of Canada",2008-10-14,2015-10-10
"/chamber-1/member-78","/chamber-1","/chamber-1/member-78",78,1,78,"House of Commons","Alexandre Boulerice","Alexandre","Boulerice","Rosemont—La Petite-Patrie","/chamber-1/constituency-225","New Democratic Party",2011-05-02,2015-10-10
"/chamber-1/member-79","/chamber-1","/chamber-1/member-79",79,1,79,"House of Commons","Marc Boulianne","Marc","Boulianne","Mégantic—L'Érable","/chamber-1/constituency-153","Bloc Québécois",2004-06-28,2006-01-01
"/chamber-1/member-80","/chamber-1","/chamber-1/member-80",80,1,80,"House of Commons","Diane Bourgeois","Diane","Bourgeois","Terrebonne—Blainville","/chamber-1/constituency-264","Bloc Québécois",2004-06-28,2011-05-05
"/chamber-1/member-81","/chamber-1","/chamber-1/member-81",81,1,81,"House of Commons","Marjolaine Boutin-Sweet","Marjolaine","Boutin-Sweet","Hochelaga","/chamber-1/constituency-107","New Democratic Party",2011-05-02,2015-10-10
"/chamber-1/member-82","/chamber-1","/chamber-1/member-82",82,1,82,"House of Commons","Claudette Bradshaw","Claudette","Bradshaw","Moncton—Riverview—Dieppe","/chamber-1/constituency-160","Liberal Party of Canada",2004-06-28,2006-01-01
"/chamber-1/member-83","/chamber-1","/chamber-1/member-83",83,1,83,"House of Commons","Tarik Brahmi","Tarik","Brahmi","Saint-Jean","/chamber-1/constituency-232","New Democratic Party",2011-05-02,2015-10-10
"/chamber-1/member-84","/chamber-1","/chamber-1/member-84",84,1,84,"House of Commons","Peter Braid","Peter","Braid","Kitchener—Waterloo","/chamber-1/constituency-123","Conservative Party of Canada",2008-10-14,2015-10-10
"/chamber-1/member-85","/chamber-1","/chamber-1/member-85",85,1,85,"House of Commons","Garry Breitkreuz","Garry","Breitkreuz","Yorkton—Melville","/chamber-1/constituency-307","Conservative Party of Canada",2004-06-28,2015-10-10
"/chamber-1/member-86","/chamber-1","/chamber-1/member-86",86,1,86,"House of Commons","Scott Brison","Scott","Brison","Kings—Hants","/chamber-1/constituency-119","Liberal Party of Canada",2004-06-28,2015-10-10
"/chamber-1/member-87","/chamber-1","/chamber-1/member-87",87,1,87,"House of Commons","Ed Broadbent","Ed","Broadbent","Ottawa Centre","/chamber-1/constituency-186","New Democratic Party",2004-06-28,2006-01-01
"/chamber-1/member-88","/chamber-1","/chamber-1/member-88",88,1,88,"House of Commons","Ruth Ellen Brosseau","Ruth Ellen","Brosseau","Berthier—Maskinongé","/chamber-1/constituency-20","New Democratic Party",2011-05-02,2015-10-10
"/chamber-1/member-89","/chamber-1","/chamber-1/member-89",89,1,89,"House of Commons","Bonnie Brown","Bonnie","Brown","Oakville","/chamber-1/constituency-182","Liberal Party of Canada",2004-06-28,2008-10-10
"/chamber-1/member-90","/chamber-1","/chamber-1/member-90",90,1,90,"House of Commons","Gordon Brown","Gordon","Brown","Leeds—Grenville","/chamber-1/constituency-136","Conservative Party of Canada",2004-06-28,2015-10-10
"/chamber-1/member-91","/chamber-1","/chamber-1/member-91",91,1,91,"House of Commons","Lois Brown","Lois","Brown","Newmarket—Aurora","/chamber-1/constituency-170","Conservative Party of Canada",2008-10-14,2015-10-10
"/chamber-1/member-92","/chamber-1","/chamber-1/member-92",92,1,92,"House of Commons","Patrick Brown","Patrick","Brown","Barrie","/chamber-1/constituency-12","Conservative Party of Canada",2006-01-23,2015-05-05
"/chamber-1/member-93","/chamber-1","/chamber-1/member-93",93,1,93,"House of Commons","Rod Bruinooge","Rod","Bruinooge","Winnipeg South","/chamber-1/constituency-300","Conservative Party of Canada",2006-01-23,2015-10-10
"/chamber-1/member-94","/chamber-1","/chamber-1/member-94",94,1,94,"House of Commons","Paule Brunelle","Paule","Brunelle","Trois-Rivières","/chamber-1/constituency-273","Bloc Québécois",2004-06-28,2011-05-05
"/chamber-1/member-95","/chamber-1","/chamber-1/member-95",95,1,95,"House of Commons","Sarmite Bulte","Sarmite","Bulte","Parkdale—High Park","/chamber-1/constituency-195","Liberal Party of Canada",2004-06-28,2006-01-01
"/chamber-1/member-96","/chamber-1","/chamber-1/member-96",96,1,96,"House of Commons","Brad Butt","Brad","Butt","Mississauga—Streetsville","/chamber-1/constituency-159","Conservative Party of Canada",2011-05-02,2015-10-10
"/chamber-1/member-97","/chamber-1","/chamber-1/member-97",97,1,97,"House of Commons","Gerry Byrne","Gerry","Byrne","Humber—St. Barbe—Baie Verte","/chamber-1/constituency-110","Liberal Party of Canada",2004-06-28,2015-10-10
"/chamber-1/member-98","/chamber-1","/chamber-1/member-98",98,1,98,"House of Commons","Chuck Cadman","Chuck","Cadman","Surrey North","/chamber-1/constituency-262","Independent",2004-06-28,2005-07-07
"/chamber-1/member-99","/chamber-1","/chamber-1/member-99",99,1,99,"House of Commons","Dona Cadman","Dona","Cadman","Surrey North","/chamber-1/constituency-262","Conservative Party of Canada",2008-10-14,2011-05-05
"/chamber-1/member-100","/chamber-1","/chamber-1/member-100",100,1,100,"House of Commons","Paul Calandra","Paul","Calandra","Oak Ridges—Markham","/chamber-1/constituency-181","Conservative Party of Canada",2008-10-14,2015-10-10
"/chamber-1/member-101","/chamber-1","/chamber-1/member-101",101,1,101,"House of Commons","Blaine Calkins","Blaine","Calkins","Wetaskiwin","/chamber-1/constituency-292","Conservative Party of Canada",2006-01-23,2015-10-10
"/chamber-1/member-102","/chamber-1","/chamber-1/member-102",102,1,102,"House of Commons","Ron Cannan","Ron","Cannan","Kelowna—Lake Country","/chamber-1/constituency-116","Conservative Party of Canada",2006-01-23,2015-10-10
"/chamber-1/member-103","/chamber-1","/chamber-1/member-103",103,1,103,"House of Commons","John Cannis","John","Cannis","Scarborough Centre","/chamber-1/constituency-242","Liberal Party of Canada",2004-06-28,2011-05-05
"/chamber-1/member-104","/chamber-1","/chamber-1/member-104",104,1,104,"House of Commons","Lawrence Cannon","Lawrence","Cannon","Pontiac","/chamber-1/constituency-203","Conservative Party of Canada",2006-01-23,2011-05-05
"/chamber-1/member-105","/chamber-1","/chamber-1/member-105",105,1,105,"House of Commons","Serge Cardin","Serge","Cardin","Sherbrooke","/chamber-1/constituency-249","Bloc Québécois",2004-06-28,2011-05-05
"/chamber-1/member-106","/chamber-1","/chamber-1/member-106",106,1,106,"House of Commons","John Carmichael","John","Carmichael","Don Valley West","/chamber-1/constituency-69","Conservative Party of Canada",2011-05-02,2015-10-10
"/chamber-1/member-107","/chamber-1","/chamber-1/member-107",107,1,107,"House of Commons","Guy Caron","Guy","Caron","Rimouski-Neigette—Témiscouata—Les Basques","/chamber-1/constituency-221","New Democratic Party",2011-05-02,2015-10-10
"/chamber-1/member-108","/chamber-1","/chamber-1/member-108",108,1,108,"House of Commons","Gary Carr","Gary","Carr","Halton","/chamber-1/constituency-102","Liberal Party of Canada",2004-06-28,2006-01-01
"/chamber-1/member-109","/chamber-1","/chamber-1/member-109",109,1,109,"House of Commons","Colin Carrie","Colin","Carrie","Oshawa","/chamber-1/constituency-185","Conservative Party of Canada",2004-06-28,2015-10-10
"/chamber-1/member-110","/chamber-1","/chamber-1/member-110",110,1,110,"House of Commons","Robert Carrier","Robert","Carrier","Alfred-Pellan","/chamber-1/constituency-7","Bloc Québécois",2004-06-28,2011-05-05
"/chamber-1/member-111","/chamber-1","/chamber-1/member-111",111,1,111,"House of Commons","Aileen Carroll","Aileen","Carroll","Barrie","/chamber-1/constituency-12","Liberal Party of Canada",2004-06-28,2006-01-01
"/chamber-1/member-112","/chamber-1","/chamber-1/member-112",112,1,112,"House of Commons","Bill Casey","Bill","Casey","Cumberland—Colchester—Musquodoboit Valley","/chamber-1/constituency-61","Conservative Party of Canada",2004-06-28,2009-04-04
"/chamber-1/member-113","/chamber-1","/chamber-1/member-113",113,1,113,"House of Commons","Sean Casey","Sean","Casey","Charlottetown","/chamber-1/constituency-53","Liberal Party of Canada",2011-05-02,2015-10-10
"/chamber-1/member-114","/chamber-1","/chamber-1/member-114",114,1,114,"House of Commons","Andrew Cash","Andrew","Cash","Davenport","/chamber-1/constituency-65","New Democratic Party",2011-05-02,2015-10-10
"/chamber-1/member-115","/chamber-1","/chamber-1/member-115",115,1,115,"House of Commons","Rick Casson","Rick","Casson","Lethbridge","/chamber-1/constituency-137","Conservative Party of Canada",2004-06-28,2011-05-05
"/chamber-1/member-116","/chamber-1","/chamber-1/member-116",116,1,116,"House of Commons","Marlene Catterall","Marlene","Catterall","Ottawa West—Nepean","/chamber-1/constituency-188","Liberal Party of Canada",2004-06-28,2006-01-01
"/chamber-1/member-117","/chamber-1","/chamber-1/member-117",117,1,117,"House of Commons","Brenda Chamberlain","Brenda","Chamberlain","Guelph","/chamber-1/constituency-97","Liberal Party of Canada",2004-06-28,2008-04-04
"/chamber-1/member-118","/chamber-1","/chamber-1/member-118",118,1,118,"House of Commons","Arnold Chan","Arnold","Chan","Scarborough—Agincourt","/chamber-1/constituency-244","Liberal Party of Canada",2014-06-30,2015-10-10
"/chamber-1/member-119","/chamber-1","/chamber-1/member-119",119,1,119,"House of Commons","Raymond Chan","Raymond","Chan","Richmond","/chamber-1/constituency-218","Liberal Party of Canada",2004-06-28,2008-10-10
"/chamber-1/member-120","/chamber-1","/chamber-1/member-120",120,1,120,"House of Commons","Chris Charlton","Chris","Charlton","Hamilton Mountain","/chamber-1/constituency-105","New Democratic Party",2006-01-23,2015-10-10
"/chamber-1/member-121","/chamber-1","/chamber-1/member-121",121,1,121,"House of Commons","David Chatters","David","Chatters","Westlock—St. Paul","/chamber-1/constituency-290","Conservative Party of Canada",2005-02-24,2006-01-01
"/chamber-1/member-122","/chamber-1","/chamber-1/member-122",122,1,122,"House of Commons","Sylvain Chicoine","Sylvain","Chicoine","Châteauguay—Saint-Constant","/chamber-1/constituency-54","New Democratic Party",2011-05-02,2015-10-10
"/chamber-1/member-123","/chamber-1","/chamber-1/member-123",123,1,123,"House of Commons","Robert Chisholm","Robert","Chisholm","Dartmouth—Cole Harbour","/chamber-1/constituency-63","New Democratic Party",2011-05-02,2015-10-10
"/chamber-1/member-124","/chamber-1","/chamber-1/member-124",124,1,124,"House of Commons","Corneliu Chisu","Corneliu","Chisu","Pickering—Scarborough East","/chamber-1/constituency-200","Conservative Party of Canada",2011-05-02,2015-10-10
"/chamber-1/member-125","/chamber-1","/chamber-1/member-125",125,1,125,"House of Commons","Michael Chong","Michael","Chong","Wellington—Halton Hills","/chamber-1/constituency-287","Conservative Party of Canada",2004-06-28,2015-10-10
"/chamber-1/member-126","/chamber-1","/chamber-1/member-126",126,1,126,"House of Commons","François Choquette","François","Choquette","Drummond","/chamber-1/constituency-70","New Democratic Party",2011-05-02,2015-10-10
"/chamber-1/member-127","/chamber-1","/chamber-1/member-127",127,1,127,"House of Commons","Olivia Chow","Olivia","Chow","Trinity—Spadina","/chamber-1/constituency-272","New Democratic Party",2006-01-23,2014-03-03
"/chamber-1/member-128","/chamber-1","/chamber-1/member-128",128,1,128,"House of Commons","David Christopherson","David","Christopherson","Hamilton Centre","/chamber-1/constituency-103","New Democratic Party",2004-06-28,2015-10-10
