"","observation_path","parliament_path","chamber_path","member_path","observation_number","parliament_number","chamber_number","member_number","chamber_name","full_name","first_name","last_name","member_ID","constituency_name","party_name","start_date","end_date"
"20","/parliament-38/chamber-1/member-20","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-20",20,"38",1,20,"House of Commons","Colleen Beaumier","Colleen","Beaumier","/chamber-1/member-57","Brampton West","Liberal","6/28/2004","1/22/2006"
"21","/parliament-38/chamber-1/member-21","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-21",21,"38",1,21,"House of Commons","Mauril Bélanger","Mauril","Bélanger","/chamber-1/member-59","Ottawa—Vanier","Liberal","6/28/2004","1/22/2006"
"22","/parliament-38/chamber-1/member-22","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-22",22,"38",1,22,"House of Commons","Don Bell","Don","Bell","/chamber-1/member-61","North Vancouver","Liberal","6/28/2004","1/22/2006"
"23","/parliament-38/chamber-1/member-23","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-23",23,"38",1,23,"House of Commons","André Bellavance","André","Bellavance","/chamber-1/member-62","Richmond—Arthabaska","Bloc Québécois","6/28/2004","1/22/2006"
"24","/parliament-38/chamber-1/member-24","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-24",24,"38",1,24,"House of Commons","Carolyn Bennett","Carolyn","Bennett","/chamber-1/member-64","St. Paul's","Liberal","6/28/2004","1/22/2006"
"25","/parliament-38/chamber-1/member-25","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-25",25,"38",1,25,"House of Commons","Leon Benoit","Leon","Benoit","/chamber-1/member-65","Vegreville—Wainwright","Conservative","6/28/2004","1/22/2006"
"26","/parliament-38/chamber-1/member-26","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-26",26,"38",1,26,"House of Commons","Stéphane Bergeron","Stéphane","Bergeron","/chamber-1/member-70","Verchères—Les Patriotes","Bloc Québécois","6/28/2004","11/9/2005"
"27","/parliament-38/chamber-1/member-27","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-27",27,"38",1,27,"House of Commons","Maurizio Bevilacqua","Maurizio","Bevilacqua","/chamber-1/member-73","Vaughan","Liberal","6/28/2004","1/22/2006"
"28","/parliament-38/chamber-1/member-28","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-28",28,"38",1,28,"House of Commons","James Bezan","James","Bezan","/chamber-1/member-75","Selkirk—Interlake","Conservative","6/28/2004","1/22/2006"
"29","/parliament-38/chamber-1/member-29","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-29",29,"38",1,29,"House of Commons","Bernard Bigras","Bernard","Bigras","/chamber-1/member-77","Rosemont—La Petite-Patrie","Bloc Québécois","6/28/2004","1/22/2006"
"30","/parliament-38/chamber-1/member-30","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-30",30,"38",1,30,"House of Commons","Bill Blaikie","Bill","Blaikie","/chamber-1/member-81","Elmwood—Transcona","NDP","6/28/2004","1/22/2006"
"31","/parliament-38/chamber-1/member-31","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-31",31,"38",1,31,"House of Commons","Raynald Blais","Raynald","Blais","/chamber-1/member-84","Gaspésie—Îles-de-la-Madeleine","Bloc Québécois","6/28/2004","1/22/2006"
"32","/parliament-38/chamber-1/member-32","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-32",32,"38",1,32,"House of Commons","Ethel Blondin-Andrew","Ethel","Blondin-Andrew","/chamber-1/member-90","Western Arctic","Liberal","6/28/2004","1/22/2006"
"33","/parliament-38/chamber-1/member-33","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-33",33,"38",1,33,"House of Commons","Alain Boire","Alain","Boire","/chamber-1/member-91","Beauharnois—Salaberry","Bloc Québécois","6/28/2004","1/22/2006"
"34","/parliament-38/chamber-1/member-34","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-34",34,"38",1,34,"House of Commons","Françoise Boivin","Françoise","Boivin","/chamber-1/member-93","Gatineau","Liberal","6/28/2004","1/22/2006"
"35","/parliament-38/chamber-1/member-35","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-35",35,"38",1,35,"House of Commons","Raymond Bonin","Raymond","Bonin","/chamber-1/member-94","Nickel Belt","Liberal","6/28/2004","1/22/2006"
"36","/parliament-38/chamber-1/member-36","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-36",36,"38",1,36,"House of Commons","France Bonsant","France","Bonsant","/chamber-1/member-95","Compton—Stanstead","Bloc Québécois","6/28/2004","1/22/2006"
"37","/parliament-38/chamber-1/member-37","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-37",37,"38",1,37,"House of Commons","Ken Boshcoff","Ken","Boshcoff","/chamber-1/member-97","Thunder Bay—Rainy River","Liberal","6/28/2004","1/22/2006"
"38","/parliament-38/chamber-1/member-38","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-38",38,"38",1,38,"House of Commons","Robert Bouchard","Robert","Bouchard","/chamber-1/member-99","Chicoutimi—Le Fjord","Bloc Québécois","6/28/2004","1/22/2006"
"39","/parliament-38/chamber-1/member-39","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-39",39,"38",1,39,"House of Commons","Don Boudria","Don","Boudria","/chamber-1/member-101","Glengarry—Prescott—Russell","Liberal","6/28/2004","1/22/2006"
"40","/parliament-38/chamber-1/member-40","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-40",40,"38",1,40,"House of Commons","Marc Boulianne","Marc","Boulianne","/chamber-1/member-105","Mégantic—L'Érable","Bloc Québécois","6/28/2004","1/22/2006"
"41","/parliament-38/chamber-1/member-41","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-41",41,"38",1,41,"House of Commons","Diane Bourgeois","Diane","Bourgeois","/chamber-1/member-106","Terrebonne—Blainville","Bloc Québécois","6/28/2004","1/22/2006"
"42","/parliament-38/chamber-1/member-42","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-42",42,"38",1,42,"House of Commons","Claudette Bradshaw","Claudette","Bradshaw","/chamber-1/member-108","Moncton—Riverview—Dieppe","Liberal","6/28/2004","1/22/2006"
"43","/parliament-38/chamber-1/member-43","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-43",43,"38",1,43,"House of Commons","Garry Breitkreuz","Garry","Breitkreuz","/chamber-1/member-113","Yorkton—Melville","Conservative","6/28/2004","1/22/2006"
"44","/parliament-38/chamber-1/member-44","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-44",44,"38",1,44,"House of Commons","Scott Brison","Scott","Brison","/chamber-1/member-115","Kings—Hants","Liberal","6/28/2004","1/22/2006"
"45","/parliament-38/chamber-1/member-45","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-45",45,"38",1,45,"House of Commons","Ed Broadbent","Ed","Broadbent","/chamber-1/member-116","Ottawa Centre","NDP","6/28/2004","1/22/2006"
"46","/parliament-38/chamber-1/member-46","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-46",46,"38",1,46,"House of Commons","Bonnie Brown","Bonnie","Brown","/chamber-1/member-118","Oakville","Liberal","6/28/2004","1/22/2006"
"47","/parliament-38/chamber-1/member-47","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-47",47,"38",1,47,"House of Commons","Gordon Brown","Gordon","Brown","/chamber-1/member-119","Leeds—Grenville","Conservative","6/28/2004","1/22/2006"
"48","/parliament-38/chamber-1/member-48","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-48",48,"38",1,48,"House of Commons","Paule Brunelle","Paule","Brunelle","/chamber-1/member-123","Trois-Rivières","Bloc Québécois","6/28/2004","1/22/2006"
"49","/parliament-38/chamber-1/member-49","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-49",49,"38",1,49,"House of Commons","Sarmite Bulte","Sarmite","Bulte","/chamber-1/member-124","Parkdale—High Park","Liberal","6/28/2004","1/22/2006"
"50","/parliament-38/chamber-1/member-50","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-50",50,"38",1,50,"House of Commons","Gerry Byrne","Gerry","Byrne","/chamber-1/member-126","Humber—St. Barbe—Baie Verte","Liberal","6/28/2004","1/22/2006"
"51","/parliament-38/chamber-1/member-51","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-51",51,"38",1,51,"House of Commons","Chuck Cadman","Chuck","Cadman","/chamber-1/member-127","Surrey North","Independent","6/28/2004","7/9/2005"
"52","/parliament-38/chamber-1/member-52","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-52",52,"38",1,52,"House of Commons","John Cannis","John","Cannis","/chamber-1/member-134","Scarborough Centre","Liberal","6/28/2004","1/22/2006"
"53","/parliament-38/chamber-1/member-53","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-53",53,"38",1,53,"House of Commons","Serge Cardin","Serge","Cardin","/chamber-1/member-136","Sherbrooke","Bloc Québécois","6/28/2004","1/22/2006"
"54","/parliament-38/chamber-1/member-54","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-54",54,"38",1,54,"House of Commons","Gary Carr","Gary","Carr","/chamber-1/member-139","Halton","Liberal","6/28/2004","1/22/2006"
"55","/parliament-38/chamber-1/member-55","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-55",55,"38",1,55,"House of Commons","Colin Carrie","Colin","Carrie","/chamber-1/member-141","Oshawa","Conservative","6/28/2004","1/22/2006"
"56","/parliament-38/chamber-1/member-56","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-56",56,"38",1,56,"House of Commons","Robert Carrier","Robert","Carrier","/chamber-1/member-142","Alfred-Pellan","Bloc Québécois","6/28/2004","1/22/2006"
"57","/parliament-38/chamber-1/member-57","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-57",57,"38",1,57,"House of Commons","Aileen Carroll","Aileen","Carroll","/chamber-1/member-143","Barrie","Liberal","6/28/2004","1/22/2006"
"58","/parliament-38/chamber-1/member-58","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-58",58,"38",1,58,"House of Commons","Bill Casey","Bill","Casey","/chamber-1/member-144","Cumberland—Colchester—Musquodoboit Valley","Conservative","6/28/2004","1/22/2006"
"59","/parliament-38/chamber-1/member-59","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-59",59,"38",1,59,"House of Commons","Rick Casson","Rick","Casson","/chamber-1/member-147","Lethbridge","Conservative","6/28/2004","1/22/2006"
"60","/parliament-38/chamber-1/member-60","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-60",60,"38",1,60,"House of Commons","Marlene Catterall","Marlene","Catterall","/chamber-1/member-148","Ottawa West—Nepean","Liberal","6/28/2004","1/22/2006"
"61","/parliament-38/chamber-1/member-61","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-61",61,"38",1,61,"House of Commons","Brenda Chamberlain","Brenda","Chamberlain","/chamber-1/member-150","Guelph","Liberal","6/28/2004","1/22/2006"
"62","/parliament-38/chamber-1/member-62","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-62",62,"38",1,62,"House of Commons","Raymond Chan","Raymond","Chan","/chamber-1/member-153","Richmond","Liberal","6/28/2004","1/22/2006"
"63","/parliament-38/chamber-1/member-63","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-63",63,"38",1,63,"House of Commons","David Chatters","David","Chatters","/chamber-1/member-155","Westlock—St. Paul","Conservative","2/24/2005","1/22/2006"
"64","/parliament-38/chamber-1/member-64","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-64",64,"38",1,64,"House of Commons","Michael Chong","Michael","Chong","/chamber-1/member-160","Wellington—Halton Hills","Conservative","6/28/2004","1/22/2006"
"65","/parliament-38/chamber-1/member-65","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-65",65,"38",1,65,"House of Commons","David Christopherson","David","Christopherson","/chamber-1/member-163","Hamilton Centre","NDP","6/28/2004","1/22/2006"
"66","/parliament-38/chamber-1/member-66","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-66",66,"38",1,66,"House of Commons","Roger Clavet","Roger","Clavet","/chamber-1/member-166","Louis-Hébert","Bloc Québécois","6/28/2004","1/22/2006"
"67","/parliament-38/chamber-1/member-67","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-67",67,"38",1,67,"House of Commons","Bernard Cleary","Bernard","Cleary","/chamber-1/member-167","Louis-Saint-Laurent","Bloc Québécois","6/28/2004","1/22/2006"
"68","/parliament-38/chamber-1/member-68","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-68",68,"38",1,68,"House of Commons","Denis Coderre","Denis","Coderre","/chamber-1/member-171","Bourassa","Liberal","6/28/2004","1/22/2006"
"69","/parliament-38/chamber-1/member-69","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-69",69,"38",1,69,"House of Commons","Joe Comartin","Joe","Comartin","/chamber-1/member-172","Windsor—Tecumseh","NDP","6/28/2004","1/22/2006"
"70","/parliament-38/chamber-1/member-70","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-70",70,"38",1,70,"House of Commons","Joe Comuzzi","Joe","Comuzzi","/chamber-1/member-173","Thunder Bay—Superior North","Liberal","6/28/2004","1/22/2006"
"71","/parliament-38/chamber-1/member-71","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-71",71,"38",1,71,"House of Commons","Guy Côté","Guy","Côté","/chamber-1/member-176","Portneuf—Jacques-Cartier","Bloc Québécois","6/28/2004","1/22/2006"
"72","/parliament-38/chamber-1/member-72","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-72",72,"38",1,72,"House of Commons","Irwin Cotler","Irwin","Cotler","/chamber-1/member-178","Mount Royal","Liberal","6/28/2004","1/22/2006"
"73","/parliament-38/chamber-1/member-73","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-73",73,"38",1,73,"House of Commons","Paul Crête","Paul","Crête","/chamber-1/member-179","Montmagny—L'Islet—Kamouraska—Rivière-du-Loup","Bloc Québécois","6/28/2004","1/22/2006"
"74","/parliament-38/chamber-1/member-74","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-74",74,"38",1,74,"House of Commons","Jean Crowder","Jean","Crowder","/chamber-1/member-182","Nanaimo—Cowichan","NDP","6/28/2004","1/22/2006"
"75","/parliament-38/chamber-1/member-75","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-75",75,"38",1,75,"House of Commons","Nathan Cullen","Nathan","Cullen","/chamber-1/member-183","Skeena—Bulkley Valley","NDP","6/28/2004","1/22/2006"
"76","/parliament-38/chamber-1/member-76","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-76",76,"38",1,76,"House of Commons","Roy Cullen","Roy","Cullen","/chamber-1/member-184","Etobicoke North","Liberal","6/28/2004","1/22/2006"
"77","/parliament-38/chamber-1/member-77","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-77",77,"38",1,77,"House of Commons","John Cummins","John","Cummins","/chamber-1/member-185","Delta—Richmond East","Conservative","6/28/2004","1/22/2006"
"78","/parliament-38/chamber-1/member-78","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-78",78,"38",1,78,"House of Commons","Rodger Cuzner","Rodger","Cuzner","/chamber-1/member-186","Cape Breton—Canso","Liberal","6/28/2004","1/22/2006"
"79","/parliament-38/chamber-1/member-79","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-79",79,"38",1,79,"House of Commons","Jean-Claude D'Amours","Jean-Claude","D'Amours","/chamber-1/member-187","Madawaska—Restigouche","Liberal","6/28/2004","1/22/2006"
"80","/parliament-38/chamber-1/member-80","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-80",80,"38",1,80,"House of Commons","Libby Davies","Libby","Davies","/chamber-1/member-194","Vancouver East","NDP","6/28/2004","1/22/2006"
"81","/parliament-38/chamber-1/member-81","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-81",81,"38",1,81,"House of Commons","Stockwell Day","Stockwell","Day","/chamber-1/member-196","Okanagan—Coquihalla","Conservative","6/28/2004","1/22/2006"
"82","/parliament-38/chamber-1/member-82","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-82",82,"38",1,82,"House of Commons","Nicole Demers","Nicole","Demers","/chamber-1/member-202","Laval","Bloc Québécois","6/28/2004","1/22/2006"
"83","/parliament-38/chamber-1/member-83","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-83",83,"38",1,83,"House of Commons","Johanne Deschamps","Johanne","Deschamps","/chamber-1/member-203","Laurentides—Labelle","Bloc Québécois","6/28/2004","1/22/2006"
"84","/parliament-38/chamber-1/member-84","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-84",84,"38",1,84,"House of Commons","Bev Desjarlais","Bev","Desjarlais","/chamber-1/member-204","Churchill","Independent","6/28/2004","1/22/2006"
"85","/parliament-38/chamber-1/member-85","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-85",85,"38",1,85,"House of Commons","Odina Desrochers","Odina","Desrochers","/chamber-1/member-206","Lotbinière—Chutes-de-la-Chaudière","Bloc Québécois","6/28/2004","1/22/2006"
"86","/parliament-38/chamber-1/member-86","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-86",86,"38",1,86,"House of Commons","Paul DeVillers","Paul","DeVillers","/chamber-1/member-207","Simcoe North","Liberal","6/28/2004","1/22/2006"
"87","/parliament-38/chamber-1/member-87","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-87",87,"38",1,87,"House of Commons","Barry Devolin","Barry","Devolin","/chamber-1/member-208","Haliburton—Kawartha Lakes—Brock","Conservative","6/28/2004","1/22/2006"
"88","/parliament-38/chamber-1/member-88","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-88",88,"38",1,88,"House of Commons","Ruby Dhalla","Ruby","Dhalla","/chamber-1/member-211","Brampton—Springdale","Liberal","6/28/2004","1/22/2006"
"89","/parliament-38/chamber-1/member-89","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-89",89,"38",1,89,"House of Commons","Stéphane Dion","Stéphane","Dion","/chamber-1/member-214","Saint-Laurent—Cartierville","Liberal","6/28/2004","1/22/2006"
"90","/parliament-38/chamber-1/member-90","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-90",90,"38",1,90,"House of Commons","Ujjal Dosanjh","Ujjal","Dosanjh","/chamber-1/member-221","Vancouver South","Liberal","6/28/2004","1/22/2006"
"91","/parliament-38/chamber-1/member-91","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-91",91,"38",1,91,"House of Commons","Norman E. Doyle","Norman E.","Doyle","/chamber-1/member-222","St. John's East","Conservative","6/28/2004","1/22/2006"
"92","/parliament-38/chamber-1/member-92","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-92",92,"38",1,92,"House of Commons","Claude Drouin","Claude","Drouin","/chamber-1/member-224","Beauce","Liberal","6/28/2004","1/22/2006"
"93","/parliament-38/chamber-1/member-93","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-93",93,"38",1,93,"House of Commons","Ken Dryden","Ken","Dryden","/chamber-1/member-226","York Centre","Liberal","6/28/2004","1/22/2006"
"94","/parliament-38/chamber-1/member-94","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-94",94,"38",1,94,"House of Commons","Gilles Duceppe","Gilles","Duceppe","/chamber-1/member-229","Laurier—Sainte-Marie","Bloc Québécois","6/28/2004","1/22/2006"
"95","/parliament-38/chamber-1/member-95","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-95",95,"38",1,95,"House of Commons","John Duncan","John","Duncan","/chamber-1/member-233","Vancouver Island North","Conservative","6/28/2004","1/22/2006"
"96","/parliament-38/chamber-1/member-96","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-96",96,"38",1,96,"House of Commons","Wayne Easter","Wayne","Easter","/chamber-1/member-240","Malpeque","Liberal","6/28/2004","1/22/2006"
"97","/parliament-38/chamber-1/member-97","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-97",97,"38",1,97,"House of Commons","Ruben Efford","Ruben","Efford","/chamber-1/member-241","Avalon","Liberal","6/28/2004","1/22/2006"
"98","/parliament-38/chamber-1/member-98","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-98",98,"38",1,98,"House of Commons","David Emerson","David","Emerson","/chamber-1/member-246","Vancouver Kingsway","Liberal","6/28/2004","1/22/2006"
"99","/parliament-38/chamber-1/member-99","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-99",99,"38",1,99,"House of Commons","Ken Epp","Ken","Epp","/chamber-1/member-247","Edmonton—Sherwood Park","Conservative","6/28/2004","1/22/2006"
"100","/parliament-38/chamber-1/member-100","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-100",100,"38",1,100,"House of Commons","Mark Eyking","Mark","Eyking","/chamber-1/member-249","Sydney—Victoria","Liberal","6/28/2004","1/22/2006"
"101","/parliament-38/chamber-1/member-101","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-101",101,"38",1,101,"House of Commons","Meili Faille","Meili","Faille","/chamber-1/member-251","Vaudreuil-Soulanges","Bloc Québécois","6/28/2004","1/22/2006"
"102","/parliament-38/chamber-1/member-102","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-102",102,"38",1,102,"House of Commons","Diane Finley","Diane","Finley","/chamber-1/member-259","Haldimand—Norfolk","Conservative","6/28/2004","1/22/2006"
"103","/parliament-38/chamber-1/member-103","/parliament-38","/parliament-38/chamber-1","/parliament-38/chamber-1/member-103",103,"38",1,103,"House of Commons","Brian Fitzpatrick","Brian","Fitzpatrick","/chamber-1/member-262","Prince Albert","Conservative","6/28/2004","1/22/2006"
