"","observation_path","chamber_path","member_path","observation_number","chamber_number","member_number","chamber_name","full_name","first_name","last_name","constituency_name","constituency_ID","party_name","start_date","end_date"
"18","/chamber-1/member-18","/chamber-1","/chamber-1/member-18","18",1,"18","House of Commons","Stella Ambler","Stella","Ambler","Mississauga South","/chamber-1/constituency-246","Conservative",2011-05-02,2015-10-18
"19","/chamber-1/member-19","/chamber-1","/chamber-1/member-19","19",1,"19","House of Commons","Rona Ambrose","Rona","Ambrose","Sturgeon River—Parkland","/chamber-1/constituency-397","Conservative",2004-06-28,2017-07-04
"20","/chamber-1/member-20","/chamber-1","/chamber-1/member-20","20",1,"20","House of Commons","William Amos","William","Amos","Pontiac","/chamber-1/constituency-314","Liberal",2015-10-19,NA
"21","/chamber-1/member-21","/chamber-1","/chamber-1/member-21","21",1,"21","House of Commons","Gary Anandasangaree","Gary","Anandasangaree","Scarborough—Rouge Park","/chamber-1/constituency-373","Liberal",2015-10-19,NA
"22","/chamber-1/member-22","/chamber-1","/chamber-1/member-22","22",1,"22","House of Commons","Rob Anders","Rob","Anders","Calgary West","/chamber-1/constituency-75","Conservative",2004-06-28,2015-10-18
"23","/chamber-1/member-23","/chamber-1","/chamber-1/member-23","23",1,"23","House of Commons","David Anderson","David","Anderson","Cypress Hills—Grasslands","/chamber-1/constituency-109","Conservative",2004-06-28,NA
"24","/chamber-1/member-24","/chamber-1","/chamber-1/member-24","24",1,"24","House of Commons","Guy André","Guy","André","Berthier—Maskinongé","/chamber-1/constituency-34","Bloc Québécois",2004-06-28,2011-05-01
"25","/chamber-1/member-25","/chamber-1","/chamber-1/member-25","25",1,"25","House of Commons","Scott Andrews","Scott","Andrews","Avalon","/chamber-1/constituency-15","Independent",2008-10-14,2015-10-18
"26","/chamber-1/member-26","/chamber-1","/chamber-1/member-26","26",1,"26","House of Commons","Charlie Angus","Charlie","Angus","Timmins—James Bay","/chamber-1/constituency-409","NDP",2004-06-28,NA
"27","/chamber-1/member-27","/chamber-1","/chamber-1/member-27","27",1,"27","House of Commons","Scott Armstrong","Scott","Armstrong","Cumberland—Colchester—Musquodoboit Valley","/chamber-1/constituency-108","Conservative",2009-11-09,2015-10-18
"28","/chamber-1/member-28","/chamber-1","/chamber-1/member-28","28",1,"28","House of Commons","Mel Arnold","Mel","Arnold","North Okanagan—Shuswap","/chamber-1/constituency-277","Conservative",2015-10-19,NA
"29","/chamber-1/member-29","/chamber-1","/chamber-1/member-29","29",1,"29","House of Commons","René Arseneault","René","Arseneault","Madawaska—Restigouche","/chamber-1/constituency-229","Liberal",2015-10-19,NA
"30","/chamber-1/member-30","/chamber-1","/chamber-1/member-30","30",1,"30","House of Commons","André Arthur","André","Arthur","Portneuf—Jacques-Cartier","/chamber-1/constituency-318","Independent",2006-01-23,2011-05-01
"31","/chamber-1/member-31","/chamber-1","/chamber-1/member-31","31",1,"31","House of Commons","Chandra Arya","Chandra","Arya","Nepean","/chamber-1/constituency-263","Liberal",2015-10-19,NA
"32","/chamber-1/member-32","/chamber-1","/chamber-1/member-32","32",1,"32","House of Commons","Keith Ashfield","Keith","Ashfield","Fredericton","/chamber-1/constituency-154","Conservative",2008-10-14,2015-10-18
"33","/chamber-1/member-33","/chamber-1","/chamber-1/member-33","33",1,"33","House of Commons","Niki Ashton","Niki","Ashton","Churchill—Keewatinook Aski","/chamber-1/constituency-99","NDP",2008-10-14,NA
"34","/chamber-1/member-34","/chamber-1","/chamber-1/member-34","34",1,"34","House of Commons","Jay Aspin","Jay","Aspin","Nipissing—Timiskaming","/chamber-1/constituency-275","Conservative",2011-05-02,2015-10-18
"35","/chamber-1/member-35","/chamber-1","/chamber-1/member-35","35",1,"35","House of Commons","Gérard Asselin","Gérard","Asselin","Manicouagan","/chamber-1/constituency-231","Bloc Québécois",2004-06-28,2011-05-01
"36","/chamber-1/member-36","/chamber-1","/chamber-1/member-36","36",1,"36","House of Commons","Alex Atamanenko","Alex","Atamanenko","British Columbia Southern Interior","/chamber-1/constituency-50","NDP",2006-01-23,2015-10-18
"37","/chamber-1/member-37","/chamber-1","/chamber-1/member-37","37",1,"37","House of Commons","Robert Aubin","Robert","Aubin","Trois-Rivières","/chamber-1/constituency-415","NDP",2011-05-02,NA
"38","/chamber-1/member-38","/chamber-1","/chamber-1/member-38","38",1,"38","House of Commons","Jean Augustine","Jean","Augustine","Etobicoke—Lakeshore","/chamber-1/constituency-148","Liberal",2004-06-28,2006-01-22
"39","/chamber-1/member-39","/chamber-1","/chamber-1/member-39","39",1,"39","House of Commons","Paulina Ayala","Paulina","Ayala","Honoré-Mercier","/chamber-1/constituency-174","NDP",2011-05-02,2015-10-18
"40","/chamber-1/member-40","/chamber-1","/chamber-1/member-40","40",1,"40","House of Commons","Ramez Ayoub","Ramez","Ayoub","Thérèse-De Blainville","/chamber-1/constituency-405","Liberal",2015-10-19,NA
"41","/chamber-1/member-41","/chamber-1","/chamber-1/member-41","41",1,"41","House of Commons","Claude Bachand","Claude","Bachand","Saint-Jean","/chamber-1/constituency-353","Bloc Québécois",2004-06-28,2011-05-01
"42","/chamber-1/member-42","/chamber-1","/chamber-1/member-42","42",1,"42","House of Commons","Vance Badawey","Vance","Badawey","Niagara Centre","/chamber-1/constituency-270","Liberal",2015-10-19,NA
"43","/chamber-1/member-43","/chamber-1","/chamber-1/member-43","43",1,"43","House of Commons","Larry Bagnell","Larry","Bagnell","Yukon","/chamber-1/constituency-458","Liberal",2004-06-28,NA
"44","/chamber-1/member-44","/chamber-1","/chamber-1/member-44","44",1,"44","House of Commons","Navdeep Bains","Navdeep","Bains","Mississauga—Malton","/chamber-1/constituency-251","Liberal",2004-06-28,NA
"45","/chamber-1/member-45","/chamber-1","/chamber-1/member-45","45",1,"45","House of Commons","John Baird","John","Baird","Ottawa West—Nepean","/chamber-1/constituency-294","Conservative",2006-01-23,2015-03-16
"46","/chamber-1/member-46","/chamber-1","/chamber-1/member-46","46",1,"46","House of Commons","Eleni Bakopanos","Eleni","Bakopanos","Ahuntsic","/chamber-1/constituency-5","Liberal",2004-06-28,2006-01-22
"47","/chamber-1/member-47","/chamber-1","/chamber-1/member-47","47",1,"47","House of Commons","Vivian Barbot","Vivian","Barbot","Papineau","/chamber-1/constituency-300","Bloc Québécois",2006-01-23,2008-10-13
"48","/chamber-1/member-48","/chamber-1","/chamber-1/member-48","48",1,"48","House of Commons","John Barlow","John","Barlow","Foothills","/chamber-1/constituency-151","Conservative",2014-06-30,NA
"49","/chamber-1/member-49","/chamber-1","/chamber-1/member-49","49",1,"49","House of Commons","Sue Barnes","Sue","Barnes","London West","/chamber-1/constituency-219","Liberal",2004-06-28,2008-10-13
"50","/chamber-1/member-50","/chamber-1","/chamber-1/member-50","50",1,"50","House of Commons","Michael Barrett","Michael","Barrett","Leeds—Grenville—Thousand Islands and Rideau Lakes","/chamber-1/constituency-214","Conservative",2018-12-03,NA
"51","/chamber-1/member-51","/chamber-1","/chamber-1/member-51","51",1,"51","House of Commons","Xavier Barsalou-Duval","Xavier","Barsalou-Duval","Pierre-Boucher—Les Patriotes—Verchères","/chamber-1/constituency-310","Bloc Québécois",2015-10-19,NA
"52","/chamber-1/member-52","/chamber-1","/chamber-1/member-52","52",1,"52","House of Commons","Joyce Bateman","Joyce","Bateman","Winnipeg South Centre","/chamber-1/constituency-451","Conservative",2011-05-02,2015-10-18
"53","/chamber-1/member-53","/chamber-1","/chamber-1/member-53","53",1,"53","House of Commons","Dave Batters","Dave","Batters","Palliser","/chamber-1/constituency-299","Conservative",2004-06-28,2008-10-13
"54","/chamber-1/member-54","/chamber-1","/chamber-1/member-54","54",1,"54","House of Commons","Frank Baylis","Frank","Baylis","Pierrefonds—Dollard","/chamber-1/constituency-311","Liberal",2015-10-19,NA
"55","/chamber-1/member-55","/chamber-1","/chamber-1/member-55","55",1,"55","House of Commons","Josée Beaudin","Josée","Beaudin","Saint-Lambert","/chamber-1/constituency-354","Bloc Québécois",2008-10-14,2011-05-01
"56","/chamber-1/member-56","/chamber-1","/chamber-1/member-56","56",1,"56","House of Commons","Mario Beaulieu","Mario","Beaulieu","La Pointe-de-l'Île","/chamber-1/constituency-196","Bloc Québécois",2015-10-19,NA
"57","/chamber-1/member-57","/chamber-1","/chamber-1/member-57","57",1,"57","House of Commons","Colleen Beaumier","Colleen","Beaumier","Brampton West","/chamber-1/constituency-45","Liberal",2004-06-28,2008-10-13
"58","/chamber-1/member-58","/chamber-1","/chamber-1/member-58","58",1,"58","House of Commons","Terry Beech","Terry","Beech","Burnaby North—Seymour","/chamber-1/constituency-56","Liberal",2015-10-19,NA
"59","/chamber-1/member-59","/chamber-1","/chamber-1/member-59","59",1,"59","House of Commons","Mauril Bélanger","Mauril","Bélanger","Ottawa—Vanier","/chamber-1/constituency-296","Liberal",2004-06-28,2016-08-15
"60","/chamber-1/member-60","/chamber-1","/chamber-1/member-60","60",1,"60","House of Commons","Catherine Bell","Catherine","Bell","Vancouver Island North","/chamber-1/constituency-420","NDP",2006-01-23,2008-10-13
"61","/chamber-1/member-61","/chamber-1","/chamber-1/member-61","61",1,"61","House of Commons","Don Bell","Don","Bell","North Vancouver","/chamber-1/constituency-278","Liberal",2004-06-28,2008-10-13
"62","/chamber-1/member-62","/chamber-1","/chamber-1/member-62","62",1,"62","House of Commons","André Bellavance","André","Bellavance","Richmond—Arthabaska","/chamber-1/constituency-338","Independent",2004-06-28,2015-10-18
"63","/chamber-1/member-63","/chamber-1","/chamber-1/member-63","63",1,"63","House of Commons","Rachel Bendayan","Rachel","Bendayan","Outremont","/chamber-1/constituency-297","Liberal",2019-02-25,NA
"64","/chamber-1/member-64","/chamber-1","/chamber-1/member-64","64",1,"64","House of Commons","Carolyn Bennett","Carolyn","Bennett","Toronto—St. Paul's","/chamber-1/constituency-413","Liberal",2004-06-28,NA
"65","/chamber-1/member-65","/chamber-1","/chamber-1/member-65","65",1,"65","House of Commons","Leon Benoit","Leon","Benoit","Vegreville—Wainwright","/chamber-1/constituency-428","Conservative",2004-06-28,2015-10-18
"66","/chamber-1/member-66","/chamber-1","/chamber-1/member-66","66",1,"66","House of Commons","Tyrone Benskin","Tyrone","Benskin","Jeanne-Le Ber","/chamber-1/constituency-179","NDP",2011-05-02,2015-10-18
"67","/chamber-1/member-67","/chamber-1","/chamber-1/member-67","67",1,"67","House of Commons","Sheri Benson","Sheri","Benson","Saskatoon West","/chamber-1/constituency-361","NDP",2015-10-19,NA
"68","/chamber-1/member-68","/chamber-1","/chamber-1/member-68","68",1,"68","House of Commons","Bob Benzen","Bob","Benzen","Calgary Heritage","/chamber-1/constituency-65","Conservative",2017-04-03,NA
"69","/chamber-1/member-69","/chamber-1","/chamber-1/member-69","69",1,"69","House of Commons","Candice Bergen","Candice","Bergen","Portage—Lisgar","/chamber-1/constituency-317","Conservative",2011-05-02,NA
"70","/chamber-1/member-70","/chamber-1","/chamber-1/member-70","70",1,"70","House of Commons","Stéphane Bergeron","Stéphane","Bergeron","Verchères—Les Patriotes","/chamber-1/constituency-429","Bloc Québécois",2004-06-28,2005-11-09
"71","/chamber-1/member-71","/chamber-1","/chamber-1/member-71","71",1,"71","House of Commons","Maxime Bernier","Maxime","Bernier","Beauce","/chamber-1/constituency-26","People's Party",2006-01-23,NA
"72","/chamber-1/member-72","/chamber-1","/chamber-1/member-72","72",1,"72","House of Commons","Luc Berthold","Luc","Berthold","Mégantic—L'Érable","/chamber-1/constituency-238","Conservative",2015-10-19,NA
"73","/chamber-1/member-73","/chamber-1","/chamber-1/member-73","73",1,"73","House of Commons","Maurizio Bevilacqua","Maurizio","Bevilacqua","Vaughan","/chamber-1/constituency-426","Liberal",2004-06-28,2010-09-02
"74","/chamber-1/member-74","/chamber-1","/chamber-1/member-74","74",1,"74","House of Commons","Dennis Bevington","Dennis","Bevington","Northwest Territories","/chamber-1/constituency-281","NDP",2006-01-23,2015-10-18
"75","/chamber-1/member-75","/chamber-1","/chamber-1/member-75","75",1,"75","House of Commons","James Bezan","James","Bezan","Selkirk—Interlake—Eastman","/chamber-1/constituency-376","Conservative",2004-06-28,NA
"76","/chamber-1/member-76","/chamber-1","/chamber-1/member-76","76",1,"76","House of Commons","Marie-Claude Bibeau","Marie-Claude","Bibeau","Compton—Stanstead","/chamber-1/constituency-102","Liberal",2015-10-19,NA
"77","/chamber-1/member-77","/chamber-1","/chamber-1/member-77","77",1,"77","House of Commons","Bernard Bigras","Bernard","Bigras","Rosemont—La Petite-Patrie","/chamber-1/constituency-343","Bloc Québécois",2004-06-28,2011-05-01
"78","/chamber-1/member-78","/chamber-1","/chamber-1/member-78","78",1,"78","House of Commons","Chris Bittle","Chris","Bittle","St. Catharines","/chamber-1/constituency-391","Liberal",2015-10-19,NA
"79","/chamber-1/member-79","/chamber-1","/chamber-1/member-79","79",1,"79","House of Commons","Dawn Black","Dawn","Black","New Westminster—Coquitlam","/chamber-1/constituency-267","NDP",2006-01-23,2009-04-13
"80","/chamber-1/member-80","/chamber-1","/chamber-1/member-80","80",1,"80","House of Commons","Jean-Pierre Blackburn","Jean-Pierre","Blackburn","Jonquière—Alma","/chamber-1/constituency-182","Conservative",2006-01-23,2011-05-01
"81","/chamber-1/member-81","/chamber-1","/chamber-1/member-81","81",1,"81","House of Commons","Bill Blaikie","Bill","Blaikie","Elmwood—Transcona","/chamber-1/constituency-142","NDP",2004-06-28,2008-10-13
"82","/chamber-1/member-82","/chamber-1","/chamber-1/member-82","82",1,"82","House of Commons","Daniel Blaikie","Daniel","Blaikie","Elmwood—Transcona","/chamber-1/constituency-142","NDP",2015-10-19,NA
"83","/chamber-1/member-83","/chamber-1","/chamber-1/member-83","83",1,"83","House of Commons","Bill Blair","Bill","Blair","Scarborough Southwest","/chamber-1/constituency-370","Liberal",2015-10-19,NA
"84","/chamber-1/member-84","/chamber-1","/chamber-1/member-84","84",1,"84","House of Commons","Raynald Blais","Raynald","Blais","Gaspésie—Îles-de-la-Madeleine","/chamber-1/constituency-156","Bloc Québécois",2004-06-28,2011-05-01
"85","/chamber-1/member-85","/chamber-1","/chamber-1/member-85","85",1,"85","House of Commons","Denis Blanchette","Denis","Blanchette","Louis-Hébert","/chamber-1/constituency-226","NDP",2011-05-02,2015-10-18
"86","/chamber-1/member-86","/chamber-1","/chamber-1/member-86","86",1,"86","House of Commons","Lysane Blanchette-Lamothe","Lysane","Blanchette-Lamothe","Pierrefonds—Dollard","/chamber-1/constituency-311","NDP",2011-05-02,2015-10-18
"87","/chamber-1/member-87","/chamber-1","/chamber-1/member-87","87",1,"87","House of Commons","Rachel Blaney","Rachel","Blaney","North Island—Powell River","/chamber-1/constituency-276","NDP",2015-10-19,NA
"88","/chamber-1/member-88","/chamber-1","/chamber-1/member-88","88",1,"88","House of Commons","Steven Blaney","Steven","Blaney","Bellechasse—Les Etchemins—Lévis","/chamber-1/constituency-32","Conservative",2006-01-23,NA
"89","/chamber-1/member-89","/chamber-1","/chamber-1/member-89","89",1,"89","House of Commons","Kelly Block","Kelly","Block","Carlton Trail—Eagle Creek","/chamber-1/constituency-83","Conservative",2008-10-14,NA
"90","NA/member-90",NA,"NA/member-90","90",NA,"90",NA,"Ethel Blondin-Andrew","Ethel","Blondin-Andrew","Western Arctic",NA,"Liberal",2004-06-28,2006-01-22
"91","/chamber-1/member-91","/chamber-1","/chamber-1/member-91","91",1,"91","House of Commons","Alain Boire","Alain","Boire","Beauharnois—Salaberry","/chamber-1/constituency-27","Bloc Québécois",2004-06-28,2006-01-22
"92","/chamber-1/member-92","/chamber-1","/chamber-1/member-92","92",1,"92","House of Commons","Randy Boissonnault","Randy","Boissonnault","Edmonton Centre","/chamber-1/constituency-124","Liberal",2015-10-19,NA
"93","/chamber-1/member-93","/chamber-1","/chamber-1/member-93","93",1,"93","House of Commons","Françoise Boivin","Françoise","Boivin","Gatineau","/chamber-1/constituency-158","NDP",2004-06-28,2015-10-18
"94","/chamber-1/member-94","/chamber-1","/chamber-1/member-94","94",1,"94","House of Commons","Raymond Bonin","Raymond","Bonin","Nickel Belt","/chamber-1/constituency-274","Liberal",2004-06-28,2008-10-13
"95","/chamber-1/member-95","/chamber-1","/chamber-1/member-95","95",1,"95","House of Commons","France Bonsant","France","Bonsant","Compton—Stanstead","/chamber-1/constituency-102","Bloc Québécois",2004-06-28,2011-05-01
"96","/chamber-1/member-96","/chamber-1","/chamber-1/member-96","96",1,"96","House of Commons","Charmaine Borg","Charmaine","Borg","Terrebonne—Blainville","/chamber-1/constituency-404","NDP",2011-05-02,2015-10-18
"97","/chamber-1/member-97","/chamber-1","/chamber-1/member-97","97",1,"97","House of Commons","Ken Boshcoff","Ken","Boshcoff","Thunder Bay—Rainy River","/chamber-1/constituency-407","Liberal",2004-06-28,2008-10-13
"98","/chamber-1/member-98","/chamber-1","/chamber-1/member-98","98",1,"98","House of Commons","Mike Bossio","Mike","Bossio","Hastings—Lennox and Addington","/chamber-1/constituency-171","Liberal",2015-10-19,NA
"99","/chamber-1/member-99","/chamber-1","/chamber-1/member-99","99",1,"99","House of Commons","Robert Bouchard","Robert","Bouchard","Chicoutimi—Le Fjord","/chamber-1/constituency-95","Bloc Québécois",2004-06-28,2011-05-01
"100","/chamber-1/member-100","/chamber-1","/chamber-1/member-100","100",1,"100","House of Commons","Sylvie Boucher","Sylvie","Boucher","Beauport—Côte-de-Beaupré—Île d'Orléans—Charlevoix","/chamber-1/constituency-28","Conservative",2006-01-23,NA
"101","/chamber-1/member-101","/chamber-1","/chamber-1/member-101","101",1,"101","House of Commons","Don Boudria","Don","Boudria","Glengarry—Prescott—Russell","/chamber-1/constituency-159","Liberal",2004-06-28,2006-01-22
"102","/chamber-1/member-102","/chamber-1","/chamber-1/member-102","102",1,"102","House of Commons","Michel Boudrias","Michel","Boudrias","Terrebonne","/chamber-1/constituency-403","Bloc Québécois",2015-10-19,NA
"103","/chamber-1/member-103","/chamber-1","/chamber-1/member-103","103",1,"103","House of Commons","Ray Boughen","Ray","Boughen","Palliser","/chamber-1/constituency-299","Conservative",2008-10-14,2015-10-18
"104","/chamber-1/member-104","/chamber-1","/chamber-1/member-104","104",1,"104","House of Commons","Alexandre Boulerice","Alexandre","Boulerice","Rosemont—La Petite-Patrie","/chamber-1/constituency-343","NDP",2011-05-02,NA
"105","/chamber-1/member-105","/chamber-1","/chamber-1/member-105","105",1,"105","House of Commons","Marc Boulianne","Marc","Boulianne","Mégantic—L'Érable","/chamber-1/constituency-238","Bloc Québécois",2004-06-28,2006-01-22
"106","/chamber-1/member-106","/chamber-1","/chamber-1/member-106","106",1,"106","House of Commons","Diane Bourgeois","Diane","Bourgeois","Terrebonne—Blainville","/chamber-1/constituency-404","Bloc Québécois",2004-06-28,2011-05-01
"107","/chamber-1/member-107","/chamber-1","/chamber-1/member-107","107",1,"107","House of Commons","Marjolaine Boutin-Sweet","Marjolaine","Boutin-Sweet","Hochelaga","/chamber-1/constituency-173","NDP",2011-05-02,NA
"108","/chamber-1/member-108","/chamber-1","/chamber-1/member-108","108",1,"108","House of Commons","Claudette Bradshaw","Claudette","Bradshaw","Moncton—Riverview—Dieppe","/chamber-1/constituency-253","Liberal",2004-06-28,2006-01-22
"109","/chamber-1/member-109","/chamber-1","/chamber-1/member-109","109",1,"109","House of Commons","Tarik Brahmi","Tarik","Brahmi","Saint-Jean","/chamber-1/constituency-353","NDP",2011-05-02,2015-10-18
"110","/chamber-1/member-110","/chamber-1","/chamber-1/member-110","110",1,"110","House of Commons","Peter Braid","Peter","Braid","Kitchener—Waterloo","/chamber-1/constituency-194","Conservative",2008-10-14,2015-10-18
"111","/chamber-1/member-111","/chamber-1","/chamber-1/member-111","111",1,"111","House of Commons","John Brassard","John","Brassard","Barrie—Innisfil","/chamber-1/constituency-19","Conservative",2015-10-19,NA
"112","/chamber-1/member-112","/chamber-1","/chamber-1/member-112","112",1,"112","House of Commons","Bob Bratina","Bob","Bratina","Hamilton East—Stoney Creek","/chamber-1/constituency-168","Liberal",2015-10-19,NA
"113","/chamber-1/member-113","/chamber-1","/chamber-1/member-113","113",1,"113","House of Commons","Garry Breitkreuz","Garry","Breitkreuz","Yorkton—Melville","/chamber-1/constituency-457","Conservative",2004-06-28,2015-10-18
"114","/chamber-1/member-114","/chamber-1","/chamber-1/member-114","114",1,"114","House of Commons","Pierre Breton","Pierre","Breton","Shefford","/chamber-1/constituency-377","Liberal",2015-10-19,NA
"115","/chamber-1/member-115","/chamber-1","/chamber-1/member-115","115",1,"115","House of Commons","Scott Brison","Scott","Brison","Kings—Hants","/chamber-1/constituency-189","Liberal",2004-06-28,2019-02-10
"116","/chamber-1/member-116","/chamber-1","/chamber-1/member-116","116",1,"116","House of Commons","Ed Broadbent","Ed","Broadbent","Ottawa Centre","/chamber-1/constituency-292","NDP",2004-06-28,2006-01-22
"117","/chamber-1/member-117","/chamber-1","/chamber-1/member-117","117",1,"117","House of Commons","Ruth Ellen Brosseau","Ruth Ellen","Brosseau","Berthier—Maskinongé","/chamber-1/constituency-34","NDP",2011-05-02,NA
"118","/chamber-1/member-118","/chamber-1","/chamber-1/member-118","118",1,"118","House of Commons","Bonnie Brown","Bonnie","Brown","Oakville","/chamber-1/constituency-286","Liberal",2004-06-28,2008-10-13
"119","/chamber-1/member-119","/chamber-1","/chamber-1/member-119","119",1,"119","House of Commons","Gordon Brown","Gordon","Brown","Leeds—Grenville—Thousand Islands and Rideau Lakes","/chamber-1/constituency-214","Conservative",2004-06-28,2018-05-02
"120","/chamber-1/member-120","/chamber-1","/chamber-1/member-120","120",1,"120","House of Commons","Lois Brown","Lois","Brown","Newmarket—Aurora","/chamber-1/constituency-268","Conservative",2008-10-14,2015-10-18
"121","/chamber-1/member-121","/chamber-1","/chamber-1/member-121","121",1,"121","House of Commons","Patrick Brown","Patrick","Brown","Barrie","/chamber-1/constituency-18","Conservative",2006-01-23,2015-05-14
"122","/chamber-1/member-122","/chamber-1","/chamber-1/member-122","122",1,"122","House of Commons","Rod Bruinooge","Rod","Bruinooge","Winnipeg South","/chamber-1/constituency-450","Conservative",2006-01-23,2015-10-18
"123","/chamber-1/member-123","/chamber-1","/chamber-1/member-123","123",1,"123","House of Commons","Paule Brunelle","Paule","Brunelle","Trois-Rivières","/chamber-1/constituency-415","Bloc Québécois",2004-06-28,2011-05-01
"124","/chamber-1/member-124","/chamber-1","/chamber-1/member-124","124",1,"124","House of Commons","Sarmite Bulte","Sarmite","Bulte","Parkdale—High Park","/chamber-1/constituency-301","Liberal",2004-06-28,2006-01-22
"125","/chamber-1/member-125","/chamber-1","/chamber-1/member-125","125",1,"125","House of Commons","Brad Butt","Brad","Butt","Mississauga—Streetsville","/chamber-1/constituency-252","Conservative",2011-05-02,2015-10-18
"126","/chamber-1/member-126","/chamber-1","/chamber-1/member-126","126",1,"126","House of Commons","Gerry Byrne","Gerry","Byrne","Humber—St. Barbe—Baie Verte","/chamber-1/constituency-177","Liberal",2004-06-28,2015-10-18
"127","/chamber-1/member-127","/chamber-1","/chamber-1/member-127","127",1,"127","House of Commons","Chuck Cadman","Chuck","Cadman","Surrey North","/chamber-1/constituency-400","Independent",2004-06-28,2005-07-09
"128","/chamber-1/member-128","/chamber-1","/chamber-1/member-128","128",1,"128","House of Commons","Dona Cadman","Dona","Cadman","Surrey North","/chamber-1/constituency-400","Conservative",2008-10-14,2011-05-01
"129","/chamber-1/member-129","/chamber-1","/chamber-1/member-129","129",1,"129","House of Commons","Celina Caesar-Chavannes","Celina","Caesar-Chavannes","Whitby","/chamber-1/constituency-442","Independent",2015-10-19,NA
"130","/chamber-1/member-130","/chamber-1","/chamber-1/member-130","130",1,"130","House of Commons","Paul Calandra","Paul","Calandra","Oak Ridges—Markham","/chamber-1/constituency-285","Conservative",2008-10-14,2015-10-18
"131","/chamber-1/member-131","/chamber-1","/chamber-1/member-131","131",1,"131","House of Commons","Blaine Calkins","Blaine","Calkins","Red Deer—Lacombe","/chamber-1/constituency-327","Conservative",2006-01-23,NA
